Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
29,Shawn Camp,2012-03-26,Chicago Cubs,TOR,36,2.7,8,24,1,0,1,0,0,0,0,1.000,1.000,1.000,2.000,25,26,4.40,1.450,432,0,10,488.1,562,50,146,335,campsh01
30,Chris Young,2012-03-26,New York Mets,NYM,33,2.1,8,98,170,10,25,1,12,0,9,.147,.193,.200,.393,49,34,3.74,1.202,139,139,0,775.2,626,93,306,675,youngch03
31,Greg Golson,2012-03-25,Chicago White Sox,NYY,26,-0.4,4,40,41,6,8,0,2,2,1,.195,.214,.244,.458,,,,,,,,,,,,,golsogr01
32,Justin Hampson,2012-03-25,New York Mets,NYM,32,,3,75,8,2,0,0,0,0,1,.000,.111,.000,.111,5,4,3.38,1.344,79,1,0,96.0,98,5,31,62,hampsju01
33,Dontrelle Willis,2012-03-20,Baltimore Orioles,CIN,30,-0.3,9,198,389,43,95,9,39,0,22,.244,.287,.378,.665,72,69,4.17,1.433,205,202,0,1221.2,1251,114,500,896,willido03
34,Xavier Nady,2012-03-18,Washington Nationals,ARI,33,-1.4,10,880,2780,349,764,97,393,18,171,.275,.328,.438,.766,,,,,,,,,,,,,nadyxa01
35,Oswaldo Navarro,2012-03-17,New York Mets,HOU,27,-0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,navaros01
36,Josh Barfield,2012-03-15,Baltimore Orioles,PHI,29,0.1,5,,,,,,,,,,,,,,,,,,,,,,,,,barfijo02
37,Ruben Gotay,2012-03-08,Toronto Blue Jays,ATL,29,,7,,,,,,,,,,,,,,,,,,,,,,,,,gotayru01
38,Terry Evans,2012-03-06,Kansas City Royals,PHI,30,-0.1,4,,,,,,,,,,,,,,,,,,,,,,,,,evanste01
39,Jon Meloan,2012-03-03,Texas Rangers,OAK,27,0.3,4,,,,,,,,,,,,,,,,,,,,,,,,,meloajo01
40,Billy Buckner,2012-02-29,Boston Red Sox,COL,28,-1.4,4,27,26,0,6,0,6,0,1,.231,.259,.308,.567,6,11,6.25,1.641,36,21,0,138.1,173,24,54,103,bucknbi02
41,Garrett Mock,2012-02-29,Boston Red Sox,WSN,29,-1.1,3,,,,,,,,,,,,,,,,,,,,,,,,,mockga01
42,Royce Ring,2012-02-23,Colorado Rockies,BOS,31,-0.2,6,,,,,,,,,,,,,,,,,,,,,,,,,ringro01
43,David Aardsma,2012-02-22,New York Yankees,SEA,30,2.4,6,68,3,0,0,0,0,0,0,.000,.000,.000,.000,13,15,4.20,1.430,254,0,69,265.2,231,27,149,268,aardsda01
44,Jay Gibbons,2012-02-22,Milwaukee Brewers,LAD,35,-0.7,9,840,2917,364,759,127,427,2,224,.260,.315,.453,.767,,,,,,,,,,,,,gibboja01
45,Jason Isringhausen,2012-02-22,Los Angeles Angels of Anaheim,NYM,39,0.3,15,496,104,11,21,2,16,0,5,.202,.241,.317,.558,48,53,3.62,1.325,674,52,300,962.0,857,78,418,799,isrinja01
46,Eric Chavez,2012-02-21,New York Yankees,NYY,34,-0.3,14,1378,4943,746,1318,232,813,47,579,.267,.342,.474,.817,,,,,,,,,,,,,chaveer01
47,Raul Ibanez,2012-02-21,New York Yankees,PHI,40,1.6,16,1817,6387,928,1791,252,1054,44,603,.280,.342,.471,.813,,,,,,,,,,,,,ibanera01
48,Manny Ramirez,2012-02-20,Oakland Athletics,TBR,40,2.7,19,2302,8244,1544,2574,555,1831,38,1329,.312,.411,.585,.996,,,,,,,,,,,,,ramirma02
49,Brett Tomko,2012-02-19,Cincinnati Reds,TEX,39,1.5,14,308,456,23,71,0,29,0,19,.156,.189,.175,.365,100,103,4.65,1.366,397,266,2,1816.0,1898,255,582,1209,tomkobr01
50,Josh Kroeger,2012-02-18,Boston Red Sox,FLA,29,,7,,,,,,,,,,,,,,,,,,,,,,,,,kroegjo01
51,Nate Robertson,2012-02-18,Chicago Cubs,SEA,34,-1.1,9,,,,,,,,,,,,,,,,,,,,,,,,,roberna01
52,Chris Gimenez,2012-02-16,Tampa Bay Rays,SEA,29,-0.5,3,97,228,24,39,5,21,1,35,.171,.279,.272,.551,,,,,,,,,,,,,gimench01
53,Kosuke Fukudome,2012-02-14,Chicago White Sox,CLE,35,4.0,4,572,1888,262,491,42,191,29,299,.260,.361,.399,.760,,,,,,,,,,,,,fukudko01
54,Jeff Salazar,2012-02-14,Tampa Bay Rays,DET,31,-0.3,5,,,,,,,,,,,,,,,,,,,,,,,,,salazje01
55,Sean White,2012-02-11,Boston Red Sox,COL,31,0.6,4,,,,,,,,,,,,,,,,,,,,,,,,,whitese02
56,Luis Ayala,2012-02-10,Baltimore Orioles,NYY,34,0.7,7,349,14,0,4,0,0,0,0,.286,.286,.357,.643,31,41,3.47,1.286,429,0,18,446.1,462,45,112,294,ayalalu01
57,Greg Burke,2012-02-10,Baltimore Orioles,SDP,29,0.0,1,44,0,0,0,0,0,0,0,,,,,3,3,4.14,1.555,48,0,0,45.2,48,4,23,33,burkegr01
58,Scott Linebrink,2012-02-10,St. Louis Cardinals,ATL,35,0.9,12,441,18,0,4,0,0,0,0,.222,.222,.278,.500,42,31,3.51,1.308,607,6,8,656.2,630,82,229,567,linebsc01
59,Nick Johnson,2012-02-09,Baltimore Orioles,CLE,33,1.4,9,794,2611,421,705,91,387,27,511,.270,.401,.443,.844,,,,,,,,,,,,,johnsni01
60,Zack Segovia,2012-02-09,Detroit Tigers,MIL,29,-0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,segovza01
61,Russell Branyan,2012-02-08,New York Yankees,LAA,36,4.5,14,1059,2934,405,682,194,467,16,403,.232,.329,.485,.814,,,,,,,,,,,,,branyru01
62,Bill Hall,2012-02-08,New York Yankees,SFG,32,-0.3,10,1046,3325,448,825,124,439,62,281,.248,.307,.436,.743,,,,,,,,,,,,,hallbi03
63,Ryan Ludwick,2012-02-08,Cincinnati Reds,PIT,33,3.0,9,790,2641,366,689,117,450,17,256,.261,.332,.455,.787,,,,,,,,,,,,,ludwiry01
64,Jeff Suppan,2012-02-08,San Diego Padres,KCR,37,-1.6,16,254,430,27,75,1,24,1,23,.174,.221,.198,.419,138,143,4.69,1.460,442,411,0,2512.0,2809,333,858,1383,suppaje01
65,Jamey Wright,2012-02-07,Los Angeles Dodgers,SEA,37,0.6,16,260,436,26,64,1,17,0,12,.147,.170,.193,.362,85,121,4.93,1.565,526,246,1,1828.2,1963,191,898,1016,wrighja01
66,Alex Cora,2012-02-06,St. Louis Cardinals,WSN,36,-0.2,14,1273,3408,360,828,35,286,47,248,.243,.310,.338,.648,,,,,,,,,,,,,coraal01
67,Brent Dlugach,2012-02-06,Detroit Tigers,BOS,29,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,dlugabr01
68,Rick Ankiel,2012-02-05,Washington Nationals,WSN,32,2.6,9,538,1635,232,402,64,218,20,142,.246,.309,.423,.732,,,,,,,,,,,,,ankieri01
69,Mitch Atkins,2012-02-03,Washington Nationals,BAL,26,-0.3,3,7,2,0,0,0,0,0,0,.000,.000,.000,.000,0,0,6.75,1.897,10,3,0,22.2,34,7,9,17,atkinmi01
70,Todd Coffey,2012-02-03,Los Angeles Dodgers,WSN,31,1.0,7,422,7,0,0,0,0,0,0,.000,.000,.000,.000,24,18,4.08,1.419,438,0,11,419.1,466,48,129,311,coffeto01
71,Casey Kotchman,2012-02-03,Cleveland Indians,TBR,29,4.0,8,791,2588,276,693,59,332,11,240,.268,.336,.398,.733,,,,,,,,,,,,,kotchca01
72,Greg Smith,2012-02-03,Los Angeles Angels of Anaheim,BOS,28,-0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,smithgr02
73,Brian Tallet,2012-02-03,Pittsburgh Pirates,TOR,34,-2.4,9,32,5,0,0,0,0,0,0,.000,.000,.000,.000,16,25,4.79,1.461,242,36,0,460.0,459,58,213,337,tallebr01
74,Steve Holm,2012-02-02,Colorado Rockies,MIN,32,-0.1,3,59,108,12,26,1,6,0,13,.241,.336,.361,.697,,,,,,,,,,,,,holmst01
75,Edwin Jackson,2012-02-02,Washington Nationals,STL,28,9.2,9,64,98,7,18,1,7,0,6,.184,.229,.214,.443,60,60,4.46,1.476,203,173,0,1079.0,1154,119,439,801,jacksed01
76,Ryan Rowland-Smith,2012-02-02,Chicago Cubs,HOU,29,-1.5,4,6,4,0,0,0,0,0,0,.000,.000,.000,.000,12,17,4.57,1.420,115,47,2,362.2,381,51,134,220,rowlary01
77,Francisco Cordero,2012-02-01,Toronto Blue Jays,CIN,37,3.6,13,386,3,0,0,0,0,0,0,.000,.000,.000,.000,44,45,3.17,1.333,753,0,327,785.1,690,55,357,765,cordefr01
78,Juan Cruz,2012-02-01,Pittsburgh Pirates,TBR,33,0.2,11,269,70,2,8,0,2,0,4,.114,.162,.157,.319,37,35,4.13,1.395,404,38,3,619.1,537,64,327,626,cruzju02
79,Carlos Guillen,2012-02-01,Seattle Mariners,DET,36,0.2,14,1305,4673,733,1331,124,660,74,510,.285,.355,.443,.798,,,,,,,,,,,,,guillca01
80,Dan Johnson,2012-02-01,Chicago White Sox,TBR,32,-0.7,6,399,1298,162,305,53,188,1,196,.235,.334,.405,.739,,,,,,,,,,,,,johnsda06
81,Micah Owings,2012-02-01,San Diego Padres,ARI,29,0.3,5,168,203,27,58,9,35,0,8,.286,.313,.507,.820,32,31,4.91,1.401,132,68,1,473.1,460,63,203,340,owingmi01
82,Chad Qualls,2012-01-31,Philadelphia Phillies,SDP,33,-1.9,8,489,6,0,0,0,0,0,0,.000,.000,.000,.000,38,34,3.78,1.269,537,0,51,543.0,539,53,150,426,quallch01
83,Hernan Iribarren,2012-01-30,Colorado Rockies,COL,28,0.0,2,24,27,2,5,0,2,0,2,.185,.241,.296,.538,,,,,,,,,,,,,iribahe01
84,Trever Miller,2012-01-30,Chicago Cubs,BOS,39,1.6,13,408,6,1,1,0,0,0,0,.167,.167,.333,.500,18,17,4.18,1.448,694,5,11,523.1,521,54,237,434,milletr02
85,Pat Neshek,2012-01-30,Baltimore Orioles,SDP,31,-0.1,5,27,0,0,0,0,0,0,0,,,,,12,7,3.21,1.114,157,0,0,154.1,105,20,67,171,neshepa01
86,Corey Patterson,2012-01-30,Milwaukee Brewers,STL,32,0.2,12,1230,4171,571,1050,118,431,218,206,.252,.290,.400,.691,,,,,,,,,,,,,patteco01
87,Ronny Paulino,2012-01-30,Baltimore Orioles,NYM,31,1.8,7,553,1804,176,492,33,211,4,144,.273,.326,.379,.705,,,,,,,,,,,,,pauliro01
88,Matt Tolbert,2012-01-30,Chicago Cubs,MIN,30,0.8,4,247,605,76,139,3,54,17,48,.230,.288,.319,.607,,,,,,,,,,,,,tolbema01
89,Luke French,2012-01-27,Minnesota Twins,SEA,26,0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,frenclu01
90,Jeff Keppinger,2012-01-27,Tampa Bay Rays,SFG,32,0.4,7,586,2074,240,582,32,215,11,155,.281,.332,.388,.720,,,,,,,,,,,,,keppije01
91,John Maine,2012-01-27,Boston Red Sox,COL,31,-0.3,7,101,166,10,16,1,8,0,11,.096,.161,.120,.282,41,36,4.35,1.339,108,105,0,585.2,519,79,265,492,mainejo01
92,Kyle Phillips,2012-01-27,Toronto Blue Jays,SDP,28,0.0,2,41,94,10,18,2,12,0,8,.191,.262,.319,.581,,,,,,,,,,,,,phillky01
93,Juan Pierre,2012-01-27,Philadelphia Phillies,CHW,34,0.6,12,1751,6823,980,2020,16,484,554,428,.296,.345,.363,.708,,,,,,,,,,,,,pierrju01
94,Brian Sweeney,2012-01-27,Seattle Mariners,NYM,38,0.3,8,,,,,,,,,,,,,,,,,,,,,,,,,sweenbr01
95,Ryan Theriot,2012-01-27,San Francisco Giants,STL,32,1.9,7,795,2894,401,816,17,229,108,261,.282,.344,.353,.697,,,,,,,,,,,,,theriry01
96,Matt Tuiasosopo,2012-01-27,New York Mets,SEA,26,-0.5,3,71,193,15,34,5,15,0,13,.176,.234,.306,.540,,,,,,,,,,,,,tuiasma01
97,Prince Fielder,2012-01-26,Detroit Tigers,MIL,28,12.3,7,998,3527,571,996,230,656,16,566,.282,.390,.540,.929,,,,,,,,,,,,,fieldpr01
98,Jeff Francis,2012-01-26,Cincinnati Reds,KCR,31,0.9,7,143,256,16,32,0,15,0,21,.125,.189,.148,.338,61,66,4.78,1.430,181,180,0,1065.2,1198,128,326,694,francje01
99,Jonny Gomes,2012-01-26,Oakland Athletics,WSN,31,0.2,9,781,2367,343,573,118,364,45,264,.242,.329,.451,.780,,,,,,,,,,,,,gomesjo01
100,Clay Hensley,2012-01-26,San Francisco Giants,FLA,32,2.1,6,208,86,2,8,0,4,1,4,.093,.133,.116,.250,24,29,3.94,1.351,211,49,7,466.1,421,34,209,329,henslcl01
101,Hiroki Kuroda,2012-01-26,New York Yankees,LAD,37,6.8,4,109,198,7,21,0,3,0,13,.106,.161,.111,.272,41,46,3.45,1.187,115,114,0,699.0,667,64,163,523,kurodhi01
102,Brad Lidge,2012-01-26,Washington Nationals,PHI,35,-0.7,10,569,7,0,2,0,2,0,0,.286,.286,.429,.714,26,31,3.44,1.273,592,1,223,594.0,480,56,276,789,lidgebr01
103,Ryan Rohlinger,2012-01-26,Cleveland Indians,COL,28,-0.2,4,46,67,3,9,0,7,0,4,.134,.183,.194,.377,,,,,,,,,,,,,rohliry01
104,Cody Ross,2012-01-26,Boston Red Sox,SFG,31,4.7,8,757,2436,328,636,100,371,28,197,.261,.323,.456,.779,,,,,,,,,,,,,rossco01
105,Dan Wheeler,2012-01-26,Cleveland Indians,BOS,34,1.7,12,280,7,1,1,0,0,0,0,.143,.143,.143,.286,25,43,3.88,1.208,577,9,43,628.1,572,86,187,553,wheelda01
106,Roman Colon,2012-01-25,Kansas City Royals,LAD,32,0.4,5,44,7,0,0,0,0,0,0,.000,.000,.000,.000,8,10,5.12,1.494,121,8,1,179.1,201,30,67,117,colonro01
107,Eric Junge,2012-01-25,Atlanta Braves,LAA,35,,9,,,,,,,,,,,,,,,,,,,,,,,,,jungeer01
108,Bryan Augenstein,2012-01-24,Tampa Bay Rays,STL,25,-0.9,2,12,4,1,1,0,0,0,1,.250,.400,.250,.650,0,2,8.34,1.897,12,2,0,22.2,34,3,9,12,augenbr01
109,Wilson Betemit,2012-01-24,Baltimore Orioles,DET,30,1.0,9,697,1742,223,469,63,243,9,180,.269,.336,.448,.784,,,,,,,,,,,,,betemwi01
110,Bartolo Colon,2012-01-24,Oakland Athletics,NYY,39,1.6,14,39,86,1,10,0,5,0,0,.116,.125,.116,.241,161,113,4.09,1.334,357,351,0,2241.0,2240,277,750,1742,colonba01
111,Kevin Millwood,2012-01-24,Seattle Mariners,COL,37,6.0,15,239,467,22,57,4,27,0,21,.122,.160,.180,.340,163,140,4.10,1.324,423,415,0,2559.1,2602,283,787,1976,millwke01
112,Carlos Pena,2012-01-24,Tampa Bay Rays,CHC,34,7.8,11,1226,4113,631,982,258,730,25,683,.239,.352,.486,.838,,,,,,,,,,,,,penaca01
113,Sean Green,2012-01-23,Texas Rangers,MIL,33,-0.4,6,110,2,0,0,0,0,0,0,.000,.000,.000,.000,10,12,4.41,1.517,264,0,2,269.2,276,13,133,203,greense01
114,Willie Harris,2012-01-23,Cincinnati Reds,NYM,34,-1.8,11,1021,2397,360,575,39,210,106,303,.240,.330,.349,.678,,,,,,,,,,,,,harriwi02
115,Omar Vizquel,2012-01-23,Toronto Blue Jays,CHW,45,0.7,23,2908,10433,1432,2841,80,944,401,1021,.272,.337,.353,.690,,,,,,,,,,,,,vizquom01
116,Delwyn Young,2012-01-23,Chicago White Sox,PHI,30,-0.9,5,,,,,,,,,,,,,,,,,,,,,,,,,youngde04
117,Paul McAnulty,2012-01-22,Los Angeles Angels of Anaheim,LAA,31,-0.2,6,,,,,,,,,,,,,,,,,,,,,,,,,mcanupa01
118,Vinnie Chulk,2012-01-21,Milwaukee Brewers,OAK,33,0.1,7,119,4,0,1,0,0,0,0,.250,.250,.250,.500,7,15,4.33,1.386,252,0,2,276.1,275,31,108,189,chulkvi01
119,Brad Eldred,2012-01-21,Detroit Tigers,SFG,31,0.0,3,85,260,30,53,15,33,1,16,.204,.259,.419,.678,,,,,,,,,,,,,eldrebr01
120,Chris George,2012-01-21,Baltimore Orioles,BAL,32,,10,,,,,,,,,,,,,,,,,,,,,,,,,georgch02
121,Chris Aguila,2012-01-20,,FLA,33,,7,,,,,,,,,,,,,,,,,,,,,,,,,aguilch01
122,Tim Corcoran,2012-01-20,Los Angeles Dodgers,LAD,34,,6,,,,,,,,,,,,,,,,,,,,,,,,,corcoti02
123,Dennys Reyes,2012-01-20,Baltimore Orioles,BOS,35,0.7,15,421,56,2,4,0,0,1,2,.071,.103,.089,.193,35,35,4.21,1.547,673,40,4,726.2,724,61,400,642,reyesde01
124,Chris Snyder,2012-01-20,Houston Astros,PIT,31,0.7,8,630,1846,204,426,70,273,0,272,.231,.333,.394,.727,,,,,,,,,,,,,snydech02
125,Jeremy Accardo,2012-01-19,Cleveland Indians,BAL,30,0.1,7,71,7,0,1,0,0,0,0,.143,.143,.143,.286,10,20,4.22,1.379,235,0,38,247.1,246,21,95,176,accarje01
126,Jésus Feliciano,2012-01-19,Tampa Bay Rays,NYM,33,-0.2,1,,,,,,,,,,,,,,,,,,,,,,,,,felicje01
127,Fred Lewis,2012-01-19,Cleveland Indians,CIN,31,1.9,6,517,1542,259,412,27,136,53,166,.267,.345,.406,.751,,,,,,,,,,,,,lewisfr02
128,Rodrigo Lopez,2012-01-19,Chicago Cubs,CHC,36,-2.2,10,87,145,4,9,0,1,0,3,.062,.087,.062,.149,81,88,4.82,1.420,253,215,0,1344.1,1498,202,411,863,lopezro02
129,Will Rhymes,2012-01-19,Tampa Bay Rays,DET,29,0.7,2,83,276,43,78,1,21,1,25,.283,.341,.370,.711,,,,,,,,,,,,,rhymewi01
130,Chris Woodward,2012-01-19,Toronto Blue Jays,TOR,36,-0.4,12,659,1706,211,408,33,191,9,137,.239,.296,.365,.661,,,,,,,,,,,,,woodwch01
131,Armando Galarraga,2012-01-18,Baltimore Orioles,ARI,30,-1.0,5,13,23,2,0,0,1,0,3,.000,.115,.000,.115,26,30,4.69,1.382,95,86,0,518.0,508,88,208,329,galarar01
132,Oliver Pérez,2012-01-18,Seattle Mariners,WSN,30,-2.1,9,201,341,13,54,0,15,3,14,.158,.190,.161,.352,58,69,4.63,1.482,206,195,0,1111.2,1019,167,628,1126,perezol01
133,Max St. Pierre,2012-01-18,Boston Red Sox,DET,32,-0.1,1,,,,,,,,,,,,,,,,,,,,,,,,,stpiema01
134,Gil Velazquez,2012-01-18,,LAA,32,0.1,3,13,16,0,4,0,2,0,0,.250,.278,.250,.528,,,,,,,,,,,,,velazgi01
135,Oscar Villarreal,2012-01-18,Baltimore Orioles,LAD,30,,8,,,,,,,,,,,,,,,,,,,,,,,,,villaos01
136,Joel Zumaya,2012-01-18,Minnesota Twins,DET,27,0.7,5,,,,,,,,,,,,,,,,,,,,,,,,,zumayjo01
137,Kelly Johnson,2012-01-17,Toronto Blue Jays,TOR,30,6.2,6,791,2791,438,726,92,335,58,342,.260,.343,.441,.784,,,,,,,,,,,,,johnske05
138,Peter Moylan,2012-01-17,Atlanta Braves,ATL,33,2.3,6,279,7,0,0,0,0,0,1,.000,.125,.000,.125,19,9,2.60,1.291,287,0,3,255.2,218,13,112,205,moylape01
139,Joe Saunders,2012-01-17,Arizona Diamondbacks,ARI,31,2.3,7,46,88,2,14,0,5,1,3,.159,.187,.170,.357,69,52,4.16,1.374,161,161,0,986.2,1041,124,315,550,saundjo01
140,Vicente Padilla,2012-01-16,Boston Red Sox,LAD,34,3.2,13,219,250,13,27,0,17,0,16,.108,.170,.132,.302,104,90,4.31,1.373,330,237,5,1521.1,1553,174,536,1070,padilvi01
141,Alfredo Amezaga,2012-01-13,Chicago Cubs,FLA,34,-1.2,9,584,1408,173,348,12,110,49,112,.247,.307,.333,.640,,,,,,,,,,,,,amezaal01
142,Ronny Cedeno,2012-01-13,New York Mets,PIT,29,0.5,7,701,2126,223,522,33,196,34,115,.246,.286,.353,.639,,,,,,,,,,,,,cedenro02
143,Kevin Kouzmanoff,2012-01-13,Kansas City Royals,COL,30,3.3,6,672,2478,265,633,85,361,6,123,.255,.300,.420,.720,,,,,,,,,,,,,kouzmke01
144,Ryan Madson,2012-01-13,Cincinnati Reds,PHI,31,4.7,9,472,48,3,6,0,2,0,2,.125,.160,.146,.306,47,30,3.59,1.294,491,18,52,630.0,624,61,191,547,madsory01
145,Jack Wilson,2012-01-13,Atlanta Braves,ATL,34,6.2,11,1330,4819,561,1282,61,422,43,268,.266,.307,.368,.675,,,,,,,,,,,,,wilsoja02
146,Kerry Wood,2012-01-13,Chicago Cubs,CHC,35,1.7,13,331,345,23,59,7,32,0,11,.171,.196,.249,.445,86,73,3.64,1.262,436,178,63,1371.1,1075,147,655,1576,woodke02
147,Clay Zavada,2012-01-13,Cincinnati Reds,ARI,28,0.6,2,,,,,,,,,,,,,,,,,,,,,,,,,zavadcl01
148,Luke Scott,2012-01-12,Tampa Bay Rays,BAL,34,5.3,7,702,2243,308,592,112,341,11,283,.264,.349,.494,.843,,,,,,,,,,,,,scottlu01
149,Winston Abreu,2012-01-11,Baltimore Orioles,TOR,35,-0.2,5,,,,,,,,,,,,,,,,,,,,,,,,,abreuwi01
150,Scott Hairston,2012-01-11,New York Mets,NYM,32,3.4,8,643,1820,224,444,75,222,26,143,.244,.303,.437,.740,,,,,,,,,,,,,hairssc01
151,Chin-lung Hu,2012-01-11,Cleveland Indians,NYM,28,-0.5,5,118,193,27,34,2,18,4,12,.176,.225,.259,.484,,,,,,,,,,,,,huch01
152,Drew Macias,2012-01-11,Los Angeles Angels of Anaheim,SDP,29,-0.2,4,,,,,,,,,,,,,,,,,,,,,,,,,maciadr01
153,Paul Phillips,2012-01-11,Milwaukee Brewers,CLE,35,0.2,7,,,,,,,,,,,,,,,,,,,,,,,,,phillpa01
154,Doug Slaten,2012-01-11,Pittsburgh Pirates,WSN,32,0.1,6,195,0,0,0,0,0,0,0,,,,,7,8,3.60,1.496,206,0,0,137.2,147,14,59,104,slatedo01
