Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
1,Chris Peters,2001-06-06,Cincinnati Reds,PIT,29,3.5,5,119,90,10,21,0,7,2,3,.233,.258,.244,.503,17,21,4.57,1.477,123,43,2,348.2,373,47,142,210,peterch01
2,Jason Ryan,2001-06-01,Los Angeles Dodgers,MIN,25,0.4,2,0,0,0,0,0,0,0,0,,,,,1,5,5.94,1.650,24,9,0,66.2,83,17,27,34,ryanja04
3,Lyle Mouton,2001-05-25,Detroit Tigers,MIL,32,0.3,6,307,788,95,224,22,115,9,71,.284,.345,.428,.772,,,,,,,,,,,,,moutoly01
4,Joe Slusarski,2001-05-12,Houston Astros,HOU,34,1.7,6,57,9,1,1,0,1,0,0,.111,.111,.111,.222,13,20,4.97,1.512,106,34,3,289.2,317,41,121,162,slusajo01
5,Jesse Orosco,2001-04-24,Los Angeles Dodgers,STL,44,1.0,21,446,59,2,10,0,4,0,7,.169,.250,.169,.419,84,75,3.03,1.243,1096,4,141,1218.1,973,102,541,1107,oroscje01
6,Mark Lewis,2001-04-16,Cleveland Indians,BAL,31,-1.9,10,896,2782,319,735,48,306,29,196,.264,.313,.381,.694,,,,,,,,,,,,,lewisma01
7,Quinton McCracken,2001-04-13,Minnesota Twins,TBD,30,0.5,6,484,1402,221,397,14,155,70,135,.283,.346,.383,.729,,,,,,,,,,,,,mccraqu01
8,Bernard Gilkey,2001-04-12,Atlanta Braves,BOS,34,-0.8,11,1170,3955,598,1086,116,532,115,455,.275,.352,.435,.787,,,,,,,,,,,,,gilkebe01
9,Ramon Martinez,2001-04-11,Pittsburgh Pirates,BOS,33,2.7,13,271,591,33,91,1,33,0,7,.154,.165,.183,.347,135,86,3.62,1.305,297,293,0,1880.0,1675,166,779,1418,martira02
10,Willie Blair,2001-04-10,Cleveland Indians,DET,35,0.3,11,265,146,6,11,0,5,0,6,.075,.112,.082,.194,59,82,4.93,1.443,409,135,4,1250.0,1400,167,404,744,blairwi01
11,John Mabry,2001-04-09,Florida Marlins,SDP,30,-2.8,7,726,2207,250,608,49,265,5,167,.275,.328,.400,.728,0,0,27.00,6.000,1,0,0,0.2,3,0,1,0,mabryjo01
12,Ryan Thompson,2001-04-06,Florida Marlins,NYY,33,0.0,7,336,1089,143,262,44,150,8,82,.241,.302,.421,.723,,,,,,,,,,,,,thompry01
13,Jerry Spradlin,2001-04-03,St. Louis Cardinals,CHC,34,0.7,7,247,6,0,1,0,0,0,0,.167,.167,.333,.500,17,19,4.75,1.326,310,1,11,371.2,371,40,122,292,spradje01
14,Billy Taylor,2001-04-03,Pittsburgh Pirates,TBD,39,0.7,6,31,0,0,0,0,0,0,0,,,,,16,28,4.21,1.379,316,0,100,322.2,312,26,133,304,taylobi04
15,Willie Banks,2001-04-02,Arizona Diamondbacks,NYM,32,-0.3,7,82,68,5,12,0,1,0,2,.176,.222,.206,.428,31,38,4.93,1.568,147,84,1,560.2,595,60,284,392,bankswi01
16,Hector Carrasco,2001-03-30,Minnesota Twins,BOS,31,2.8,7,210,18,0,1,0,0,0,0,.056,.056,.056,.111,24,33,4.10,1.476,402,1,14,493.1,479,32,249,385,carrahe01
