Rk,Name,Date,To Team,From Team,Age,WAR3,Yrs,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,W,L,ERA,WHIP,G,GS,SV,IP,H,HR,BB,SO,Name-additional
107,Randy Wolf,2009-02-06,Los Angeles Dodgers,HOU,32,2.6,10,243,441,41,81,4,38,0,29,.184,.232,.261,.492,90,78,4.26,1.347,245,241,0,1468.0,1430,188,547,1227,wolfra02
108,Elmer Dessens,2009-02-05,New York Mets,ATL,38,-1.4,12,314,240,14,39,0,16,0,22,.163,.233,.188,.420,48,62,4.56,1.422,360,140,5,1094.2,1235,136,322,663,desseel01
109,Eddie Guardado,2009-02-05,Texas Rangers,MIN,38,0.8,16,73,1,0,0,0,0,0,0,.000,.000,.000,.000,45,59,4.30,1.311,860,25,187,906.1,855,130,333,778,guarded01
110,Tyler Johnson,2009-02-05,Seattle Mariners,STL,28,0.2,3,,,,,,,,,,,,,,,,,,,,,,,,,johnsty01
111,Odalis Perez,2009-02-05,Washington Nationals,WSN,31,0.4,10,209,340,25,45,1,12,0,6,.132,.150,.171,.320,73,82,4.46,1.346,252,221,0,1335.0,1409,162,388,920,perezod01
112,Daryle Ward,2009-02-05,Cincinnati Reds,CHC,34,1.1,11,948,2234,242,588,90,379,1,192,.263,.320,.447,.768,,,,,,,,,,,,,wardda01
113,Bryan Corey,2009-02-04,Texas Rangers,SDP,35,0.0,5,42,0,0,0,0,0,0,0,,,,,4,4,5.13,1.353,91,0,0,98.1,100,10,33,57,coreybr01
114,Travis Dawkins,2009-02-04,Chicago White Sox,KCR,30,,9,,,,,,,,,,,,,,,,,,,,,,,,,dawkitr01
115,Cliff Floyd,2009-02-04,San Diego Padres,TBR,36,0.6,16,1611,5303,824,1477,233,865,148,600,.279,.359,.483,.842,,,,,,,,,,,,,floydcl01
116,John Parrish,2009-02-04,Baltimore Orioles,TOR,31,0.2,7,17,1,0,0,0,0,0,0,.000,.000,.000,.000,13,13,4.54,1.693,174,16,1,271.2,276,25,184,221,parrijo01
117,Vinnie Chulk,2009-02-03,Cleveland Indians,SFG,30,0.6,6,119,4,0,1,0,0,0,0,.250,.250,.250,.500,7,14,4.36,1.373,244,0,2,264.1,265,30,98,185,chulkvi01
118,Humberto Cota,2009-02-03,Cincinnati Reds,COL,30,-0.7,7,,,,,,,,,,,,,,,,,,,,,,,,,cotahu01
119,Javier Valentin,2009-02-03,Washington Nationals,CIN,33,-0.1,10,631,1507,154,379,45,210,0,131,.251,.310,.402,.712,,,,,,,,,,,,,valenja01
120,Oliver Pérez,2009-02-02,New York Mets,NYM,27,1.9,7,170,310,12,47,0,14,3,12,.152,.182,.155,.337,55,60,4.39,1.425,175,174,0,999.1,896,146,528,1027,perezol01
121,Paul Bako,2009-02-01,Chicago Cubs,CIN,37,-1.6,11,745,2086,183,482,21,186,4,220,.231,.305,.317,.621,,,,,,,,,,,,,bakopa01
122,Matt Belisle,2009-02-01,Colorado Rockies,CIN,29,0.5,5,130,71,2,5,0,1,1,3,.070,.108,.085,.193,16,22,5.06,1.490,132,43,1,341.2,413,47,96,230,belisma01
123,Josh Fogg,2009-01-30,Colorado Rockies,CIN,32,-0.9,8,204,326,21,39,0,11,1,12,.120,.153,.132,.285,62,67,5.08,1.471,219,193,0,1113.1,1261,158,377,600,foggjo01
124,Eric Hinske,2009-01-30,Pittsburgh Pirates,TBR,31,2.1,7,903,2906,445,739,105,399,60,346,.254,.335,.438,.774,,,,,,,,,,,,,hinsker01
125,Scott Munter,2009-01-30,Colorado Rockies,SFG,29,-0.7,3,,,,,,,,,,,,,,,,,,,,,,,,,muntesc01
126,Valerio De Los Santos,2009-01-29,New York Mets,COL,36,-0.1,9,207,12,0,0,0,0,0,1,.000,.077,.000,.077,9,13,4.57,1.375,235,4,1,256.0,225,37,127,207,delosva01
127,Matt DeSalvo,2009-01-29,New York Mets,ATL,28,-0.4,2,2,0,0,0,0,0,0,0,,,,,1,3,7.89,2.191,9,6,0,29.2,45,2,20,12,desalma01
128,Bobby Kielty,2009-01-29,New York Mets,MIN,32,1.4,7,,,,,,,,,,,,,,,,,,,,,,,,,kieltbo01
129,George Lombard,2009-01-29,Cleveland Indians,FLA,33,0.2,10,,,,,,,,,,,,,,,,,,,,,,,,,lombage01
130,Russ Springer,2009-01-29,Oakland Athletics,STL,40,3.8,16,574,27,1,2,0,0,0,0,.074,.074,.074,.148,35,41,4.55,1.361,664,27,8,797.2,754,112,332,716,sprinru01
131,Juan Uribe,2009-01-29,San Francisco Giants,CHW,30,1.1,8,986,3438,432,870,111,459,35,194,.253,.295,.423,.718,,,,,,,,,,,,,uribeju01
132,Kiko Calero,2009-01-28,Florida Marlins,TEX,34,0.8,6,71,6,1,1,0,1,0,0,.167,.167,.167,.333,12,10,3.56,1.220,246,1,7,242.2,200,23,96,255,calerki01
133,Alex Cintron,2009-01-28,Washington Nationals,BAL,30,-3.8,8,659,2030,243,563,33,222,18,110,.277,.315,.398,.713,,,,,,,,,,,,,cintral01
134,Jon Garland,2009-01-28,Arizona Diamondbacks,LAA,29,8.5,9,16,19,2,3,1,4,0,2,.158,.238,.316,.554,106,89,4.47,1.385,278,255,1,1625.1,1719,205,532,851,garlajo01
135,Nick Regilio,2009-01-28,Detroit Tigers,HOU,30,,4,,,,,,,,,,,,,,,,,,,,,,,,,regilni01
136,Mike Sweeney,2009-01-28,Seattle Mariners,OAK,35,0.6,14,1324,4795,713,1434,199,849,50,491,.299,.368,.489,.858,,,,,,,,,,,,,sweenmi01
137,Fernando Cabrera,2009-01-27,Boston Red Sox,BAL,27,-0.7,5,5,0,0,0,0,0,0,0,,,,,8,7,5.02,1.506,125,0,1,168.2,162,31,92,185,cabrefe01
138,Carlos Maldonado,2009-01-27,Boston Red Sox,PIT,30,-0.3,2,21,43,2,7,2,4,1,6,.163,.260,.326,.586,,,,,,,,,,,,,maldoca03
139,Ivan Ochoa,2009-01-27,Boston Red Sox,SFG,26,-1.0,1,47,120,7,24,0,3,0,4,.200,.244,.267,.511,,,,,,,,,,,,,ochoaiv01
140,Timo Perez,2009-01-26,Detroit Tigers,DET,34,0.3,8,,,,,,,,,,,,,,,,,,,,,,,,,perezti01
141,Andy Pettitte,2009-01-26,New York Yankees,NYY,37,7.6,14,100,181,5,24,1,12,0,6,.133,.160,.177,.336,215,127,3.89,1.360,436,426,0,2731.2,2869,230,845,2002,pettian01
142,Kyle Snyder,2009-01-26,New York Mets,BOS,31,-0.3,5,4,2,0,0,0,0,0,0,.000,.000,.000,.000,8,17,5.57,1.548,93,29,0,237.2,283,34,85,157,snydeky01
143,Jon Switzer,2009-01-26,New York Mets,BOS,29,-0.1,4,3,0,0,0,0,0,0,0,,,,,2,4,6.11,1.794,68,0,0,66.1,83,9,36,43,switzjo01
144,Omar Vizquel,2009-01-26,Texas Rangers,SFG,42,3.1,20,2680,9745,1361,2657,77,892,385,965,.273,.338,.355,.693,,,,,,,,,,,,,vizquom01
145,Chip Ambres,2009-01-24,Boston Red Sox,SDP,29,0.2,3,80,189,28,44,4,10,4,23,.233,.321,.344,.665,,,,,,,,,,,,,ambrech01
146,Craig Counsell,2009-01-23,Milwaukee Brewers,MIL,38,4.7,13,1285,3976,551,1014,35,321,97,506,.255,.343,.344,.687,,,,,,,,,,,,,counscr01
147,Jason Davis,2009-01-23,Pittsburgh Pirates,PIT,29,-0.2,7,24,17,1,1,1,1,0,0,.059,.059,.235,.294,22,26,4.82,1.521,144,56,1,461.0,523,50,178,269,davisja02
148,Hector Gimenez,2009-01-23,Pittsburgh Pirates,TBR,26,0.0,1,2,2,0,0,0,0,0,0,.000,.000,.000,.000,,,,,,,,,,,,,gimenhe01
149,Rob Mackowiak,2009-01-23,New York Mets,CIN,33,0.5,8,856,2328,307,603,64,286,49,227,.259,.332,.405,.736,,,,,,,,,,,,,mackoro01
150,Alvin Colina,2009-01-22,Atlanta Braves,CIN,27,-0.1,2,,,,,,,,,,,,,,,,,,,,,,,,,colinal01
151,Jose Diaz,2009-01-22,Los Angeles Dodgers,TEX,29,-0.2,2,0,0,0,0,0,0,0,0,,,,,0,0,9.39,2.609,5,0,0,7.2,11,2,9,5,diazjo01
152,Freddy Garcia,2009-01-22,New York Mets,DET,32,4.0,10,27,58,1,12,0,4,0,2,.207,.230,.241,.471,118,77,4.07,1.295,266,265,0,1716.2,1669,206,554,1264,garcifr03
153,Gary Glover,2009-01-22,Washington Nationals,DET,32,0.5,8,33,28,3,2,0,1,0,2,.071,.161,.071,.233,29,26,5.03,1.428,263,47,3,516.2,554,74,184,324,glovega01
154,Damon Hollins,2009-01-22,Philadelphia Phillies,KCR,35,-0.1,10,,,,,,,,,,,,,,,,,,,,,,,,,hollida02
155,Brandon Lyon,2009-01-22,Detroit Tigers,ARI,29,3.3,7,233,0,1,0,0,0,0,1,,1.000,,,21,29,4.46,1.421,309,21,51,416.0,471,48,120,262,lyonbr01
