Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary,Name-additional
29,Matt Anderson,24,DET,AL,62,0,0,56.0,14,9,5,0,0,1.000,,,2.25,0.23,P,anderma01
30,Rick Ankiel,21,STL,NL,6,6,0,24.0,3,0,3,0,0,1.000,,,1.13,0.50,P,ankieri01
31,Kevin Appier,33,NYM,NL,33,33,1,206.2,34,11,21,2,2,.941,,,1.39,0.97,P,appieke01
32,Alex Arias,33,SDP,NL,56,31,17,316.2,198,132,61,5,13,.975,-2,-6,5.49,3.16,1B-2B-SS-3B,ariasal01
33,Tony Armas,23,MON,NL,34,34,0,196.2,37,14,20,3,1,.919,,,1.56,1.00,P,armasto02
34,Rolando Arrojo,35,BOS,AL,41,9,0,103.1,29,12,17,0,3,1.000,,,2.53,0.71,P,arrojro01
35,Bronson Arroyo,24,PIT,NL,24,13,1,88.1,20,3,15,2,1,.900,,,1.83,0.75,P,arroybr01
36,Andy Ashby,33,LAD,NL,2,2,0,11.2,1,0,1,0,0,1.000,,,0.77,0.50,P,ashbyan01
37,Pedro Astacio,32,TOT,NL,26,26,4,169.2,36,10,25,1,1,.972,,,1.86,1.35,P,astacpe01
38,Justin Atchley,27,CIN,NL,15,0,0,10.1,0,0,0,0,0,,,,0.00,0.00,P,atchlju01
39,Rich Aurilia,29,SFG,NL,149,146,132,1313.0,686,246,423,17,108,.975,5,4,4.59,4.49,SS,aurilri01
40,Brad Ausmus,32,HOU,NL,127,120,107,1056.2,1013,948,62,3,9,.997,12,14,8.60,7.95,C,ausmubr01
41,Jeff Austin,24,KCR,AL,21,0,0,26.0,6,2,2,2,0,.667,,,1.38,0.19,P,austije01
42,Bruce Aven,29,LAD,NL,9,1,1,30.0,5,5,0,0,0,1.000,-1,-40,1.50,0.56,OF,avenbr01
43,Manny Aybar,29,CHC,NL,17,1,0,22.2,5,2,2,1,0,.800,,,1.59,0.24,P,aybarma01
44,Mike Bacsik,23,CLE,AL,3,0,0,9.0,1,0,1,0,0,1.000,,,1.00,0.33,P,bacsimi02
45,Benito Baez,24,FLA,NL,8,0,0,9.1,1,0,1,0,0,1.000,,,0.96,0.13,P,baezbe01
46,Danys Báez,23,CLE,AL,43,0,0,50.1,8,4,3,1,0,.875,,,1.25,0.16,P,baezda01
47,Jeff Bagwell,33,HOU,NL,160,159,149,1414.2,1446,1291,143,12,123,.992,1,1,9.12,8.96,1B,bagweje01
48,Cory Bailey,30,KCR,AL,53,0,0,67.1,11,4,6,1,1,.909,,,1.34,0.19,P,baileco01
49,Paul Bako,29,ATL,NL,60,45,32,397.1,351,319,29,3,1,.991,0,0,7.88,5.80,C,bakopa01
50,James Baldwin,29,TOT,ZZ,29,28,2,175.0,38,12,25,1,4,.974,,,1.90,1.28,P,baldwja01
51,John Bale,27,BAL,AL,14,0,0,26.2,3,1,2,0,0,1.000,,,1.01,0.21,P,balejo01
52,Grant Balfour,23,MIN,AL,2,0,0,2.2,1,0,1,0,0,1.000,,,3.38,0.50,P,balfogr01
53,Willie Banks,32,BOS,AL,5,0,0,10.2,0,0,0,0,0,,,,0.00,0.00,P,bankswi01
54,Rod Barajas,25,ARI,NL,50,31,20,278.1,191,179,11,1,3,.995,-2,-9,6.14,3.80,C,barajro01
55,Lorenzo Barcelo,23,CHW,AL,17,0,0,21.0,5,3,2,0,0,1.000,,,2.14,0.29,P,barcelo01
56,Glen Barker,30,HOU,NL,60,5,3,120.0,36,36,0,0,0,1.000,2,15,2.70,0.60,OF,barkegl01
57,Andy Barkett,28,PIT,NL,14,11,8,95.2,54,50,4,0,2,1.000,1,8,5.08,3.86,OF-1B,barkean01
58,John Barnes,25,MIN,AL,9,6,6,58.0,19,16,1,2,0,.895,1,21,2.64,1.89,OF,barnejo01
59,Larry Barnes,26,ANA,AL,16,10,7,103.0,93,86,7,0,5,1.000,1,7,8.13,5.47,1B-OF,barnela01
60,Michael Barrett,24,MON,NL,131,129,120,1126.0,937,880,50,7,6,.993,-13,-14,7.43,7.10,C,barremi01
61,Kimera Bartee,28,COL,NL,10,3,1,39.2,9,8,0,1,0,.889,1,15,1.82,0.80,OF,barteki01
62,Miguel Batista,30,ARI,NL,48,18,0,139.1,25,7,17,1,1,.960,,,1.55,0.50,P,batismi01
63,Tony Batista,27,TOT,AL,121,116,113,1043.0,384,107,261,16,37,.958,12,14,3.18,3.04,3B-SS,batisto01
64,Rick Bauer,24,BAL,AL,6,6,0,33.0,4,1,2,1,1,.750,,,0.82,0.50,P,bauerri01
65,Danny Bautista,29,ARI,NL,61,42,30,412.2,106,102,4,0,2,1.000,4,13,2.31,1.74,OF,bautida01
66,Rod Beck,32,BOS,AL,68,0,0,80.2,19,3,16,0,2,1.000,,,2.12,0.28,P,beckro01
67,Josh Beckett,21,FLA,NL,4,4,0,24.0,6,0,6,0,0,1.000,,,2.25,1.50,P,beckejo02
68,Joe Beimel,24,PIT,NL,42,15,0,115.1,22,3,17,2,0,.909,,,1.56,0.48,P,beimejo01
69,Kevin Beirne,27,TOR,AL,5,0,0,7.0,4,1,3,0,0,1.000,,,5.14,0.80,P,beirnke01
70,Todd Belitz,25,COL,NL,8,0,0,9.1,1,0,1,0,0,1.000,,,0.96,0.13,P,belitto01
71,David Bell,28,SEA,AL,134,121,116,1136.0,369,98,257,14,22,.962,19,20,2.81,2.61,3B-1B,bellda01
72,Derek Bell,32,PIT,NL,46,42,36,371.1,82,78,3,1,1,.988,0,-1,1.96,1.76,OF,bellde01
73,Jay Bell,35,ARI,NL,115,111,87,967.1,406,175,224,7,46,.983,-4,-4,3.71,3.33,2B-3B,bellja01
74,Rob Bell,24,TOT,ZZ,27,27,0,149.2,23,8,15,0,3,1.000,,,1.38,0.85,P,bellro01
75,Mark Bellhorn,26,OAK,AL,26,16,13,169.0,73,21,47,5,4,.932,-2,-14,3.62,2.52,2B-3B-SS-OF,bellhma01
76,Ronnie Belliard,26,MIL,NL,96,93,90,826.2,508,213,290,5,66,.990,14,20,5.48,5.24,2B,belliro01
77,Clay Bellinger,32,NYY,AL,47,22,9,237.2,82,45,34,3,8,.963,0,0,2.99,1.58,3B-OF-1B-SS,bellicl01
78,Carlos Beltrán,24,KCR,AL,152,152,145,1324.0,423,404,14,5,6,.988,5,5,2.84,2.75,OF,beltrca01
79,Adrián Beltré,22,LAD,NL,125,122,115,1089.0,337,103,218,16,18,.953,-4,-4,2.65,2.55,3B-SS,beltrad01
80,Marvin Benard,30,SFG,NL,109,85,54,781.0,226,213,5,8,2,.965,-2,-3,2.51,2.00,OF,benarma01
81,Alan Benes,29,STL,NL,9,1,0,14.2,1,1,0,0,0,1.000,,,0.61,0.11,P,benesal01
82,Andy Benes,33,STL,NL,27,19,0,107.1,16,7,9,0,1,1.000,,,1.34,0.59,P,benesan01
83,Armando Benitez,28,NYM,NL,73,0,0,76.1,8,4,4,0,0,1.000,,,0.94,0.11,P,benitar01
84,Gary Bennett,29,TOT,NL,43,36,27,328.0,258,247,9,2,3,.992,-1,-4,7.02,5.95,C,bennega01
85,Joaquín Benoit,23,TEX,AL,1,1,0,5.0,0,0,0,0,0,,,,0.00,0.00,P,benoijo01
86,Jason Bere,30,CHC,NL,32,32,2,188.0,28,12,15,1,0,.964,,,1.29,0.84,P,bereja01
87,Dave Berg,30,FLA,NL,66,46,41,447.1,204,66,130,8,26,.961,-1,-3,3.94,2.84,2B-SS-3B,bergda01
88,Brandon Berger,26,KCR,AL,5,5,4,41.0,7,7,0,0,0,1.000,0,-6,1.54,1.40,OF,bergebr01
89,Peter Bergeron,23,MON,NL,101,97,90,846.2,227,220,6,1,1,.996,-7,-10,2.40,2.24,OF,bergepe01
90,Lance Berkman,25,HOU,NL,155,153,126,1368.0,318,306,6,6,1,.981,-3,-2,2.05,2.01,OF,berkmla01
91,Adam Bernero,24,DET,AL,5,0,0,12.1,4,3,1,0,0,1.000,,,2.92,0.80,P,bernead01
92,Angel Berroa,23,KCR,AL,14,12,12,112.2,64,21,40,3,9,.953,1,11,4.87,4.36,SS,berroan01
93,Wilson Betemit,19,ATL,NL,1,0,0,1.0,0,0,0,0,0,,0,0,0.00,0.00,SS,betemwi01
94,Dante Bichette,37,BOS,AL,53,52,32,427.2,88,80,4,4,1,.955,-3,-9,1.77,1.58,OF,bicheda01
95,Rocky Biddle,25,CHW,AL,30,21,0,128.2,22,6,15,1,0,.955,,,1.47,0.70,P,biddlro01
96,Nick Bierbrodt,23,TOT,ZZ,16,16,0,84.1,16,2,14,0,1,1.000,,,1.71,1.00,P,bierbni01
97,Larry Bigbie,23,BAL,AL,40,33,28,304.2,73,71,2,0,1,1.000,-1,-4,2.16,1.83,OF,bigbila01
98,Craig Biggio,35,HOU,NL,154,152,139,1344.2,680,280,389,11,86,.984,-11,-9,4.48,4.34,2B,biggicr01
99,Willie Blair,35,DET,AL,9,4,0,24.0,6,3,3,0,0,1.000,,,2.25,0.67,P,blairwi01
100,Casey Blake,27,TOT,AL,12,6,5,71.0,52,45,5,2,4,.962,-1,-15,6.34,3.85,1B-3B,blakeca01
101,Henry Blanco,29,MIL,NL,102,94,81,837.1,719,645,68,6,9,.992,5,7,7.66,6.99,C,blanche01
102,Matt Blank,25,MON,NL,5,4,0,22.2,8,1,7,0,0,1.000,,,3.18,1.60,P,blankma01
103,Geoff Blum,28,MON,NL,137,120,98,1076.0,403,215,180,8,27,.980,-5,-5,3.30,2.63,3B-OF-2B-1B-SS,blumge01
104,Hiram Bocachica,25,LAD,NL,38,24,12,216.0,86,32,47,7,8,.919,-3,-14,3.29,1.98,2B-3B-OF,bocachi01
105,Brian Boehringer,32,TOT,ZZ,51,0,0,69.0,3,1,2,0,0,1.000,,,0.39,0.06,P,boehrbr01
106,Tim Bogar,34,LAD,NL,6,2,0,24.0,12,10,2,0,1,1.000,0,-15,4.50,2.00,SS-1B-3B,bogarti01
107,Brian Bohanon,32,COL,NL,20,19,0,97.0,17,5,12,0,0,1.000,,,1.58,0.85,P,bohanbr01
108,Barry Bonds,36,SFG,NL,143,141,115,1231.2,260,246,8,6,1,.977,-5,-4,1.86,1.78,OF,bondsba01
109,Ricky Bones,32,FLA,NL,61,0,0,64.0,21,4,16,1,3,.952,,,2.81,0.33,P,bonesri01
110,Bobby Bonilla,38,STL,NL,42,31,20,271.1,252,239,11,2,27,.992,-2,-11,8.29,5.68,1B-OF-P,bonilbo01
111,Aaron Boone,28,CIN,NL,103,101,95,884.2,298,72,207,19,17,.936,-6,-7,2.84,2.71,3B,booneaa01
112,Bret Boone,32,SEA,AL,156,152,148,1370.0,705,286,409,10,90,.986,12,10,4.57,4.46,2B,boonebr01
113,Pedro Borbon,33,TOR,AL,71,0,0,53.1,9,3,6,0,0,1.000,,,1.52,0.13,P,borbope02
114,Pat Borders,38,SEA,AL,5,1,1,19.0,13,10,2,1,0,.923,0,0,5.68,2.40,C,bordepa01
115,Mike Bordick,35,BAL,AL,58,58,56,508.2,259,107,146,6,28,.977,-4,-9,4.48,4.36,SS,bordimi01
116,Dave Borkowski,24,DET,AL,15,0,0,29.2,6,1,4,1,1,.833,,,1.52,0.33,P,borkoda01
117,Toby Borland,32,ANA,AL,2,0,0,3.1,2,1,1,0,0,1.000,,,5.40,1.00,P,borlato02
118,Joe Borowski,30,CHC,NL,1,1,0,1.2,0,0,0,0,0,,,,0.00,0.00,P,borowjo01
119,Ricky Bottalico,31,PHI,NL,66,0,0,67.0,14,3,10,1,0,.929,,,1.75,0.20,P,bottari01
120,Kent Bottenfield,32,HOU,NL,13,9,0,52.0,5,0,5,0,0,1.000,,,0.87,0.38,P,botteke01
121,Brian Bowles,24,TOR,AL,2,0,0,3.2,0,0,0,0,0,,,,0.00,0.00,P,bowlebr01
122,Chad Bradford,26,OAK,AL,35,0,0,36.2,8,0,8,0,0,1.000,,,1.96,0.23,P,bradfch01
123,Milton Bradley,23,TOT,ZZ,74,64,59,575.2,176,167,6,3,1,.983,4,8,2.70,2.34,OF,bradlmi01
124,Darren Bragg,31,TOT,ZZ,19,13,9,127.2,24,23,1,0,0,1.000,0,-3,1.69,1.26,OF,braggda01
125,Jeff Branson,34,LAD,NL,9,3,3,36.2,18,7,10,1,2,.944,0,-13,4.17,1.89,2B-SS-3B,bransje01
126,Jeff Brantley,37,TEX,AL,18,0,0,21.0,0,0,0,0,0,,,,0.00,0.00,P,brantje01
127,Russell Branyan,25,CLE,AL,97,81,50,723.2,203,78,111,14,8,.931,-9,-14,2.35,1.80,3B-OF,branyru01
128,Leslie Brea,27,BAL,AL,2,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P,breale01
129,Chris Brock,31,PHI,NL,24,0,0,32.2,7,3,3,1,0,.857,,,1.65,0.25,P,brockch01
130,Rico Brogna,31,ATL,NL,67,54,45,489.1,476,431,42,3,30,.994,0,1,8.70,7.06,1B,brognri01
131,Troy Brohawn,28,ARI,NL,59,0,0,49.1,10,2,8,0,1,1.000,,,1.82,0.17,P,brohatr01
132,Scott Brosius,34,NYY,AL,120,120,114,1080.2,342,82,238,22,21,.936,-1,-1,2.67,2.62,3B-OF,brosisc01
133,Jim Brower,28,CIN,NL,46,10,0,129.1,41,10,29,2,2,.951,,,2.71,0.85,P,broweji01
134,Adrian Brown,27,PIT,NL,7,7,7,61.0,18,18,0,0,0,1.000,1,10,2.66,2.57,OF,brownad01
135,Dee Brown,23,KCR,AL,83,79,75,701.0,164,159,3,2,1,.988,3,5,2.08,1.95,OF,brownde02
136,Emil Brown,26,TOT,NL,65,30,23,323.2,93,88,4,1,1,.989,2,6,2.56,1.42,OF,brownem01
137,Kevin Brown,36,LAD,NL,20,19,1,115.2,34,10,22,2,1,.941,,,2.49,1.60,P,brownke01
138,Kevin Brown,28,MIL,NL,16,11,8,96.1,74,68,6,0,0,1.000,-2,-25,6.91,4.63,C,brownke04
139,Roosevelt Brown,25,CHC,NL,22,14,3,128.2,21,20,0,1,0,.952,0,-2,1.40,0.91,OF,brownro02
140,Cliff Brumbaugh,27,TOT,ZZ,17,12,8,101.0,21,21,0,0,0,1.000,-2,-27,1.87,1.24,OF,brumbcl01
141,Brian Buchanan,27,MIN,AL,46,36,18,290.0,73,70,1,2,0,.973,-2,-8,2.20,1.54,OF,buchabr01
142,Mike Buddie,30,MIL,NL,31,0,0,41.2,17,4,13,0,1,1.000,,,3.67,0.55,P,buddimi01
143,Mark Buehrle,22,CHW,AL,32,32,4,221.1,63,11,49,3,5,.952,,,2.44,1.88,P,buehrma01
144,Damon Buford,31,CHC,NL,34,23,16,208.1,53,53,0,0,0,1.000,0,2,2.29,1.56,OF,buforda01
145,Jay Buhner,36,SEA,AL,12,10,2,73.0,15,15,0,0,0,1.000,-1,-8,1.85,1.25,OF,buhneja01
146,Dave Burba,34,CLE,AL,32,27,1,150.2,35,17,18,0,1,1.000,,,2.09,1.09,P,burbada01
147,Jamie Burke,29,ANA,AL,9,0,0,11.1,13,12,1,0,0,1.000,0,21,10.32,1.44,C-1B,burkeja02
148,John Burkett,36,ATL,NL,34,34,1,219.1,41,15,26,0,1,1.000,,,1.68,1.21,P,burkejo03
149,Morgan Burkhart,29,BOS,AL,5,4,4,36.0,31,29,2,0,4,1.000,-1,-33,7.75,6.20,1B,burkhmo01
150,Ellis Burks,36,CLE,AL,20,19,12,144.2,27,25,2,0,0,1.000,-3,-27,1.68,1.35,OF,burksel01
151,A.J. Burnett,24,FLA,NL,27,27,2,173.1,40,11,27,2,0,.950,,,1.97,1.41,P,burnea.01
152,Jeromy Burnitz,32,MIL,NL,153,152,144,1333.1,314,295,13,6,4,.981,5,5,2.08,2.01,OF,burnije01
153,Pat Burrell,24,PHI,NL,146,143,132,1250.2,251,226,18,7,2,.972,-10,-9,1.76,1.67,OF,burrepa01
154,Homer Bush,28,TOR,AL,78,76,68,660.2,411,153,254,4,68,.990,2,4,5.54,5.22,2B,bushho01
155,Brent Butler,23,COL,NL,38,26,20,250.2,126,53,68,5,18,.960,0,1,4.34,2.88,2B-SS-3B,butlebr02
156,Paul Byrd,30,TOT,ZZ,19,16,1,103.1,25,8,16,1,0,.960,,,2.09,1.26,P,byrdpa01
157,Eric Byrnes,25,OAK,AL,12,8,2,80.0,15,14,0,1,0,.933,0,2,1.58,1.17,OF,byrneer01
158,Jolbert Cabrera,28,CLE,AL,135,57,37,687.0,225,130,89,6,12,.973,-1,-2,2.87,1.44,OF-3B-2B-SS,cabrejo02
159,Jose Cabrera,29,ATL,NL,55,0,0,59.1,10,2,7,1,1,.900,,,1.37,0.16,P,cabrejo01
160,Orlando Cabrera,26,MON,NL,162,160,154,1406.2,771,246,514,11,106,.986,13,11,4.86,4.69,SS,cabreor01
161,Miguel Cairo,27,TOT,NL,64,31,20,321.0,98,34,56,8,10,.918,-4,-14,2.52,1.32,3B-2B-OF-SS-1B,cairomi01
162,Mickey Callaway,26,TBD,AL,2,0,0,5.0,0,0,0,0,0,,,,0.00,0.00,P,callami01
163,Mike Cameron,28,SEA,AL,149,140,132,1272.1,424,410,8,6,2,.986,11,10,2.96,2.81,OF,camermi01
164,Ken Caminiti,38,TOT,MLB,99,96,70,791.1,440,291,132,17,32,.961,-10,-15,4.81,4.27,3B-1B,caminke01
165,Jose Canseco,36,CHW,AL,2,2,0,13.0,1,1,0,0,0,1.000,0,-28,0.69,0.50,OF,cansejo01
166,Javier Cardona,25,DET,AL,44,30,21,270.1,150,132,15,3,1,.980,2,9,4.89,3.34,C,cardoja01
167,Chris Carpenter,26,TOR,AL,34,34,3,215.2,36,11,25,0,6,1.000,,,1.50,1.06,P,carpech01
168,Giovanni Carrara,33,LAD,NL,47,3,0,85.1,15,5,10,0,1,1.000,,,1.58,0.32,P,carragi01
169,Hector Carrasco,31,MIN,AL,56,0,0,73.2,6,0,5,1,0,.833,,,0.61,0.09,P,carrahe01
170,Raul Casanova,28,MIL,NL,56,48,41,420.2,333,305,25,3,6,.991,-4,-11,7.06,5.89,C,casanra01
171,Sean Casey,26,CIN,NL,136,134,108,1127.0,1215,1146,62,7,89,.994,-4,-4,9.65,8.88,1B,caseyse01
172,Vinny Castilla,33,TOT,MLB,145,143,132,1266.2,402,109,276,17,23,.958,7,6,2.74,2.60,3B-SS,castivi02
173,Alberto Castillo,31,TOR,AL,66,44,28,404.2,353,324,25,4,0,.989,3,9,7.76,5.29,C,castial01
174,Carlos Castillo,26,BOS,AL,2,0,0,3.0,1,1,0,0,0,1.000,,,3.00,0.50,P,castica02
175,Frank Castillo,32,BOS,AL,26,26,0,136.2,32,16,16,0,1,1.000,,,2.11,1.23,P,castifr01
176,Luis Castillo,25,FLA,NL,133,131,126,1157.0,660,260,387,13,99,.980,1,1,5.03,4.86,2B,castilu01
177,Juan Castro,29,CIN,NL,88,57,37,580.1,267,96,163,8,27,.970,-7,-15,4.02,2.51,SS-2B-3B-1B,castrju01
178,Ramon Castro,25,FLA,NL,3,1,1,15.1,11,10,1,0,0,1.000,0,0,6.46,3.67,C,castrra01
179,Frank Catalanotto,27,TEX,AL,115,103,77,909.1,265,217,44,4,8,.985,5,6,2.58,2.16,OF-2B-3B-1B,catalfr01
180,Roger Cedeno,26,DET,AL,120,120,104,1020.2,253,236,5,12,1,.953,-23,-28,2.13,2.01,OF,cedenro01
181,Shawn Chacon,23,COL,NL,27,27,0,160.0,24,8,16,0,0,1.000,,,1.35,0.89,P,chacosh01
182,Norm Charlton,38,SEA,AL,44,0,0,47.2,12,6,6,0,0,1.000,,,2.27,0.27,P,charlno01
183,Endy Chavez,23,KCR,AL,28,16,16,170.1,42,40,2,0,0,1.000,-1,-5,2.22,1.50,OF,chaveen01
184,Eric Chavez,23,OAK,AL,149,146,138,1302.2,433,100,321,12,27,.972,12,11,2.91,2.79,3B-SS-1B,chaveer01
185,Bruce Chen,24,TOT,NL,27,27,0,146.0,26,4,21,1,1,.962,,,1.54,0.93,P,chenbr01
186,Scott Chiasson,23,CHC,NL,6,0,0,6.2,3,1,2,0,0,1.000,,,4.05,0.50,P,chiassc01
187,Randy Choate,25,NYY,AL,37,0,0,48.1,13,2,11,0,1,1.000,,,2.42,0.35,P,choatra01
188,Bobby Chouinard,29,COL,NL,8,0,0,7.2,2,1,1,0,0,1.000,,,2.35,0.25,P,chouibo01
189,McKay Christensen,25,TOT,ZZ,20,11,9,112.1,26,24,0,2,0,.923,-1,-13,1.92,1.20,OF,chrismc01
190,Ryan Christenson,27,TOT,ZZ,9,0,0,14.1,2,2,0,0,0,1.000,0,-17,1.26,0.22,OF,chrisry01
191,Jason Christiansen,31,TOT,NL,55,0,0,36.1,6,1,5,0,0,1.000,,,1.49,0.11,P,chrisja01
192,Tim Christman,26,COL,NL,1,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P,christi01
193,Alex Cintron,22,ARI,NL,7,0,0,15.2,8,2,6,0,0,1.000,1,46,4.60,1.14,SS,cintral01
194,Jeff Cirillo,31,COL,NL,137,137,126,1165.0,393,78,308,7,25,.982,20,21,2.98,2.82,3B,cirilje01
195,Stubby Clapp,28,STL,NL,8,2,0,26.2,10,4,6,0,0,1.000,1,45,3.38,1.25,OF-2B,clappst01
196,Brady Clark,28,CIN,NL,43,18,14,213.1,53,52,0,1,0,.981,-3,-16,2.19,1.21,OF,clarkbr02
197,Tony Clark,29,DET,AL,78,75,46,611.2,698,647,48,3,69,.996,-5,-11,10.23,8.91,1B,clarkto02
198,Royce Clayton,31,CHW,AL,133,126,117,1117.1,570,196,367,7,74,.988,6,7,4.53,4.23,SS,claytro01
199,Roger Clemens,38,NYY,AL,33,33,0,220.1,46,11,33,2,3,.957,,,1.80,1.33,P,clemero02
200,Matt Clement,26,FLA,NL,31,31,0,169.1,35,14,20,1,1,.971,,,1.81,1.10,P,clemema01
201,Pasqual Coco,23,TOR,AL,7,1,0,14.1,4,1,3,0,0,1.000,,,2.51,0.57,P,cocopa01
202,Tony Cogan,24,KCR,AL,39,0,0,24.2,6,3,3,0,1,1.000,,,2.19,0.15,P,coganto01
203,Dave Coggin,24,PHI,NL,17,17,0,95.0,21,9,12,0,0,1.000,,,1.99,1.24,P,coggida01
204,Mike Colangelo,24,SDP,NL,40,16,11,192.1,47,45,1,1,0,.979,-6,-36,2.15,1.15,OF,colanmi01
205,Greg Colbrunn,31,ARI,NL,24,17,5,145.0,93,73,17,3,8,.968,-2,-15,5.59,3.75,1B-3B,colbrgr01
206,Michael Coleman,25,NYY,AL,9,7,4,61.0,8,8,0,0,0,1.000,-2,-39,1.18,0.89,OF,colemmi01
207,Lou Collier,27,MIL,NL,38,28,19,258.0,77,48,25,4,2,.948,0,-1,2.55,1.87,OF-3B,collilo01
208,Jesus Colome,23,TBD,AL,30,0,0,48.2,6,4,1,1,0,.833,,,0.92,0.17,P,colomje01
209,Bartolo Colon,28,CLE,AL,34,34,1,222.1,40,12,27,1,4,.975,,,1.58,1.15,P,colonba01
210,David Cone,38,BOS,AL,25,25,0,135.2,25,14,9,2,0,.920,,,1.53,0.92,P,coneda01
211,Jeff Conine,35,BAL,AL,126,126,111,1103.2,821,746,71,4,61,.995,-2,-2,6.66,6.14,1B-OF-3B,coninje01
212,Jason Conti,26,ARI,NL,1,0,0,2.0,0,0,0,0,0,,0,0,0.00,0.00,OF,contija01
213,Dennis Cook,38,TOT,NL,62,0,0,45.2,6,2,3,1,0,.833,,,0.99,0.08,P,cookde01
214,Mike Coolbaugh,29,MIL,NL,29,14,9,143.2,42,13,28,1,6,.976,-1,-5,2.57,1.37,3B-SS,coolbmi01
215,Ron Coomer,34,CHC,NL,100,86,42,714.0,300,179,114,7,30,.977,-5,-9,3.69,2.62,3B-1B,coomero01
216,Brian Cooper,26,ANA,AL,7,1,0,13.2,2,2,0,0,0,1.000,,,1.32,0.29,P,coopebr01
217,Rocky Coppinger,27,MIL,NL,8,3,0,22.2,3,1,1,1,1,.667,,,0.79,0.25,P,coppiro01
218,Alex Cora,25,LAD,NL,133,120,104,1070.2,528,179,329,20,63,.962,1,2,4.27,3.82,SS-2B,coraal01
