Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary,Name-additional
25,Rich Amaral,38,BAL,AL,20,13,11,130.1,55,50,5,0,4,1.000,1,11,3.80,2.75,OF-1B,amarari01
26,Brady Anderson,36,BAL,AL,127,124,112,1076.1,303,301,1,1,1,.997,-7,-8,2.53,2.38,OF,anderbr01
27,Brian Anderson,28,ARI,NL,33,32,2,213.1,61,13,47,1,4,.984,,,2.53,1.82,P,anderbr02
28,Garret Anderson,28,ANA,AL,148,147,136,1308.2,389,380,5,4,0,.990,1,1,2.65,2.60,OF,anderga01
29,Jimmy Anderson,24,PIT,NL,27,26,1,144.0,37,5,31,1,2,.973,,,2.25,1.33,P,anderji02
30,Marlon Anderson,26,PHI,NL,41,41,37,362.1,189,87,100,2,32,.989,-1,-2,4.64,4.56,2B,anderma02
31,Matt Anderson,23,DET,AL,69,0,0,74.1,10,4,6,0,0,1.000,,,1.21,0.14,P,anderma01
32,Clayton Andrews,22,TOR,AL,8,2,0,20.2,1,0,1,0,0,1.000,,,0.44,0.13,P,andrecl01
33,Shane Andrews,28,CHC,NL,62,45,39,430.0,172,59,101,12,13,.930,-5,-15,3.35,2.50,3B-1B,andresh01
34,Rick Ankiel,20,STL,NL,31,30,0,175.0,29,8,14,7,2,.759,,,1.13,0.71,P,ankieri01
35,Kevin Appier,32,OAK,AL,31,31,1,195.1,23,8,14,1,1,.957,,,1.01,0.71,P,appieke01
36,Danny Ardoin,25,MIN,AL,15,10,7,97.0,89,80,8,1,0,.989,0,0,8.16,5.87,C,ardoida01
37,Alex Arias,32,PHI,NL,50,35,29,346.1,148,45,98,5,20,.966,-1,-4,3.72,2.86,SS-3B-2B,ariasal01
38,Tony Armas,22,MON,NL,17,17,0,95.0,19,7,12,0,1,1.000,,,1.80,1.12,P,armasto02
39,Jamie Arnold,26,TOT,NL,14,4,0,39.1,5,1,4,0,0,1.000,,,1.14,0.36,P,arnolja01
40,Rolando Arrojo,34,TOT,ZZ,32,32,0,172.2,48,16,28,4,5,.917,,,2.29,1.38,P,arrojro01
41,Bronson Arroyo,23,PIT,NL,20,12,0,71.2,9,3,5,1,0,.889,,,1.00,0.40,P,arroybr01
42,Andy Ashby,32,TOT,NL,31,31,3,199.1,47,14,30,3,0,.936,,,1.99,1.42,P,ashbyan01
43,Pedro Astacio,31,COL,NL,32,32,3,196.1,42,20,22,0,0,1.000,,,1.93,1.31,P,astacpe01
44,Rich Aurilia,28,SFG,NL,140,139,118,1193.0,642,218,403,21,110,.967,2,2,4.68,4.44,SS,aurilri01
45,Brad Ausmus,31,DET,AL,150,140,120,1234.1,976,900,68,8,9,.992,15,14,7.06,6.33,C-1B-3B-2B,ausmubr01
46,Bruce Aven,28,TOT,NL,50,32,20,299.0,62,61,0,1,0,.984,2,6,1.84,1.22,OF,avenbr01
47,Manny Aybar,28,TOT,NL,54,0,0,79.1,23,9,14,0,0,1.000,,,2.61,0.43,P,aybarma01
48,Jeff Bagwell,32,HOU,NL,158,157,141,1362.0,1389,1264,116,9,128,.994,0,0,9.12,8.73,1B,bagweje01
49,Paul Bako,28,TOT,NL,81,65,55,587.0,473,438,31,4,4,.992,0,0,7.19,5.79,C-1B,bakopa01
50,James Baldwin,28,CHW,AL,29,28,2,178.0,42,14,26,2,2,.952,,,2.02,1.38,P,baldwja01
51,John Bale,26,TOR,AL,2,0,0,3.2,0,0,0,0,0,,,,0.00,0.00,P,balejo01
52,Rod Barajas,24,ARI,NL,5,3,3,28.0,23,23,0,0,0,1.000,0,0,7.39,4.60,C,barajro01
53,Lorenzo Barcelo,22,CHW,AL,22,1,0,39.0,1,0,1,0,0,1.000,,,0.23,0.05,P,barcelo01
54,Glen Barker,29,HOU,NL,69,10,10,198.0,66,64,1,1,0,.985,1,4,2.95,0.94,OF,barkegl01
55,Kevin Barker,24,MIL,NL,32,29,23,251.2,267,250,15,2,24,.993,0,1,9.48,8.28,1B,barkeke01
56,John Barnes,24,MIN,AL,11,11,8,99.2,30,28,2,0,2,1.000,1,17,2.71,2.73,OF,barnejo01
57,Michael Barrett,23,MON,NL,83,73,56,633.1,296,186,95,15,11,.949,-6,-12,3.99,3.39,3B-C,barremi01
58,Kimera Bartee,27,CIN,NL,3,0,0,6.0,1,1,0,0,0,1.000,0,40,1.50,0.33,OF,barteki01
59,Miguel Batista,29,TOT,ZZ,18,9,0,65.1,9,4,4,1,0,.889,,,1.10,0.44,P,batismi01
60,Tony Batista,26,TOR,AL,154,154,153,1367.0,455,120,318,17,35,.963,3,2,2.88,2.84,3B,batisto01
61,Justin Baughman,25,ANA,AL,10,5,1,51.0,30,12,17,1,4,.967,0,0,5.12,2.90,2B-SS,baughju01
62,Danny Bautista,28,TOT,NL,120,80,59,779.2,199,188,8,3,1,.985,-1,-1,2.26,1.63,OF,bautida01
63,Rod Beck,31,BOS,AL,34,0,0,40.2,3,0,3,0,0,1.000,,,0.66,0.09,P,beckro01
64,Rich Becker,28,TOT,AL,99,66,47,643.2,175,162,5,8,5,.954,-9,-17,2.34,1.69,OF,beckeri01
65,Kevin Beirne,26,CHW,AL,29,1,0,49.2,7,2,4,1,0,.857,,,1.09,0.21,P,beirnke01
66,Tim Belcher,38,ANA,AL,9,9,1,40.2,6,1,5,0,0,1.000,,,1.33,0.67,P,belchti01
67,Stan Belinda,33,TOT,NL,56,0,0,46.2,7,3,3,1,0,.857,,,1.16,0.11,P,belinst01
68,Todd Belitz,24,OAK,AL,5,0,0,3.1,0,0,0,0,0,,,,0.00,0.00,P,belitto01
69,David Bell,27,SEA,AL,131,122,103,1096.2,407,139,253,15,47,.963,-1,-2,3.22,2.72,3B-2B-1B-SS,bellda01
70,Derek Bell,31,NYM,NL,144,140,114,1199.0,260,252,5,3,1,.988,-1,-1,1.93,1.78,OF-P,bellde01
71,Jay Bell,34,ARI,NL,145,142,125,1243.2,643,290,345,8,85,.988,-7,-7,4.60,4.38,2B,bellja01
72,Mike Bell,25,CIN,NL,13,4,3,49.2,20,2,16,2,2,.900,2,39,3.26,1.38,3B,bellmi02
73,Rob Bell,23,CIN,NL,26,26,1,140.1,24,8,14,2,0,.917,,,1.41,0.85,P,bellro01
74,Albert Belle,33,BAL,AL,110,110,90,953.1,222,211,8,3,2,.986,-5,-7,2.07,1.99,OF,belleal01
75,Mark Bellhorn,25,OAK,AL,4,1,0,18.0,5,0,5,0,0,1.000,1,60,2.50,1.00,3B-2B-SS,bellhma01
76,Ronnie Belliard,25,MIL,NL,151,149,140,1318.2,793,336,438,19,130,.976,4,3,5.28,5.13,2B,belliro01
77,Clay Bellinger,31,NYY,AL,94,51,32,542.0,219,127,87,5,13,.977,3,7,3.55,2.12,OF-2B-3B-SS-1B,bellicl01
78,Carlos Beltrán,23,KCR,AL,88,87,84,769.0,242,231,5,6,2,.975,7,11,2.76,2.68,OF,beltrca01
79,Rigo Beltran,30,COL,NL,1,1,0,1.1,0,0,0,0,0,,,,0.00,0.00,P,beltrri01
80,Adrián Beltré,21,LAD,NL,138,136,126,1201.1,413,117,273,23,30,.944,7,7,2.92,2.81,3B-SS,beltrad01
81,Marvin Benard,29,SFG,NL,141,130,65,1143.2,335,323,11,1,1,.997,6,6,2.63,2.37,OF,benarma01
82,Alan Benes,28,STL,NL,30,0,0,46.0,6,2,4,0,0,1.000,,,1.17,0.20,P,benesal01
83,Andy Benes,32,STL,NL,30,27,1,166.0,21,4,17,0,1,1.000,,,1.14,0.70,P,benesan01
84,Armando Benitez,27,NYM,NL,76,0,0,76.0,4,2,2,0,0,1.000,,,0.47,0.05,P,benitar01
85,Mike Benjamin,34,PIT,NL,85,54,44,539.0,314,104,206,4,36,.987,8,19,5.18,3.37,3B-2B-SS-1B,benjami01
86,Gary Bennett,28,PHI,NL,31,23,21,209.1,185,173,11,1,2,.995,0,0,7.91,5.94,C,bennega01
87,Kris Benson,25,PIT,NL,32,32,2,217.2,38,8,28,2,0,.947,,,1.49,1.13,P,bensokr01
88,Jason Bere,29,TOT,ZZ,31,31,0,169.1,36,17,19,0,2,1.000,,,1.91,1.16,P,bereja01
89,Dave Berg,29,FLA,NL,69,49,40,476.0,221,71,142,8,31,.964,-3,-6,4.03,2.92,SS-2B-3B,bergda01
90,Peter Bergeron,22,MON,NL,146,128,112,1136.0,324,303,16,5,3,.985,-8,-9,2.53,2.18,OF,bergepe01
91,Sean Bergman,30,MIN,AL,15,14,0,68.0,21,8,12,1,2,.952,,,2.65,1.33,P,bergmse01
92,Lance Berkman,24,HOU,NL,97,90,57,779.2,188,175,7,6,0,.968,-3,-5,2.10,1.86,OF-1B,berkmla01
93,Adam Bernero,23,DET,AL,12,4,0,34.1,8,2,6,0,2,1.000,,,2.10,0.67,P,bernead01
94,Geronimo Berroa,35,LAD,NL,8,3,1,36.0,21,18,2,1,3,.952,0,13,5.00,2.50,OF-1B,berroge01
95,Sean Berry,34,TOT,ZZ,10,7,3,64.1,7,3,4,0,1,1.000,-2,-34,0.98,0.70,3B,berryse01
96,Dante Bichette,36,CIN,NL,121,119,81,987.0,254,235,11,8,3,.969,-2,-2,2.24,2.03,OF,bicheda01
97,Rocky Biddle,24,CHW,AL,4,4,0,22.2,5,1,3,1,0,.800,,,1.59,1.00,P,biddlro01
98,Craig Biggio,34,HOU,NL,100,99,88,852.2,467,181,280,6,57,.987,-3,-4,4.87,4.61,2B,biggicr01
99,Willie Blair,34,DET,AL,47,17,0,156.2,17,4,13,0,1,1.000,,,0.98,0.36,P,blairwi01
100,Casey Blake,26,MIN,AL,6,4,1,40.0,12,7,5,0,1,1.000,0,0,2.70,2.00,3B-1B,blakeca01
101,Henry Blanco,28,MIL,NL,88,83,68,732.1,569,506,58,5,13,.991,13,21,6.93,6.41,C,blanche01
102,Matt Blank,24,MON,NL,13,0,0,14.0,2,1,1,0,0,1.000,,,1.29,0.15,P,blankma01
103,Geoff Blum,27,MON,NL,103,80,53,725.2,341,122,210,9,36,.974,3,5,4.12,2.70,3B-SS-2B-1B,blumge01
104,Hiram Bocachica,24,LAD,NL,2,1,0,11.0,12,3,9,0,2,1.000,1,55,9.82,6.00,2B,bocachi01
105,Doug Bochtler,29,KCR,AL,6,0,0,8.1,0,0,0,0,0,,,,0.00,0.00,P,bochtdo01
106,Brian Boehringer,31,SDP,NL,7,3,0,15.2,0,0,0,0,0,,,,0.00,0.00,P,boehrbr01
107,Tim Bogar,33,HOU,NL,99,82,73,738.1,378,121,245,12,56,.968,0,0,4.46,3.66,SS-2B-P-3B,bogarti01
108,Brian Bohanon,31,COL,NL,34,26,2,177.0,35,11,23,1,3,.971,,,1.73,1.00,P,bohanbr01
109,Barry Bonds,35,SFG,NL,141,138,103,1152.2,266,255,8,3,4,.989,5,6,2.05,1.87,OF,bondsba01
110,Ricky Bones,31,FLA,NL,56,0,0,77.1,14,3,11,0,0,1.000,,,1.63,0.25,P,bonesri01
111,Bobby Bonilla,37,ATL,NL,65,64,22,427.0,55,50,1,4,0,.927,-16,-44,1.07,0.78,OF-3B,bonilbo01
112,Aaron Boone,27,CIN,NL,84,80,73,711.2,228,63,157,8,21,.965,5,8,2.78,2.56,3B-SS,booneaa01
113,Bret Boone,31,SDP,NL,126,126,115,1097.1,641,292,334,15,83,.977,-9,-10,5.13,4.97,2B,boonebr01
114,Pedro Borbon,32,TOR,AL,59,0,0,41.2,11,2,9,0,1,1.000,,,2.38,0.19,P,borbope02
115,Mike Bordick,34,TOT,ZZ,156,155,136,1324.1,646,232,398,16,81,.975,-7,-7,4.28,4.04,SS,bordimi01
116,Dave Borkowski,23,DET,AL,2,1,0,5.1,0,0,0,0,0,,,,0.00,0.00,P,borkoda01
117,Ricky Bottalico,30,KCR,AL,62,0,0,72.2,14,6,7,1,1,.929,,,1.61,0.21,P,bottari01
118,Kent Bottenfield,31,TOT,ZZ,29,29,1,171.2,36,9,26,1,1,.972,,,1.83,1.21,P,botteke01
119,Jason Boyd,27,PHI,NL,30,0,0,34.1,7,2,5,0,0,1.000,,,1.83,0.23,P,boydja02
120,Chad Bradford,25,CHW,AL,12,0,0,13.2,2,0,2,0,0,1.000,,,1.32,0.17,P,bradfch01
121,Milton Bradley,22,MON,NL,40,38,34,326.2,96,88,6,2,0,.979,-4,-13,2.59,2.35,OF,bradlmi01
122,Darren Bragg,30,COL,NL,43,34,16,286.0,53,53,0,0,0,1.000,-1,-3,1.67,1.23,OF,braggda01
123,Jeff Branson,33,LAD,NL,13,3,3,47.2,22,8,13,1,2,.955,0,-8,3.97,1.62,SS-2B-3B,bransje01
124,Jeff Brantley,36,PHI,NL,55,0,0,55.1,5,3,2,0,0,1.000,,,0.81,0.09,P,brantje01
125,Russell Branyan,24,CLE,AL,34,32,11,241.2,65,59,3,3,1,.954,1,4,2.31,1.82,OF-3B,branyru01
126,Leslie Brea,26,BAL,AL,6,1,0,9.0,0,0,0,0,0,,,,0.00,0.00,P,breale01
127,Jamie Brewington,28,CLE,AL,26,0,0,45.1,8,4,4,0,1,1.000,,,1.59,0.31,P,brewija01
128,Doug Brocail,33,DET,AL,49,0,0,50.2,15,7,7,1,0,.933,,,2.49,0.29,P,brocado01
129,Chris Brock,30,PHI,NL,63,5,0,93.1,11,4,7,0,0,1.000,,,1.06,0.17,P,brockch01
130,Tarrik Brock,26,CHC,NL,10,2,0,34.1,9,8,0,1,0,.889,-1,-17,2.10,0.80,OF,brockta01
131,Rico Brogna,30,TOT,ZZ,71,46,41,438.1,443,413,26,4,35,.991,-1,-2,9.01,6.18,1B,brognri01
132,Scott Brosius,33,NYY,AL,134,133,123,1157.1,346,104,231,11,23,.968,1,1,2.61,2.43,3B-OF-1B,brosisc01
133,Jim Brower,27,CLE,AL,17,11,0,62.0,22,9,12,1,1,.955,,,3.05,1.24,P,broweji01
134,Adrian Brown,26,PIT,NL,92,63,55,603.2,165,154,7,4,1,.976,-4,-7,2.40,1.75,OF,brownad01
135,Brant Brown,29,TOT,NL,51,29,14,271.1,108,100,6,2,2,.981,0,1,3.52,2.00,OF-1B,brownbr01
136,Dee Brown,22,KCR,AL,5,3,3,33.0,12,12,0,0,0,1.000,2,55,3.27,2.40,OF,brownde02
137,Emil Brown,25,PIT,NL,38,26,18,251.0,57,54,3,0,1,1.000,-1,-3,2.04,1.50,OF,brownem01
138,Kevin Brown,35,LAD,NL,33,33,5,230.0,72,35,33,4,1,.944,,,2.66,2.06,P,brownke01
139,Kevin Brown,27,MIL,NL,5,5,3,40.0,23,20,2,1,0,.957,-1,-30,4.95,4.40,C,brownke04
140,Roosevelt Brown,24,CHC,NL,28,21,6,168.0,39,38,1,0,0,1.000,0,-3,2.09,1.39,OF,brownro02
141,Mark Brownson,25,PHI,NL,2,0,0,5.0,2,1,1,0,0,1.000,,,3.60,1.00,P,brownma04
142,Justin Brunette,24,STL,NL,4,0,0,4.2,1,0,1,0,0,1.000,,,1.93,0.25,P,bruneju01
143,Jim Bruske,35,MIL,NL,15,0,0,16.2,2,1,1,0,0,1.000,,,1.08,0.13,P,bruskji01
144,Brian Buchanan,26,MIN,AL,25,23,15,193.1,35,34,1,0,0,1.000,-4,-25,1.63,1.40,OF,buchabr01
145,Mike Buddie,29,MIL,NL,5,0,0,6.0,0,0,0,0,0,,,,0.00,0.00,P,buddimi01
146,Mark Buehrle,21,CHW,AL,28,3,0,51.1,11,1,9,1,2,.909,,,1.75,0.36,P,buehrma01
147,Damon Buford,30,CHC,NL,148,130,122,1189.1,345,336,4,5,1,.986,-1,-1,2.57,2.30,OF,buforda01
148,Jay Buhner,35,SEA,AL,104,101,50,803.0,180,176,4,0,0,1.000,-6,-8,2.02,1.73,OF,buhneja01
149,Kirk Bullinger,30,PHI,NL,3,0,0,3.1,1,0,1,0,0,1.000,,,2.70,0.33,P,bulliki01
150,Dave Burba,33,CLE,AL,32,32,0,191.1,37,10,27,0,0,1.000,,,1.74,1.16,P,burbada01
151,John Burkett,35,ATL,NL,31,22,0,134.1,26,10,15,1,1,.962,,,1.67,0.81,P,burkejo03
152,Morgan Burkhart,28,BOS,AL,6,2,1,27.0,28,26,1,1,1,.964,-1,-49,9.00,4.50,1B-OF,burkhmo01
153,Ellis Burks,35,SFG,NL,108,108,52,847.1,223,215,4,4,1,.982,0,1,2.33,2.03,OF,burksel01
154,A.J. Burnett,23,FLA,NL,13,13,0,82.2,11,2,8,1,1,.909,,,1.09,0.77,P,burnea.01
155,Jeromy Burnitz,31,MIL,NL,158,155,150,1386.0,336,317,12,7,2,.979,1,1,2.14,2.08,OF,burnije01
156,Pat Burrell,23,PHI,NL,106,106,79,910.0,570,534,28,8,37,.986,-8,-10,5.56,5.30,1B-OF,burrepa01
157,Homer Bush,27,TOR,AL,75,73,73,653.0,417,165,246,6,68,.986,0,1,5.66,5.48,2B,bushho01
158,Paul Byrd,29,PHI,NL,17,15,0,83.0,16,6,9,1,1,.938,,,1.63,0.88,P,byrdpa01
159,Tim Byrdak,26,KCR,AL,12,0,0,6.1,1,1,0,0,0,1.000,,,1.42,0.08,P,byrdati01
160,Eric Byrnes,24,OAK,AL,4,1,0,13.0,4,4,0,0,0,1.000,0,-37,2.77,1.00,OF,byrneer01
161,Alex Cabrera,28,ARI,NL,26,21,10,167.2,130,122,7,1,9,.992,4,26,6.92,4.78,1B-OF,cabreal02
162,Jolbert Cabrera,27,CLE,AL,95,35,25,443.0,149,109,39,1,10,.993,2,7,3.01,1.47,OF-2B-SS,cabrejo02
163,Jose Cabrera,28,HOU,NL,52,0,0,59.1,9,4,5,0,0,1.000,,,1.37,0.17,P,cabrejo01
164,Orlando Cabrera,25,MON,NL,125,118,93,990.2,516,167,339,10,77,.981,-2,-2,4.60,4.05,SS-2B,cabreor01
165,Cameron Cairncross,28,CLE,AL,15,0,0,9.1,2,0,1,1,0,.500,,,0.96,0.07,P,cairnca01
166,Miguel Cairo,26,TBD,AL,108,96,91,869.0,529,218,302,9,76,.983,-5,-7,5.39,4.81,2B,cairomi01
167,Mike Cameron,27,SEA,AL,155,142,137,1273.2,410,399,5,6,3,.985,3,3,2.85,2.61,OF,camermi01
168,Ken Caminiti,37,HOU,NL,58,56,46,475.2,129,37,81,11,8,.915,-5,-13,2.23,2.03,3B,caminke01
169,Eric Cammack,24,NYM,NL,8,0,0,10.0,2,1,1,0,0,1.000,,,1.80,0.25,P,cammaer01
170,Jay Canizaro,26,MIN,AL,90,85,74,732.1,325,120,199,6,41,.982,-5,-9,3.92,3.54,2B,canizja01
171,Jose Canseco,35,NYY,AL,5,5,2,33.0,11,9,0,2,0,.818,-1,-22,2.45,1.80,OF,cansejo01
172,Javier Cardona,24,DET,AL,26,12,5,118.0,75,66,7,2,0,.973,-1,-10,5.57,2.81,C,cardoja01
173,Buddy Carlyle,22,SDP,NL,4,0,0,3.0,1,1,0,0,0,1.000,,,3.00,0.25,P,carlybu01
174,Bubba Carpenter,31,COL,NL,6,4,1,35.0,3,3,0,0,0,1.000,-1,-41,0.77,0.50,OF,carpebu01
175,Chris Carpenter,25,TOR,AL,34,27,2,175.1,20,7,12,1,2,.950,,,0.98,0.56,P,carpech01
176,Giovanni Carrara,32,COL,NL,8,0,0,13.1,3,3,0,0,0,1.000,,,2.03,0.38,P,carragi01
177,Hector Carrasco,30,TOT,AL,69,1,0,78.2,15,2,12,1,0,.933,,,1.60,0.20,P,carrahe01
178,Raul Casanova,27,MIL,NL,72,55,50,527.0,390,357,29,4,6,.990,-2,-5,6.59,5.36,C,casanra01
179,Sean Casey,25,CIN,NL,129,126,103,1079.0,1130,1064,60,6,106,.995,12,13,9.38,8.71,1B,caseyse01
180,Vinny Castilla,32,TBD,AL,83,83,78,720.0,243,50,185,8,20,.967,13,22,2.94,2.83,3B,castivi02
181,Alberto Castillo,30,TOR,AL,66,57,41,501.2,406,372,31,3,2,.993,4,10,7.23,6.11,C,castial01
182,Frank Castillo,31,TOR,AL,25,24,0,138.0,28,8,19,1,4,.964,,,1.76,1.08,P,castifr01
183,Luis Castillo,24,FLA,NL,136,135,128,1176.1,658,282,365,11,83,.983,-1,-1,4.95,4.76,2B,castilu01
184,Juan Castro,28,CIN,NL,82,55,49,556.0,269,102,165,2,40,.993,1,2,4.32,3.14,SS-2B-3B,castrju01
185,Ramon Castro,24,FLA,NL,50,43,32,370.0,304,274,24,6,4,.980,2,6,7.25,5.96,C,castrra01
186,Frank Catalanotto,26,TEX,AL,63,47,34,429.1,288,169,110,9,33,.969,-7,-21,5.85,4.16,2B-1B-OF,catalfr01
187,Roger Cedeno,25,HOU,NL,67,61,55,545.0,139,135,1,3,0,.978,-3,-7,2.25,2.03,OF,cedenro01
188,Frank Charles,31,HOU,NL,1,1,1,9.0,9,7,2,0,1,1.000,-1,-133,9.00,9.00,C,charlfr01
189,Norm Charlton,37,CIN,NL,2,0,0,3.0,1,0,1,0,0,1.000,,,3.00,0.50,P,charlno01
190,Eric Chavez,22,OAK,AL,146,135,126,1209.1,366,92,256,18,17,.951,-9,-9,2.59,2.35,3B-SS,chaveer01
191,Raul Chavez,27,HOU,NL,14,12,9,110.0,74,67,6,1,1,.986,0,0,5.97,5.21,C,chavera01
192,Bruce Chen,23,TOT,NL,37,15,0,134.0,15,1,14,0,1,1.000,,,1.01,0.41,P,chenbr01
193,Randy Choate,24,NYY,AL,22,0,0,17.0,4,0,3,1,0,.750,,,1.59,0.14,P,choatra01
194,Bobby Chouinard,28,COL,NL,31,0,0,32.2,4,2,2,0,0,1.000,,,1.10,0.13,P,chouibo01
195,McKay Christensen,24,CHW,AL,29,3,3,74.0,21,20,1,0,0,1.000,0,-5,2.55,0.72,OF,chrismc01
196,Ryan Christenson,26,OAK,AL,114,27,15,384.1,102,95,2,5,1,.951,2,6,2.27,0.85,OF,chrisry01
197,Jason Christiansen,30,TOT,NL,65,0,0,48.0,10,1,9,0,0,1.000,,,1.88,0.15,P,chrisja01
198,Jeff Cirillo,30,COL,NL,155,151,142,1321.0,411,92,304,15,41,.964,9,8,2.70,2.55,3B,cirilje01
199,Chris Clapinski,28,FLA,NL,20,11,10,115.1,65,28,33,4,5,.938,0,0,4.76,2.90,2B-3B-OF-SS,clapich01
200,Brady Clark,27,CIN,NL,5,0,0,11.0,6,6,0,0,0,1.000,1,131,4.91,1.20,OF,clarkbr02
201,Mark Clark,32,TEX,AL,12,8,0,44.0,7,1,6,0,3,1.000,,,1.43,0.58,P,clarkma01
202,Tony Clark,28,DET,AL,58,58,40,472.1,537,488,45,4,49,.993,-1,-1,10.16,9.19,1B,clarkto02
203,Will Clark,36,TOT,ZZ,122,117,106,1011.0,1027,947,71,9,92,.991,0,0,9.06,8.34,1B,clarkwi02
204,Royce Clayton,30,TEX,AL,148,144,128,1237.0,692,265,411,16,94,.977,-9,-9,4.92,4.57,SS,claytro01
205,Roger Clemens,37,NYY,AL,32,32,1,204.1,48,14,32,2,2,.958,,,2.03,1.44,P,clemero02
206,Matt Clement,25,SDP,NL,34,34,0,205.0,56,27,25,4,4,.929,,,2.28,1.53,P,clemema01
207,Edgard Clemente,24,ANA,AL,32,15,5,148.1,38,36,2,0,0,1.000,0,-2,2.31,1.19,OF,clemeed02
208,Brad Clontz,29,PIT,NL,5,0,0,7.0,1,0,1,0,0,1.000,,,1.29,0.20,P,clontbr01
209,Pasqual Coco,22,TOR,AL,1,1,0,4.0,0,0,0,0,0,,,,0.00,0.00,P,cocopa01
210,Ivanon Coffie,23,BAL,AL,19,14,14,138.1,46,13,32,1,2,.978,-1,-9,2.93,2.37,3B-SS,coffiiv01
211,Dave Coggin,23,PHI,NL,5,5,0,27.0,5,0,4,1,0,.800,,,1.33,0.80,P,coggida01
212,Greg Colbrunn,30,ARI,NL,99,82,68,733.1,709,649,52,8,60,.989,2,3,8.60,7.01,1B-3B,colbrgr01
213,Lou Collier,26,MIL,NL,11,7,5,70.2,18,16,2,0,0,1.000,-1,-19,2.29,1.64,OF-3B,collilo01
214,Bartolo Colon,27,CLE,AL,30,30,2,188.0,37,17,18,2,1,.946,,,1.68,1.17,P,colonba01
215,David Cone,37,NYY,AL,30,29,0,155.0,31,9,20,2,0,.935,,,1.68,0.97,P,coneda01
216,Jeff Conine,34,BAL,AL,99,90,85,812.2,486,363,108,15,38,.969,-7,-10,5.22,4.62,3B-1B-OF,coninje01
217,Jason Conti,25,ARI,NL,35,19,13,198.1,58,53,4,1,2,.983,4,24,2.59,1.63,OF,contija01
