Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
43,Jeff Baker,25,COL,NL,13,10,3,90.1,16,15,1,0,0,1.000,-3,-36,-6,-80,0,1.59,1.23,OF-1B,bakerje03
44,Scott Baker,24,MIN,AL,16,16,0,83.1,11,5,6,0,0,1.000,,,-1,-2,0,1.19,0.69,P,bakersc02
45,Paul Bako,34,KCR,AL,53,44,39,392.0,280,258,20,2,3,.993,0,0,4,13,1,6.38,5.25,C,bakopa01
46,Rocco Baldelli,24,TBD,AL,91,85,82,749.1,239,228,6,5,3,.979,3,5,2,3,-2,2.81,2.57,OF,baldero01
47,Brian Bannister,25,NYM,NL,8,6,0,38.0,5,1,4,0,0,1.000,,,-1,-5,0,1.18,0.63,P,bannibr01
48,Rod Barajas,30,TEX,AL,97,95,89,837.0,651,605,36,10,2,.985,5,7,1,2,0,6.89,6.47,C-1B,barajro01
49,Josh Bard,28,TOT,ZZ,78,56,47,547.2,457,417,37,3,7,.993,-4,-9,0,0,3,7.46,5.82,C,bardjo01
50,Josh Barfield,23,SDP,NL,147,138,135,1259.0,684,294,381,9,84,.987,-5,-4,5,5,0,4.83,4.59,2B,barfijo02
51,Kevin Barker,30,TOR,AL,3,2,1,20.0,15,14,0,1,0,.933,-2,-138,-1,-60,0,6.30,4.67,1B-OF,barkeke01
52,Clint Barmes,27,COL,NL,127,122,115,1086.2,592,194,380,18,90,.970,15,16,26,29,1,4.75,4.45,SS-2B,barmecl01
53,Chris Barnwell,27,MIL,NL,10,5,4,62.2,38,18,18,2,4,.947,-1,-19,0,4,0,5.17,3.27,SS-2B-3B,barnwch01
54,Michael Barrett,29,CHC,NL,102,96,88,852.0,774,727,42,5,7,.994,-12,-17,-7,-9,-1,8.12,7.54,C,barremi01
55,Kevin Barry,27,ATL,NL,19,1,0,25.2,10,3,7,0,0,1.000,,,0,0,0,3.51,0.53,P,barryke01
56,Jason Bartlett,26,MIN,AL,99,99,96,879.2,442,131,298,13,46,.971,3,4,7,10,0,4.39,4.33,SS,bartlja01
57,Philip Barzilla,27,HOU,NL,1,0,0,0.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,barziph01
58,Miguel Batista,35,ARI,NL,34,33,3,206.1,50,12,34,4,2,.920,,,-1,-1,0,2.01,1.35,P,batismi01
59,Tony Batista,32,MIN,AL,50,50,48,434.0,130,27,97,6,6,.954,-2,-6,-8,-21,0,2.57,2.48,3B,batisto01
60,Rick Bauer,29,TEX,AL,58,1,0,71.0,10,4,5,1,2,.900,,,1,3,0,1.14,0.16,P,bauerri01
61,Denny Bautista,25,TOT,ZZ,12,8,0,41.2,13,7,6,0,0,1.000,,,0,0,0,2.81,1.08,P,bautide01
62,José Bautista,25,PIT,NL,113,101,89,930.0,264,185,71,8,9,.970,-20,-25,-28,-36,-2,2.48,2.12,OF-3B-2B,bautijo02
63,Jason Bay,27,PIT,NL,157,157,150,1373.0,329,316,10,3,1,.991,5,4,-4,-3,-2,2.14,2.08,OF,bayja01
64,Jonah Bayliss,25,PIT,NL,11,0,0,14.2,1,0,1,0,0,1.000,,,0,0,0,0.61,0.09,P,baylijo01
65,T.J. Beam,25,NYY,AL,20,0,0,18.0,2,1,1,0,0,1.000,,,0,0,0,1.00,0.10,P,beamtj01
66,Colter Bean,29,NYY,AL,2,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,beanco01
67,Josh Beckett,26,BOS,AL,33,33,0,204.2,38,14,24,0,3,1.000,,,-4,-4,0,1.67,1.15,P,beckejo02
68,Erik Bedard,27,BAL,AL,33,33,0,196.1,34,7,26,1,0,.971,,,2,2,0,1.51,1.00,P,bedarer01
69,Joe Beimel,29,LAD,NL,62,0,0,70.0,31,4,26,1,1,.968,,,5,14,0,3.86,0.48,P,beimejo01
70,Matt Belisle,26,CIN,NL,30,2,0,40.0,6,1,5,0,0,1.000,,,-1,-5,0,1.35,0.20,P,belisma01
71,David Bell,33,TOT,NL,143,138,128,1216.0,398,83,296,19,27,.952,-14,-14,6,5,1,2.81,2.65,3B,bellda01
72,Heath Bell,28,NYM,NL,22,0,0,37.0,7,0,7,0,1,1.000,,,0,0,0,1.70,0.32,P,bellhe01
73,Mark Bellhorn,31,SDP,NL,75,55,36,508.1,251,140,105,6,22,.976,10,23,11,25,0,4.34,3.06,3B-1B-2B-OF,bellhma01
74,Ronnie Belliard,31,TOT,MLB,146,142,130,1225.2,684,268,405,11,97,.984,-1,0,2,1,2,4.94,4.61,2B-3B,belliro01
75,Carlos Beltrán,29,NYM,NL,136,136,121,1184.0,372,357,13,2,6,.995,16,16,26,26,10,2.81,2.72,OF,beltrca01
76,Adrián Beltré,27,SEA,AL,155,155,143,1359.0,474,136,323,15,32,.968,16,14,19,17,0,3.04,2.94,3B-2B,beltrad01
77,Armando Benitez,33,SFG,NL,41,0,0,38.1,3,1,2,0,0,1.000,,,-2,-10,0,0.70,0.07,P,benitar01
78,Gary Bennett,34,STL,NL,57,43,34,386.1,260,243,14,3,1,.988,-2,-6,-1,-2,2,5.99,4.51,C-1B,bennega01
79,Joaquín Benoit,28,TEX,AL,56,0,0,79.2,8,4,4,0,0,1.000,,,-1,-3,0,0.90,0.14,P,benoijo01
80,Kris Benson,31,BAL,AL,30,30,3,183.0,42,15,25,2,2,.952,,,-1,-1,-1,1.97,1.33,P,bensokr01
81,Jason Bergmann,24,WSN,NL,29,6,0,64.2,9,5,4,0,0,1.000,,,0,0,0,1.25,0.31,P,bergmja01
82,Lance Berkman,30,HOU,NL,144,144,113,1254.1,1108,1025,74,9,98,.992,1,1,0,0,-3,7.89,7.04,1B-OF,berkmla01
83,Adam Bernero,29,TOT,ZZ,4,3,0,15.0,1,0,1,0,0,1.000,,,-1,-80,0,0.60,0.25,P,bernead01
84,Angel Berroa,28,KCR,AL,131,129,121,1117.1,572,188,366,18,95,.969,-11,-11,-6,-6,-2,4.46,4.23,SS,berroan01
85,Rafael Betancourt,31,CLE,AL,50,0,0,56.2,3,2,1,0,0,1.000,,,-2,-7,0,0.48,0.06,P,betanra01
86,Yuniesky Betancourt,24,SEA,AL,157,156,143,1374.1,701,251,430,20,95,.971,3,3,-1,-1,-1,4.46,4.34,SS,betanyu01
87,Wilson Betemit,24,TOT,NL,102,84,69,763.0,266,78,176,12,35,.955,-6,-9,-13,-20,-1,3.00,2.37,3B-SS-2B,betemwi01
88,Larry Bigbie,28,STL,NL,12,4,2,46.1,9,9,0,0,0,1.000,-2,-60,0,0,0,1.75,0.75,OF,bigbila01
89,Craig Biggio,40,HOU,NL,129,127,69,1062.0,559,219,334,6,80,.989,11,13,-2,-2,0,4.69,4.29,2B,biggicr01
90,Chad Billingsley,21,LAD,NL,18,16,0,90.0,9,2,7,0,1,1.000,,,0,0,0,0.90,0.50,P,billich01
91,Kurt Birkins,25,BAL,AL,35,0,0,31.0,7,0,7,0,1,1.000,,,1,6,0,2.03,0.20,P,birkiku01
92,Casey Blake,32,CLE,AL,101,100,95,876.1,283,272,7,4,6,.986,-7,-9,1,1,2,2.87,2.74,OF-1B,blakeca01
93,Hank Blalock,25,TEX,AL,122,120,119,1062.2,321,72,237,12,20,.963,-10,-11,-5,-5,-2,2.62,2.53,3B,blaloha01
94,Andrés Blanco,22,KCR,AL,31,24,22,227.0,126,36,85,5,28,.960,0,2,3,15,1,4.80,3.78,SS-2B,blancan01
95,Henry Blanco,34,CHC,NL,73,65,54,573.0,539,501,37,1,13,.998,5,9,1,2,-1,8.45,7.17,C-1B,blanche01
96,Joe Blanton,25,OAK,AL,32,31,1,194.1,31,13,14,4,0,.871,,,-2,-2,0,1.25,0.84,P,blantjo01
97,Willie Bloomquist,28,SEA,AL,97,67,50,647.0,217,144,71,2,13,.991,1,2,6,11,0,2.99,2.01,OF-2B-3B-SS-1B,bloomwi01
98,Geoff Blum,33,SDP,NL,85,60,56,606.2,275,98,171,6,32,.978,3,7,8,15,0,3.99,3.09,SS-3B-2B-OF-1B,blumge01
99,Hiram Bocachica,30,OAK,AL,8,2,2,37.0,5,5,0,0,0,1.000,-4,-120,-2,-64,0,1.22,0.63,OF,bocachi01
100,T.J. Bohn,26,SEA,AL,18,2,2,47.0,8,7,0,1,0,.875,2,43,0,0,0,1.34,0.39,OF,bohntj01
101,Jeremy Bonderman,23,DET,AL,34,34,0,214.0,31,13,17,1,0,.968,,,-4,-4,0,1.26,0.88,P,bondeje01
102,Barry Bonds,41,SFG,NL,116,115,36,875.0,197,188,6,3,0,.985,3,4,2,2,4,2.00,1.67,OF,bondsba01
103,Boof Bonser,24,MIN,AL,18,18,0,100.1,13,4,9,0,0,1.000,,,1,2,0,1.17,0.72,P,bonsebo01
104,Chris Booker,29,TOT,ZZ,11,0,0,8.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bookech01
105,Aaron Boone,33,CLE,AL,101,97,90,845.0,260,57,187,16,16,.938,-10,-14,-11,-15,0,2.60,2.39,3B-2B,booneaa01
106,Chris Bootcheck,27,LAA,AL,7,0,0,10.1,2,0,2,0,1,1.000,,,1,19,0,1.74,0.29,P,bootcch01
107,Joe Borchard,27,TOT,MLB,67,48,25,427.1,117,107,8,2,3,.983,3,8,-9,-25,-2,2.42,1.72,OF-1B,borchjo01
108,Dave Borkowski,29,HOU,NL,40,0,0,71.0,15,8,7,0,1,1.000,,,1,3,0,1.90,0.38,P,borkoda01
109,Joe Borowski,35,FLA,NL,72,0,0,69.2,5,1,3,1,0,.800,,,-1,-3,0,0.52,0.06,P,borowjo01
110,Jason Botts,25,TEX,AL,1,0,0,1.0,1,1,0,0,0,1.000,0,240,0,0,0,9.00,1.00,OF,bottsja01
111,Michael Bourn,23,PHI,NL,15,0,0,36.1,8,8,0,0,0,1.000,-1,-17,0,0,0,1.98,0.53,OF,bournmi01
112,Rob Bowen,25,SDP,NL,66,8,7,203.0,160,145,14,1,1,.994,-3,-18,-1,-4,-1,7.05,2.41,C-1B,bowenro01
113,Micah Bowie,31,WSN,NL,15,0,0,19.2,5,1,4,0,0,1.000,,,1,10,0,2.29,0.33,P,bowiemi01
114,Blaine Boyer,24,ATL,NL,2,0,0,0.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,boyerbl01
115,Chad Bradford,31,NYM,NL,70,0,0,62.0,13,3,10,0,0,1.000,,,-1,-3,0,1.89,0.19,P,bradfch01
116,Milton Bradley,28,OAK,AL,94,94,86,802.2,199,191,4,4,0,.980,6,9,-8,-11,2,2.19,2.07,OF,bradlmi01
117,Russell Branyan,30,TOT,MLB,86,73,38,588.1,160,112,39,9,4,.944,2,4,10,20,0,2.31,1.72,OF-3B-1B,branyru01
118,Ryan Braun,25,KCR,AL,9,0,0,10.2,1,0,0,1,0,.000,,,-2,-38,0,0.00,0.00,P,braunry01
119,Bill Bray,23,TOT,NL,48,0,0,50.2,8,1,6,1,0,.875,,,-1,-23,0,1.24,0.15,P,braybi01
120,Dewon Brazelton,26,SDP,NL,9,2,0,18.0,3,0,2,1,0,.667,,,1,11,0,1.00,0.22,P,brazede01
121,Yhency Brazoban,26,LAD,NL,5,0,0,5.0,1,1,0,0,0,1.000,,,0,0,0,1.80,0.20,P,brazoyh01
122,Craig Breslow,25,BOS,AL,13,0,0,12.0,1,0,1,0,0,1.000,,,0,0,0,0.75,0.08,P,breslcr01
123,Eude Brito,27,PHI,NL,5,2,0,18.1,4,2,2,0,0,1.000,,,0,0,0,1.96,0.80,P,britoeu01
124,Chris Britton,23,BAL,AL,52,0,0,53.2,4,0,4,0,0,1.000,,,-2,-7,0,0.67,0.08,P,brittch01
125,Doug Brocail,39,SDP,NL,25,0,0,28.1,13,9,4,0,1,1.000,,,0,0,0,4.13,0.52,P,brocado01
126,Ben Broussard,29,TOT,AL,90,69,63,641.2,720,652,59,9,70,.988,-12,-22,-3,-5,1,9.97,7.90,1B,brousbe01
127,Jim Brower,33,TOT,ZZ,18,0,0,20.0,2,1,1,0,0,1.000,,,0,0,0,0.90,0.11,P,broweji01
128,Adrian Brown,32,TEX,AL,24,8,7,93.2,35,31,3,1,1,.971,1,6,6,76,0,3.27,1.42,OF,brownad01
129,Andrew Brown,25,CLE,AL,9,0,0,10.0,2,0,2,0,0,1.000,,,0,0,0,1.80,0.22,P,brownan01
130,Emil Brown,31,KCR,AL,134,130,114,1133.1,286,273,10,3,2,.990,3,3,0,0,0,2.25,2.11,OF,brownem01
131,Jeremy Brown,26,OAK,AL,1,0,0,1.0,2,2,0,0,0,1.000,0,0,0,0,0,18.00,2.00,C,brownje02
132,Jonathan Broxton,22,LAD,NL,68,0,0,76.1,5,0,5,0,0,1.000,,,-2,-5,0,0.59,0.07,P,broxtjo01
133,Brian Bruney,24,NYY,AL,19,0,0,20.2,3,1,2,0,1,1.000,,,0,0,0,1.31,0.16,P,brunebr01
134,Eric Bruntlett,28,HOU,NL,60,22,17,273.2,136,52,77,7,14,.949,0,0,4,17,0,4.24,2.02,SS-OF-2B-3B,brunter01
135,Taylor Buchholz,24,HOU,NL,22,19,1,113.0,23,15,8,0,0,1.000,,,-1,-2,0,1.83,1.05,P,buchhta01
136,John Buck,25,KCR,AL,112,107,96,930.1,658,615,37,6,7,.991,-2,-3,-1,-1,-1,6.31,5.82,C,buckjo01
137,Mark Buehrle,27,CHW,AL,32,32,1,204.0,45,9,35,1,3,.978,,,8,8,0,1.94,1.38,P,buehrma01
138,Jason Bulger,27,LAA,AL,2,0,0,1.2,0,0,0,0,0,,,,-1,-120,0,0.00,0.00,P,bulgeja01
139,Ambiorix Burgos,22,KCR,AL,68,1,0,73.1,8,0,8,0,1,1.000,,,0,0,0,0.98,0.12,P,burgoam01
140,Chris Burke,26,HOU,NL,114,87,58,812.1,300,166,127,7,27,.977,-3,-4,-11,-16,-2,3.25,2.12,OF-2B-SS,burkech01
141,A.J. Burnett,29,TOR,AL,21,21,2,135.2,23,6,16,1,2,.957,,,-3,-4,0,1.46,1.05,P,burnea.01
142,Jeromy Burnitz,37,PIT,NL,84,79,54,643.0,123,120,1,2,0,.984,-6,-12,-10,-18,2,1.69,1.44,OF,burnije01
143,Mike Burns,27,TOT,ZZ,18,0,0,21.0,4,2,2,0,1,1.000,,,-1,-57,0,1.71,0.22,P,burnsmi01
144,Pat Burrell,29,PHI,NL,126,126,55,987.2,215,204,8,3,1,.986,-8,-9,-30,-36,-2,1.93,1.68,OF,burrepa01
145,Brian Burres,25,BAL,AL,11,0,0,8.0,1,1,0,0,0,1.000,,,0,0,0,1.13,0.09,P,burrebr01
146,Sean Burroughs,25,TBD,AL,7,6,6,57.0,27,6,20,1,4,.963,2,34,0,0,0,4.11,3.71,3B,burrose01
147,Dave Bush,26,MIL,NL,34,32,3,210.0,46,16,29,1,2,.978,,,0,0,0,1.93,1.32,P,bushda01
148,Freddie Bynum,26,CHC,NL,37,22,17,230.1,100,61,32,7,7,.930,-1,-6,-5,-26,-1,3.63,2.51,2B-OF,bynumfr01
149,Marlon Byrd,28,WSN,NL,71,51,38,483.0,153,150,1,2,0,.987,-8,-20,16,39,8,2.81,2.13,OF,byrdma01
150,Paul Byrd,35,CLE,AL,31,31,1,179.0,31,10,16,5,4,.839,,,-5,-6,0,1.31,0.84,P,byrdpa01
151,Tim Byrdak,32,BAL,AL,16,0,0,7.0,2,0,1,1,0,.500,,,-1,-29,0,1.29,0.06,P,byrdati01
152,Eric Byrnes,30,ARI,NL,137,130,114,1180.1,303,297,5,1,1,.997,9,9,-2,-2,2,2.30,2.20,OF,byrneer01
153,Daniel Cabrera,25,BAL,AL,26,26,2,148.0,17,4,13,0,2,1.000,,,-2,-3,-1,1.03,0.65,P,cabreda01
154,Fernando Cabrera,24,CLE,AL,51,0,0,60.2,9,2,7,0,0,1.000,,,-1,-3,0,1.34,0.18,P,cabrefe01
155,Melky Cabrera,21,NYY,AL,127,121,116,1091.1,259,245,12,2,1,.992,-10,-10,20,21,6,2.12,2.02,OF,cabreme01
156,Miguel Cabrera,23,FLA,NL,157,157,134,1334.0,397,114,266,17,33,.957,-6,-5,-10,-9,0,2.56,2.42,3B,cabremi01
157,Orlando Cabrera,31,LAA,AL,152,152,133,1320.2,645,252,377,16,100,.975,-2,-2,-10,-9,-2,4.29,4.14,SS,cabreor01
158,Matt Cain,21,SFG,NL,32,31,1,190.2,35,17,15,3,0,.914,,,-2,-2,0,1.51,1.00,P,cainma01
159,Miguel Cairo,32,NYY,AL,78,57,45,546.2,323,163,157,3,41,.991,8,18,9,19,2,5.27,3.81,2B-SS-1B-3B-OF,cairomi01
160,Kiko Calero,31,OAK,AL,70,0,0,58.0,7,1,5,1,0,.857,,,0,0,0,0.93,0.09,P,calerki01
161,Alberto Callaspo,23,ARI,NL,8,6,5,65.0,35,12,21,2,4,.943,1,9,1,24,0,4.57,3.67,SS-2B-3B,callaal01
162,Mike Cameron,33,SDP,NL,141,139,134,1244.0,379,367,6,6,2,.984,9,9,0,0,-4,2.70,2.65,OF,camermi01
163,Shawn Camp,30,TBD,AL,75,0,0,75.0,20,6,13,1,2,.950,,,0,0,0,2.28,0.25,P,campsh01
164,Brett Campbell,24,WSN,NL,4,0,0,4.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,campbbr02
165,Jorge Campillo,27,SEA,AL,1,0,0,2.1,1,1,0,0,0,1.000,,,0,0,0,3.86,1.00,P,campijo01
166,Andy Cannizaro,27,NYY,AL,13,1,0,32.0,11,5,5,1,0,.909,-1,-26,-1,-38,0,2.81,0.71,SS-3B-2B,cannian01
167,Robinson Canó,23,NYY,AL,118,115,107,1009.0,572,230,333,9,73,.984,10,12,-4,-5,-1,5.02,4.77,2B,canoro01
168,Jorge Cantu,24,TBD,AL,103,103,102,898.2,474,209,252,13,65,.973,-23,-31,-19,-26,-2,4.62,4.48,2B,cantujo01
169,Jose Capellan,25,MIL,NL,61,0,0,71.2,7,0,7,0,0,1.000,,,-1,-3,0,0.88,0.11,P,capeljo01
170,Matt Capps,22,PIT,NL,85,0,0,80.2,16,4,10,2,0,.875,,,-1,-2,0,1.56,0.16,P,cappsma01
171,Chris Capuano,27,MIL,NL,34,34,3,221.1,47,14,31,2,1,.957,,,6,5,1,1.83,1.32,P,capuach01
172,Chris Carpenter,31,STL,NL,32,32,5,221.2,36,11,25,0,3,1.000,,,4,4,0,1.46,1.13,P,carpech01
173,Giovanni Carrara,38,LAD,NL,25,0,0,27.2,4,2,2,0,0,1.000,,,-1,-7,0,1.30,0.16,P,carragi01
174,Hector Carrasco,36,LAA,AL,56,3,0,100.1,27,6,19,2,2,.926,,,2,4,0,2.24,0.45,P,carrahe01
175,Jamey Carroll,32,COL,NL,121,110,97,984.2,632,198,429,5,106,.992,27,33,19,23,2,5.73,4.94,2B-SS-3B,carroja01
176,Lance Carter,31,LAD,NL,10,0,0,11.2,4,0,4,0,0,1.000,,,1,17,0,3.09,0.40,P,cartela02
177,Sean Casey,31,TOT,ZZ,106,102,85,874.1,974,938,34,2,84,.998,0,0,-8,-10,-1,10.01,9.17,1B,caseyse01
178,Alexi Casilla,21,MIN,AL,5,1,0,15.0,16,6,10,0,6,1.000,0,16,1,72,0,9.60,2.67,2B-SS,casilal01
179,Santiago Casilla,25,OAK,AL,2,0,0,2.1,2,0,1,1,0,.500,,,0,0,0,3.86,0.50,P,garcija01
180,Scott Cassidy,30,SDP,NL,42,0,0,42.2,8,1,7,0,0,1.000,,,2,9,0,1.69,0.19,P,cassisc01
181,Vinny Castilla,38,TOT,NL,77,67,58,605.0,194,74,115,5,11,.974,1,3,-2,-3,0,2.81,2.45,3B-1B,castivi02
182,Jose Castillo,25,PIT,NL,145,141,134,1235.0,712,344,350,18,106,.975,-15,-14,-11,-11,0,5.06,4.79,2B,castijo02
183,Luis Castillo,30,MIN,AL,142,142,132,1239.1,651,267,378,6,78,.991,-6,-6,0,0,4,4.68,4.54,2B,castilu01
184,Bernie Castro,26,WSN,NL,30,24,23,232.0,125,65,58,2,13,.984,-3,-16,-4,-20,0,4.77,3.97,2B-OF,castrbe01
185,Fabio Castro,21,TOT,ZZ,20,0,0,31.2,7,0,6,1,1,.857,,,1,37,0,1.71,0.30,P,castrfa01
186,Juan Castro,34,TOT,MLB,95,67,53,619.2,309,94,207,8,41,.974,-4,-8,8,15,2,4.37,3.07,SS-3B-2B,castrju01
187,Ramon Castro,30,NYM,NL,37,32,32,307.1,284,267,16,1,3,.996,4,16,2,9,0,8.29,7.65,C,castrra01
188,Frank Catalanotto,32,TOR,AL,102,95,59,768.0,154,143,10,1,3,.994,-1,-2,-2,-3,0,1.79,1.50,OF,catalfr01
189,Ronny Cedeno,23,CHC,NL,147,144,132,1256.1,602,183,394,25,71,.958,-4,-4,-1,-1,-2,4.13,3.87,SS-2B,cedenro02
190,Matthew Cepicky,28,FLA,NL,6,4,1,33.0,8,8,0,0,0,1.000,1,22,0,0,0,2.18,1.33,OF,cepicma01
191,Gustavo Chacin,25,TOR,AL,17,17,0,87.1,12,4,8,0,0,1.000,,,-2,-5,-1,1.24,0.71,P,chacigu01
192,Shawn Chacon,28,TOT,ZZ,26,20,0,109.0,21,3,17,1,2,.952,,,3,33,0,1.65,0.77,P,chacosh01
193,Endy Chavez,28,NYM,NL,120,79,73,815.1,218,209,9,0,3,1.000,14,21,12,17,2,2.41,1.82,OF,chaveen01
194,Eric Chavez,28,OAK,AL,134,133,122,1165.2,391,105,281,5,43,.987,10,11,3,3,0,2.98,2.88,3B,chaveer01
