Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
70,Miguel Batista,37,SEA,AL,44,20,0,115.0,25,10,14,1,0,.960,,,-2,-3,1,1.88,0.55,P,batismi01
71,Rick Bauer,31,CLE,AL,4,0,0,6.0,2,1,1,0,1,1.000,,,0,0,0,3.00,0.50,P,bauerri01
72,Denny Bautista,27,TOT,ZZ,51,0,0,60.1,9,6,3,0,0,1.000,,,-1,-20,0,1.34,0.18,P,bautide01
73,José Bautista,27,TOT,MLB,105,91,75,809.1,305,81,213,11,20,.964,-7,-11,-5,-7,0,3.27,2.77,3B-1B-2B,bautijo02
74,Jason Bay,29,TOT,ZZ,154,153,137,1344.2,266,254,8,4,0,.985,-30,-27,-14,-12,8,1.75,1.70,OF,bayja01
75,Yorman Bazardo,23,DET,AL,3,0,0,3.0,2,0,2,0,0,1.000,,,0,0,0,6.00,0.67,P,bazaryo01
76,T.J. Beam,27,PIT,NL,32,0,0,45.2,9,4,4,1,1,.889,,,-1,-4,0,1.58,0.25,P,beamtj01
77,Josh Beckett,28,BOS,AL,27,27,1,174.1,35,15,18,2,2,.943,,,0,0,0,1.70,1.22,P,beckejo02
78,Erik Bedard,29,SEA,AL,15,15,0,81.0,10,4,6,0,2,1.000,,,3,7,1,1.11,0.67,P,bedarer01
79,Joe Beimel,31,LAD,NL,71,0,0,49.0,14,5,9,0,1,1.000,,,1,4,0,2.57,0.20,P,beimejo01
80,Matt Belisle,28,CIN,NL,6,6,0,29.2,8,6,1,1,0,.875,,,0,0,0,2.12,1.17,P,belisma01
81,Heath Bell,30,SDP,NL,74,0,0,78.0,15,8,7,0,1,1.000,,,-2,-5,0,1.73,0.20,P,bellhe01
82,Ronnie Belliard,33,WSN,NL,86,77,61,679.0,396,260,125,11,40,.972,-5,-8,-6,-10,-1,5.10,3.93,2B-3B-1B-SS,belliro01
83,Edwin Bellorin,26,COL,NL,2,0,0,6.0,4,4,0,0,0,1.000,0,0,0,0,,6.00,2.00,C,belloed01
84,Carlos Beltrán,31,NYM,NL,158,158,151,1407.1,429,418,8,3,1,.993,16,14,34,28,4,2.72,2.70,OF,beltrca01
85,Francis Beltran,28,DET,AL,11,0,0,13.0,1,1,0,0,0,1.000,,,0,0,0,0.69,0.09,P,beltrfr01
86,Adrián Beltré,29,SEA,AL,139,137,131,1208.1,386,100,272,14,27,.964,10,10,27,27,2,2.77,2.68,3B,beltrad01
87,Armando Benitez,35,TOR,AL,8,0,0,6.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,benitar01
88,Gary Bennett,36,LAD,NL,10,6,2,54.0,47,43,3,1,0,.979,-1,-22,0,0,0,7.67,4.60,C,bennega01
89,Jeff Bennett,28,ATL,NL,72,4,0,97.1,17,4,11,2,0,.882,,,-4,-8,-1,1.39,0.21,P,benneje01
90,Joaquín Benoit,30,TEX,AL,44,0,0,45.0,7,3,4,0,0,1.000,,,0,0,0,1.40,0.16,P,benoijo01
91,Jason Bergmann,26,WSN,NL,30,22,1,139.2,16,5,10,1,0,.938,,,-4,-6,0,0.97,0.50,P,bergmja01
92,Lance Berkman,32,HOU,NL,152,151,140,1307.1,1377,1240,132,5,122,.996,9,8,15,14,2,9.45,9.03,1B,berkmla01
93,Roger Bernadina,24,WSN,NL,20,18,17,164.0,49,46,2,1,0,.980,0,1,2,14,0,2.63,2.40,OF,bernaro01
94,Doug Bernier,28,COL,NL,2,1,1,11.0,7,5,2,0,0,1.000,0,-22,0,0,0,5.73,3.50,2B,bernido01
95,Angel Berroa,30,LAD,NL,82,65,53,603.2,323,92,223,8,39,.975,6,12,1,2,0,4.70,3.75,SS-2B,berroan01
96,Rafael Betancourt,33,CLE,AL,69,0,0,71.0,9,2,6,1,0,.889,,,-2,-6,0,1.01,0.12,P,betanra01
97,Yuniesky Betancourt,26,SEA,AL,153,150,146,1325.1,659,237,401,21,98,.968,-9,-8,-14,-13,-1,4.33,4.17,SS,betanyu01
98,Wilson Betemit,26,NYY,AL,66,37,29,388.0,275,209,61,5,34,.982,-6,-18,-5,-14,0,6.26,3.65,1B-3B-SS-2B,betemwi01
99,Randor Bierd,24,BAL,AL,29,0,0,36.2,4,1,3,0,0,1.000,,,1,5,0,0.98,0.14,P,bierdra01
100,Chad Billingsley,23,LAD,NL,35,32,1,200.2,33,12,19,2,2,.939,,,1,1,0,1.39,0.89,P,billich01
101,Kurt Birkins,27,TBR,AL,6,0,0,10.0,2,0,2,0,1,1.000,,,0,0,0,1.80,0.33,P,birkiku01
102,Brian Bixler,25,PIT,NL,39,32,26,278.0,182,53,121,8,28,.956,2,9,-1,-4,0,5.63,4.46,SS,bixlebr01
103,Nick Blackburn,26,MIN,AL,33,33,0,193.1,36,14,22,0,4,1.000,,,1,1,0,1.68,1.09,P,blackni01
104,Casey Blake,34,TOT,MLB,152,149,122,1284.2,536,264,256,16,47,.970,7,7,-1,0,0,3.64,3.17,3B-1B-SS-2B,blakeca01
105,Hank Blalock,27,TEX,AL,65,65,59,559.0,358,286,67,5,30,.986,-2,-5,-1,-1,0,5.68,5.43,1B-3B,blaloha01
106,Grégor Blanco,24,ATL,NL,137,113,95,1041.0,231,222,7,2,0,.991,-11,-12,2,2,4,1.98,1.67,OF,blancgr01
107,Henry Blanco,36,CHC,NL,46,28,20,259.1,255,238,15,2,2,.992,2,9,1,5,-1,8.78,5.50,C-1B,blanche01
108,Joe Blanton,27,TOT,ZZ,33,33,0,197.2,42,16,25,1,4,.976,,,1,6,0,1.87,1.24,P,blantjo01
109,Jerry Blevins,24,OAK,AL,36,0,0,37.2,6,0,3,3,1,.500,,,0,0,0,0.72,0.08,P,blevije01
110,Willie Bloomquist,30,SEA,AL,59,40,33,390.1,132,90,39,3,9,.977,0,0,3,9,1,2.97,2.05,OF-SS-2B-3B,bloomwi01
111,Geoff Blum,35,HOU,NL,85,78,62,691.0,244,71,169,4,11,.984,3,6,2,3,-1,3.13,2.61,3B-2B-SS-1B,blumge01
112,Brian Bocock,23,SFG,NL,29,26,21,227.0,116,39,73,4,23,.966,-1,-3,0,0,0,4.44,3.86,SS,bococbr01
113,Brandon Boggs,25,TEX,AL,79,60,53,599.1,148,138,7,3,2,.980,-2,-5,8,16,-4,2.18,1.84,OF,boggsbr01
114,Mitchell Boggs,24,STL,NL,8,6,0,34.0,12,5,6,1,0,.917,,,1,6,0,2.91,1.38,P,boggsmi01
115,T.J. Bohn,28,PHI,NL,12,0,0,22.0,8,6,1,1,0,.875,1,33,6,327,0,2.86,0.58,OF,bohntj01
116,Jeremy Bonderman,25,DET,AL,12,12,0,71.1,16,6,9,1,2,.938,,,1,3,0,1.89,1.25,P,bondeje01
117,Emilio Bonifácio,23,TOT,NL,40,39,36,343.0,168,79,82,7,25,.958,-5,-16,-2,-6,-2,4.22,4.03,2B-OF,bonifem01
118,Eddie Bonine,27,DET,AL,5,5,0,26.2,6,2,3,1,2,.833,,,0,0,0,1.69,1.00,P,bonined01
119,Boof Bonser,26,MIN,AL,47,12,0,118.1,25,6,16,3,2,.880,,,-4,-7,0,1.67,0.47,P,bonsebo01
120,Aaron Boone,35,WSN,NL,64,49,39,456.1,358,316,40,2,34,.994,-5,-12,-1,-2,-1,7.02,5.01,1B-3B-2B,booneaa01
121,Chris Bootcheck,29,LAA,AL,10,0,0,16.0,0,0,0,0,0,,,,-1,-13,,0.00,0.00,P,bootcch01
122,Dave Borkowski,31,HOU,NL,26,0,0,36.0,9,4,5,0,0,1.000,,,0,0,0,2.25,0.35,P,borkoda01
123,Joe Borowski,37,CLE,AL,18,0,0,16.2,0,0,0,0,0,,,,-2,-24,0,0.00,0.00,P,borowjo01
124,Jason Botts,27,TEX,AL,11,6,3,55.0,58,54,2,2,7,.966,-2,-44,-2,-43,0,9.16,4.67,1B-OF,bottsja01
125,Jason Bourgeois,26,CHW,AL,1,0,0,3.0,0,0,0,0,0,,0,-120,0,0,,0.00,0.00,2B,bourgja01
126,Michael Bourn,25,HOU,NL,130,111,108,1009.0,305,291,9,5,2,.984,-8,-10,2,2,2,2.68,2.31,OF,bournmi01
127,Michael Bowden,21,BOS,AL,1,1,0,5.0,2,1,1,0,1,1.000,,,0,0,0,3.60,2.00,P,bowdemi01
128,Rob Bowen,27,OAK,AL,31,25,20,222.0,160,149,9,2,3,.988,4,22,0,0,0,6.41,4.94,C-1B,bowenro01
129,Cedrick Bowers,30,COL,NL,5,0,0,6.2,2,0,2,0,1,1.000,,,0,0,0,2.70,0.40,P,bowerce01
130,Micah Bowie,33,COL,NL,10,0,0,8.0,1,1,0,0,0,1.000,,,0,0,0,1.13,0.10,P,bowiemi01
131,John Bowker,24,SFG,NL,87,80,46,668.2,520,475,39,6,43,.988,0,1,-12,-21,-1,6.92,5.71,1B-OF,bowkejo01
132,Blaine Boyer,26,ATL,NL,76,0,0,72.0,9,1,8,0,0,1.000,,,-2,-6,0,1.13,0.12,P,boyerbl01
133,Dallas Braden,24,OAK,AL,19,10,0,71.2,17,2,14,1,0,.941,,,2,6,-1,2.01,0.84,P,bradeda01
134,Chad Bradford,33,TOT,AL,68,0,0,59.1,16,3,13,0,0,1.000,,,0,0,0,2.43,0.24,P,bradfch01
135,Milton Bradley,30,TEX,AL,20,20,15,165.1,50,43,4,3,3,.940,3,24,8,58,0,2.56,2.35,OF,bradlmi01
136,Russell Branyan,32,MIL,NL,37,35,25,300.0,116,48,64,4,9,.966,-4,-15,1,5,-1,3.36,2.80,3B-1B,branyru01
137,Ryan Braun,24,MIL,NL,149,148,138,1310.1,284,275,9,0,0,1.000,-13,-12,14,12,4,1.95,1.91,OF,braunry02
138,Bill Bray,25,CIN,NL,63,0,0,47.0,6,2,4,0,0,1.000,,,0,0,0,1.15,0.10,P,braybi01
139,Yhency Brazoban,28,LAD,NL,2,0,0,3.0,1,0,1,0,1,1.000,,,0,0,0,3.00,0.50,P,brazoyh01
140,Craig Breslow,27,TOT,AL,49,0,0,47.0,12,1,11,0,0,1.000,,,1,25,0,2.30,0.24,P,breslcr01
141,Reid Brignac,22,TBR,AL,4,2,2,21.1,13,4,7,2,3,.846,-1,-79,-2,-113,0,4.64,2.75,SS,brignre01
142,Chris Britton,25,NYY,AL,15,0,0,23.0,1,1,0,0,0,1.000,,,0,0,0,0.39,0.07,P,brittch01
143,Lance Broadway,24,CHW,AL,7,1,0,14.0,6,3,3,0,0,1.000,,,0,0,0,3.86,0.86,P,broadla01
144,Doug Brocail,41,HOU,NL,72,0,0,68.2,18,9,8,1,1,.944,,,1,3,0,2.23,0.24,P,brocado01
145,Ben Broussard,31,TEX,AL,26,23,20,204.0,227,202,22,3,32,.987,0,-2,-3,-16,-1,9.88,8.62,1B,brousbe01
146,Andrew Brown,27,OAK,AL,31,0,0,35.0,6,2,4,0,0,1.000,,,0,0,0,1.54,0.19,P,brownan01
147,Emil Brown,33,OAK,AL,101,95,69,847.2,215,201,10,4,3,.981,-3,-4,-6,-8,-2,2.24,2.09,OF-1B,brownem01
148,Matthew Brown,25,LAA,AL,11,3,3,48.0,15,4,9,2,2,.867,-1,-23,-2,-48,0,2.44,1.18,3B-2B,brownma05
149,Jonathan Broxton,24,LAD,NL,70,0,0,69.0,7,3,3,1,0,.857,,,-4,-12,0,0.78,0.09,P,broxtjo01
150,Jay Bruce,21,CIN,NL,105,103,81,916.0,242,223,8,11,4,.955,-11,-15,2,2,-2,2.27,2.20,OF,bruceja01
151,Brian Bruney,26,NYY,AL,32,1,0,34.1,5,1,4,0,0,1.000,,,0,0,0,1.31,0.16,P,brunebr01
152,Eric Bruntlett,30,PHI,NL,103,48,41,520.2,226,92,127,7,20,.969,0,-1,9,20,1,3.79,2.09,SS-3B-OF-2B-1B,brunter01
153,Clay Buchholz,23,BOS,AL,16,15,1,76.0,9,3,6,0,0,1.000,,,-2,-5,-1,1.07,0.56,P,buchhcl01
154,Taylor Buchholz,26,COL,NL,63,0,0,66.1,15,7,7,1,0,.933,,,0,0,0,1.90,0.22,P,buchhta01
155,John Buck,27,KCR,AL,107,106,104,950.1,783,751,24,8,6,.990,-5,-6,-12,-15,-4,7.34,7.24,C,buckjo01
156,Travis Buck,24,OAK,AL,37,37,27,334.0,87,84,3,0,0,1.000,0,0,4,14,0,2.34,2.35,OF,bucktr01
157,Billy Buckner,24,ARI,NL,10,0,0,14.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bucknbi02
158,Ryan Budde,28,LAA,AL,7,1,0,17.0,15,13,2,0,0,1.000,0,0,0,0,0,7.94,2.14,C,buddery01
159,Mark Buehrle,29,CHW,AL,34,34,1,218.2,52,18,34,0,5,1.000,,,5,5,1,2.14,1.53,P,buehrma01
160,Francisley Bueno,27,ATL,NL,1,0,0,2.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,buenofr01
161,Ryan Bukvich,30,BAL,AL,4,0,0,5.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bukviry01
162,Jason Bulger,29,LAA,AL,14,0,0,16.0,3,2,1,0,0,1.000,,,-1,-13,0,1.69,0.21,P,bulgeja01
163,Bryan Bullington,27,CLE,AL,3,2,0,14.2,1,1,0,0,0,1.000,,,0,0,0,0.61,0.33,P,bullibr01
164,Chris Burke,28,ARI,NL,56,39,29,367.2,193,144,48,1,15,.995,5,17,1,3,0,4.70,3.25,OF-2B-1B-3B-SS,burkech01
165,Jamie Burke,36,SEA,AL,44,25,21,251.0,197,185,11,1,1,.995,1,4,0,0,0,7.03,4.26,C-3B-1B-P,burkeja02
166,A.J. Burnett,31,TOR,AL,35,34,1,221.1,54,18,29,7,1,.870,,,-3,-3,0,1.91,1.34,P,burnea.01
167,Sean Burnett,25,PIT,NL,58,0,0,56.2,17,3,14,0,1,1.000,,,0,0,0,2.70,0.29,P,burnese01
168,Pat Burrell,31,PHI,NL,155,154,58,1198.1,216,202,12,2,1,.991,-10,-10,-6,-6,8,1.61,1.38,OF,burrepa01
169,Brian Burres,27,BAL,AL,31,22,0,129.2,26,8,17,1,1,.962,,,0,0,0,1.74,0.81,P,burrebr01
170,Emmanuel Burriss,23,SFG,NL,85,66,45,599.1,298,116,173,9,25,.970,-6,-13,-3,-6,0,4.34,3.25,SS-2B-OF,burriem01
171,Jared Burton,27,CIN,NL,54,0,0,58.2,16,6,9,1,0,.938,,,3,10,0,2.30,0.28,P,burtoja01
172,Brian Buscher,27,MIN,AL,68,61,46,534.1,173,50,113,10,10,.942,-4,-8,-1,-2,1,2.75,2.30,3B-1B-2B,buschbr01
173,Dave Bush,28,MIL,NL,31,29,0,185.0,31,12,18,1,1,.968,,,-1,-1,0,1.46,0.97,P,bushda01
174,Billy Butler,22,KCR,AL,34,33,18,260.0,244,233,9,2,27,.992,-5,-21,-3,-12,0,8.38,7.12,1B,butlebi03
175,Freddie Bynum,28,BAL,AL,38,32,28,287.1,142,56,81,5,28,.965,-5,-20,0,0,0,4.29,3.61,SS-2B,bynumfr01
176,Marlon Byrd,30,TEX,AL,118,109,84,948.0,294,281,7,6,0,.980,6,8,2,2,-2,2.73,2.44,OF,byrdma01
177,Paul Byrd,37,TOT,AL,30,30,1,180.0,27,6,19,2,1,.926,,,3,20,0,1.25,0.83,P,byrdpa01
178,Tim Byrdak,34,HOU,NL,59,0,0,55.1,14,7,7,0,1,1.000,,,1,4,0,2.28,0.24,P,byrdati01
179,Eric Byrnes,32,ARI,NL,51,50,41,423.0,80,78,1,1,0,.988,2,5,-6,-17,0,1.68,1.55,OF,byrneer01
180,Asdrúbal Cabrera,22,CLE,AL,110,105,95,931.1,588,240,340,8,100,.986,12,16,13,17,1,5.60,5.09,2B-SS,cabreas01
181,Daniel Cabrera,27,BAL,AL,30,30,2,180.0,20,8,11,1,0,.950,,,-9,-10,-1,0.95,0.63,P,cabreda01
182,Fernando Cabrera,26,BAL,AL,22,0,0,28.1,5,3,2,0,1,1.000,,,0,0,0,1.59,0.23,P,cabrefe01
183,Jolbert Cabrera,35,CIN,NL,35,27,15,225.2,59,34,24,1,8,.983,-3,-15,2,10,0,2.31,1.66,OF-SS-2B-3B,cabrejo02
184,Melky Cabrera,23,NYY,AL,128,112,110,1015.1,295,284,7,4,1,.986,16,19,10,11,2,2.58,2.27,OF,cabreme01
185,Miguel Cabrera,25,DET,AL,153,153,132,1320.0,1249,1132,103,14,120,.989,0,0,-10,-9,-3,8.42,7.87,1B-3B,cabremi01
186,Orlando Cabrera,33,CHW,AL,161,160,144,1389.2,730,242,472,16,101,.978,3,3,2,2,-1,4.62,4.43,SS,cabreor01
187,Matt Cain,23,SFG,NL,34,34,1,217.2,38,14,24,0,3,1.000,,,0,0,0,1.57,1.12,P,cainma01
188,Miguel Cairo,34,SEA,AL,92,52,45,540.0,491,434,55,2,50,.996,-3,-6,3,6,2,8.15,4.99,1B-3B-2B-OF-SS,cairomi01
189,Kiko Calero,33,OAK,AL,5,0,0,4.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,calerki01
190,Alberto Callaspo,25,KCR,AL,67,53,39,471.2,249,93,154,2,45,.992,3,8,-1,-2,1,4.71,3.63,2B-SS-OF-3B,callaal01
191,Kevin Cameron,28,SDP,NL,9,0,0,10.0,5,3,2,0,0,1.000,,,1,20,0,4.50,0.50,P,camerke01
192,Mike Cameron,35,MIL,NL,119,119,114,1057.0,297,293,3,1,0,.997,6,6,8,9,-2,2.52,2.49,OF,camermi01
193,Shawn Camp,32,TOR,AL,40,0,0,39.1,9,3,6,0,2,1.000,,,2,10,0,2.06,0.23,P,campsh01
194,Jorge Campillo,29,ATL,NL,39,25,1,158.2,38,11,22,5,2,.868,,,-2,-3,0,1.87,0.85,P,campijo01
