Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
52,Josh Bard,29,SDP,NL,108,103,91,927.1,793,751,39,3,4,.996,-14,-18,-9,-11,-1,7.67,7.31,C,bardjo01
53,Brian Barden,26,TOT,NL,11,4,2,56.1,24,7,17,0,3,1.000,1,17,2,42,0,3.83,2.00,SS-3B-2B,bardebr01
54,Josh Barfield,24,CLE,AL,120,115,104,1032.0,595,242,338,15,73,.975,-7,-8,2,2,0,5.06,4.83,2B,barfijo02
55,Sean Barker,27,COL,NL,2,0,0,3.0,1,1,0,0,0,1.000,0,40,0,0,0,3.00,0.50,OF,barkese01
56,Clint Barmes,28,COL,NL,18,6,4,70.0,31,12,17,2,3,.935,0,3,0,0,0,3.73,1.53,SS-OF-2B-3B,barmecl01
57,Daniel Barone,24,FLA,NL,16,6,0,41.0,5,0,5,0,0,1.000,,,-1,-4,0,1.10,0.31,P,baronda01
58,Michael Barrett,30,TOT,NL,95,83,80,768.0,653,613,34,6,2,.991,-8,-13,-5,-7,2,7.58,6.81,C,barremi01
59,Kevin Barry,28,ATL,NL,1,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,barryke01
60,Jason Bartlett,27,MIN,AL,138,135,131,1194.0,646,205,415,26,97,.960,4,4,15,15,0,4.67,4.49,SS,bartlja01
61,Daric Barton,21,OAK,AL,18,18,18,157.2,160,153,7,0,19,1.000,1,8,3,24,-1,9.13,8.89,1B,bartoda02
62,Chris Basak,28,NYY,AL,4,0,0,6.0,1,0,1,0,0,1.000,0,20,0,0,0,1.50,0.25,3B-SS,basakch01
63,Miguel Batista,36,SEA,AL,33,32,0,193.0,43,14,27,2,2,.953,,,-1,-1,-1,1.91,1.24,P,batismi01
64,Tony Batista,33,WSN,NL,29,12,6,130.0,126,121,4,1,16,.992,-2,-14,0,0,1,8.65,4.31,1B-3B,batisto01
65,Denny Bautista,26,COL,NL,9,1,0,8.2,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,bautide01
66,José Bautista,26,PIT,NL,141,140,126,1237.1,394,125,252,17,16,.957,-4,-4,-20,-19,-1,2.74,2.56,3B-OF,bautijo02
67,Jason Bay,28,PIT,NL,142,142,125,1237.0,286,265,13,8,3,.972,-14,-13,-22,-21,4,2.02,1.96,OF,bayja01
68,Jonah Bayliss,26,PIT,NL,39,0,0,37.2,7,3,4,0,0,1.000,,,0,0,0,1.67,0.18,P,baylijo01
69,Yorman Bazardo,22,DET,AL,11,2,0,23.2,5,2,3,0,1,1.000,,,0,0,0,1.90,0.45,P,bazaryo01
70,Colter Bean,30,NYY,AL,3,0,0,3.0,1,0,1,0,0,1.000,,,0,0,0,3.00,0.33,P,beanco01
71,Josh Beckett,27,BOS,AL,30,30,1,200.2,32,18,12,2,1,.938,,,-3,-3,-1,1.35,1.00,P,beckejo02
72,Erik Bedard,28,BAL,AL,28,28,1,182.0,23,6,17,0,2,1.000,,,2,2,0,1.14,0.82,P,bedarer01
73,Joe Beimel,30,LAD,NL,83,0,0,67.1,34,11,22,1,6,.971,,,3,9,0,4.41,0.40,P,beimejo01
74,Matt Belisle,27,CIN,NL,30,30,1,177.2,30,18,12,0,0,1.000,,,-2,-2,0,1.52,1.00,P,belisma01
75,Heath Bell,29,SDP,NL,81,0,0,93.2,24,7,17,0,1,1.000,,,2,4,0,2.31,0.30,P,bellhe01
76,Rob Bell,30,BAL,AL,30,0,0,53.0,8,4,4,0,0,1.000,,,-4,-15,0,1.36,0.27,P,bellro01
77,Mark Bellhorn,32,CIN,NL,3,1,1,14.2,5,0,5,0,1,1.000,0,8,0,0,0,3.07,1.67,3B-2B,bellhma01
78,Ronnie Belliard,32,WSN,NL,129,122,114,1087.2,628,323,298,7,86,.989,-9,-9,3,3,2,5.14,4.78,2B-1B-SS-3B,belliro01
79,Edwin Bellorin,25,COL,NL,2,1,0,5.0,3,3,0,0,0,1.000,0,0,0,0,,5.40,1.50,C,belloed01
80,Carlos Beltrán,30,NYM,NL,141,141,132,1240.1,400,389,6,5,2,.988,11,10,20,19,0,2.87,2.80,OF,beltrca01
81,Adrián Beltré,28,SEA,AL,147,146,138,1279.1,426,121,287,18,24,.958,-3,-3,4,4,0,2.87,2.78,3B,beltrad01
82,Armando Benitez,34,TOT,NL,55,0,0,50.1,5,2,2,1,0,.800,,,-2,-48,0,0.72,0.07,P,benitar01
83,Gary Bennett,35,STL,NL,52,41,33,371.1,255,245,9,1,2,.996,0,0,-3,-9,3,6.16,4.79,C-1B,bennega01
84,Jeff Bennett,27,ATL,NL,3,2,0,13.0,4,0,4,0,0,1.000,,,1,17,0,2.77,1.33,P,benneje01
85,Joaquín Benoit,29,TEX,AL,70,0,0,82.0,12,5,7,0,2,1.000,,,1,3,0,1.32,0.17,P,benoijo01
86,Jason Bergmann,25,WSN,NL,21,21,0,115.1,17,6,10,1,2,.941,,,-1,-2,1,1.25,0.76,P,bergmja01
87,Lance Berkman,31,HOU,NL,150,149,121,1297.0,1180,1064,104,12,87,.990,-15,-14,-20,-18,-3,8.10,7.44,1B-OF,berkmla01
88,Angel Berroa,29,KCR,AL,5,2,2,26.0,15,4,11,0,6,1.000,2,97,2,111,0,5.19,2.50,SS-2B-3B,berroan01
89,Rafael Betancourt,32,CLE,AL,68,0,0,79.1,6,2,4,0,1,1.000,,,0,0,0,0.68,0.09,P,betanra01
90,Yuniesky Betancourt,25,SEA,AL,152,147,141,1302.1,697,239,435,23,110,.967,-1,0,-5,-4,2,4.66,4.43,SS,betanyu01
91,Wilson Betemit,25,TOT,MLB,90,60,38,554.2,204,102,95,7,22,.966,-5,-11,-7,-15,-2,3.20,2.05,3B-1B-SS-2B-OF,betemwi01
92,Craig Biggio,41,HOU,NL,114,112,61,938.2,469,192,267,10,54,.979,-11,-14,-19,-24,-1,4.40,3.99,2B-C,biggicr01
93,Chad Billingsley,22,LAD,NL,43,20,1,147.0,25,8,17,0,0,1.000,,,2,3,0,1.53,0.58,P,billich01
94,Kurt Birkins,26,BAL,AL,19,2,0,34.1,4,0,4,0,0,1.000,,,0,0,0,1.05,0.21,P,birkiku01
95,Joe Bisenius,24,PHI,NL,2,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bisenjo01
96,Nick Blackburn,25,MIN,AL,6,0,0,11.2,0,0,0,0,0,,,,-1,-15,0,0.00,0.00,P,blackni01
97,Travis Blackley,24,SFG,NL,2,2,0,8.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,blacktr01
98,Casey Blake,33,CLE,AL,155,146,131,1312.2,430,151,265,14,30,.967,2,2,3,2,1,2.85,2.54,3B-OF-1B,blakeca01
99,Hank Blalock,26,TEX,AL,39,39,38,339.1,93,18,69,6,9,.935,-1,-4,-4,-13,-2,2.31,2.23,3B,blaloha01
100,Henry Blanco,35,CHC,NL,16,14,9,124.0,115,110,5,0,1,1.000,0,-1,-1,-7,0,8.35,7.19,C-1B,blanche01
101,Joe Blanton,26,OAK,AL,34,34,3,230.0,42,15,27,0,2,1.000,,,-2,-2,0,1.64,1.24,P,blantjo01
102,Jerry Blevins,23,OAK,AL,6,0,0,4.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,blevije01
103,Willie Bloomquist,29,SEA,AL,80,50,37,479.2,196,84,107,5,16,.974,-8,-21,-4,-10,0,3.58,2.17,2B-3B-SS-OF-1B,bloomwi01
104,Geoff Blum,34,SDP,NL,87,71,59,690.2,334,129,200,5,32,.985,4,8,3,5,1,4.29,3.43,2B-SS-3B-OF-1B,blumge01
105,Hiram Bocachica,31,TOT,ZZ,28,20,15,193.0,48,45,2,1,1,.979,3,20,12,74,0,2.19,1.68,OF,bocachi01
106,Jeremy Bonderman,24,DET,AL,28,28,0,174.1,35,17,15,3,2,.914,,,-3,-3,1,1.65,1.14,P,bondeje01
107,Barry Bonds,42,SFG,NL,110,110,40,842.0,168,162,2,4,0,.976,-8,-11,-20,-28,-4,1.75,1.49,OF,bondsba01
108,Emilio Bonifácio,22,ARI,NL,6,6,4,46.0,25,9,15,1,6,.960,-1,-34,1,26,-1,4.70,4.00,2B,bonifem01
109,Boof Bonser,25,MIN,AL,31,30,0,173.0,32,16,13,3,0,.906,,,-3,-3,0,1.51,0.94,P,bonsebo01
110,Chris Booker,30,WSN,NL,3,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bookech01
111,Aaron Boone,34,FLA,NL,55,51,43,456.1,398,358,35,5,34,.987,-7,-19,-6,-15,0,7.75,6.55,1B-3B,booneaa01
112,Chris Bootcheck,28,LAA,AL,51,0,0,77.1,15,4,11,0,2,1.000,,,-1,-2,0,1.75,0.29,P,bootcch01
113,Joe Borchard,28,FLA,NL,46,37,34,345.0,96,93,1,2,1,.979,-4,-14,4,13,2,2.45,2.04,OF,borchjo01
114,Dave Borkowski,30,HOU,NL,64,0,0,71.2,25,6,18,1,3,.960,,,3,9,0,3.01,0.38,P,borkoda01
115,Joe Borowski,36,CLE,AL,69,0,0,65.2,10,4,6,0,1,1.000,,,-2,-6,-1,1.37,0.14,P,borowjo01
116,Jason Botts,26,TEX,AL,28,28,8,212.0,64,62,2,0,0,1.000,13,76,16,90,0,2.72,2.29,OF,bottsja01
117,Michael Bourn,24,PHI,NL,90,15,6,304.0,76,76,0,0,0,1.000,2,9,12,47,0,2.25,0.84,OF,bournmi01
118,Rob Bowen,26,TOT,ZZ,56,45,40,415.0,331,306,20,5,3,.985,-3,-9,-3,-8,-2,7.07,5.82,C,bowenro01
119,Micah Bowie,32,WSN,NL,30,8,0,57.1,8,4,4,0,0,1.000,,,0,0,0,1.26,0.27,P,bowiemi01
120,Blaine Boyer,25,ATL,NL,5,0,0,5.1,2,1,1,0,0,1.000,,,0,0,0,3.38,0.40,P,boyerbl01
121,Dallas Braden,23,OAK,AL,20,14,0,72.1,14,4,9,1,0,.929,,,2,6,0,1.62,0.65,P,bradeda01
122,Chad Bradford,32,BAL,AL,78,0,0,64.2,20,4,15,1,1,.950,,,-1,-3,0,2.64,0.24,P,bradfch01
123,Milton Bradley,29,TOT,ZZ,58,58,45,480.1,112,107,3,2,1,.982,-2,-4,4,10,0,2.06,1.90,OF,bradlmi01
124,Russell Branyan,31,TOT,NL,46,33,18,296.1,99,37,60,2,15,.980,3,13,-3,-12,-2,2.95,1.90,3B-OF-1B,branyru01
125,Ryan Braun,26,KCR,AL,26,0,0,39.1,8,1,7,0,0,1.000,,,-2,-10,0,1.83,0.31,P,braunry01
126,Ryan Braun,23,MIL,NL,112,112,89,945.1,248,61,161,26,12,.895,-33,-42,-32,-40,0,2.11,1.98,3B,braunry02
127,Bill Bray,24,CIN,NL,19,0,0,14.1,2,1,1,0,0,1.000,,,0,0,0,1.26,0.11,P,braybi01
128,Craig Brazell,27,KCR,AL,1,0,0,3.0,7,7,0,0,2,1.000,0,0,0,0,0,21.00,7.00,1B,brazecr01
129,Yhency Brazoban,27,LAD,NL,4,0,0,1.2,1,0,0,1,0,.000,,,-1,-108,0,0.00,0.00,P,brazoyh01
130,Chris Britton,24,NYY,AL,11,0,0,12.2,1,0,1,0,0,1.000,,,0,0,0,0.71,0.09,P,brittch01
131,Lance Broadway,23,CHW,AL,4,1,0,10.1,1,0,1,0,0,1.000,,,0,0,0,0.87,0.25,P,broadla01
132,Doug Brocail,40,SDP,NL,67,0,0,76.2,26,10,16,0,0,1.000,,,3,8,0,3.05,0.39,P,brocado01
133,Ben Broussard,30,SEA,AL,73,54,39,486.0,339,316,21,2,39,.994,-11,-26,-12,-29,-1,6.24,4.55,1B-OF,brousbe01
134,Jim Brower,34,NYY,AL,3,0,0,3.1,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,broweji01
135,Andrew Brown,26,OAK,AL,33,0,0,41.2,6,2,4,0,0,1.000,,,-1,-4,0,1.30,0.18,P,brownan01
136,Dee Brown,29,OAK,AL,8,0,0,13.2,3,3,0,0,0,1.000,-1,-53,2,175,0,1.98,0.38,OF,brownde02
137,Emil Brown,32,KCR,AL,96,83,73,757.0,211,197,8,6,2,.972,9,14,2,3,-2,2.44,2.14,OF,brownem01
138,Matthew Brown,24,LAA,AL,4,1,1,14.0,4,1,3,0,1,1.000,0,0,0,0,0,2.57,1.00,3B,brownma05
139,Jonathan Broxton,23,LAD,NL,83,0,0,82.0,16,9,7,0,1,1.000,,,-2,-5,0,1.76,0.19,P,broxtjo01
140,Brian Bruney,25,NYY,AL,58,0,0,50.0,4,1,2,1,0,.750,,,0,0,0,0.54,0.05,P,brunebr01
141,Eric Bruntlett,29,HOU,NL,71,35,28,380.2,192,73,111,8,23,.958,2,5,1,3,0,4.35,2.52,SS-OF-3B,brunter01
142,Clay Buchholz,22,BOS,AL,4,3,1,22.2,5,1,3,1,0,.800,,,-2,-17,-1,1.59,1.00,P,buchhcl01
143,Taylor Buchholz,25,COL,NL,41,8,0,93.2,13,3,9,1,0,.923,,,-1,-2,0,1.15,0.29,P,buchhta01
144,John Buck,26,KCR,AL,112,104,90,924.1,734,697,29,8,6,.989,1,1,-9,-11,-1,7.07,6.48,C,buckjo01
145,Travis Buck,23,OAK,AL,80,75,63,665.1,148,145,3,0,0,1.000,3,5,2,3,0,2.00,1.85,OF,bucktr01
146,Billy Buckner,23,KCR,AL,7,5,0,34.0,4,1,3,0,2,1.000,,,-1,-5,0,1.06,0.57,P,bucknbi02
147,Ryan Budde,27,LAA,AL,10,5,2,46.1,38,36,1,1,0,.974,0,0,-1,-18,-1,7.19,3.70,C,buddery01
148,Mark Buehrle,28,CHW,AL,30,30,3,201.0,48,13,34,1,3,.979,,,6,6,0,2.10,1.57,P,buehrma01
149,Ryan Bukvich,29,CHW,AL,45,0,0,35.2,9,2,6,1,1,.889,,,0,0,0,2.02,0.18,P,bukviry01
150,Jason Bulger,28,LAA,AL,6,0,0,6.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bulgeja01
151,Bryan Bullington,26,PIT,NL,5,3,0,17.0,2,1,1,0,0,1.000,,,-1,-11,0,1.06,0.40,P,bullibr01
152,Ambiorix Burgos,23,NYM,NL,17,0,0,23.2,3,1,2,0,0,1.000,,,-1,-8,0,1.14,0.18,P,burgoam01
153,Chris Burke,27,HOU,NL,96,71,51,684.0,260,140,115,5,18,.981,4,6,-11,-19,-3,3.36,2.28,OF-2B-SS,burkech01
154,Jamie Burke,35,SEA,AL,48,34,27,321.2,269,259,9,1,0,.996,-4,-15,-5,-18,-3,7.50,5.58,C,burkeja02
155,A.J. Burnett,30,TOR,AL,25,25,2,165.2,34,17,15,2,2,.941,,,-6,-7,0,1.74,1.28,P,burnea.01
156,Pat Burrell,30,PHI,NL,138,138,46,1028.1,194,176,8,10,2,.948,-15,-18,-34,-39,-4,1.61,1.33,OF,burrepa01
157,Brian Burres,26,BAL,AL,37,17,0,121.0,13,3,9,1,0,.923,,,0,0,0,0.89,0.32,P,burrebr01
158,Jared Burton,26,CIN,NL,47,0,0,43.0,7,3,3,1,0,.857,,,-2,-9,0,1.26,0.13,P,burtoja01
159,Brian Buscher,26,MIN,AL,27,24,15,201.1,52,17,31,4,6,.923,-5,-31,-4,-23,0,2.15,1.78,3B,buschbr01
160,Dave Bush,27,MIL,NL,33,31,0,186.1,42,23,18,1,4,.976,,,1,1,0,1.98,1.24,P,bushda01
161,Billy Butler,21,KCR,AL,18,16,7,126.0,94,83,8,3,6,.968,-3,-26,-1,-9,-1,6.50,4.79,1B-OF,butlebi03
162,Freddie Bynum,27,BAL,AL,45,23,17,225.0,77,51,25,1,2,.987,2,9,1,5,0,3.04,1.65,OF-SS-2B,bynumfr01
163,Marlon Byrd,29,TEX,AL,109,103,89,917.1,235,223,9,3,5,.987,-2,-3,12,15,-2,2.28,2.13,OF,byrdma01
164,Paul Byrd,36,CLE,AL,31,31,2,192.1,35,15,20,0,3,1.000,,,-2,-2,0,1.64,1.13,P,byrdpa01
165,Tim Byrdak,33,DET,AL,39,0,0,45.0,4,0,2,2,0,.500,,,-1,-4,0,0.40,0.05,P,byrdati01
166,Eric Byrnes,31,ARI,NL,160,159,127,1390.0,368,351,12,5,1,.986,24,21,28,24,-2,2.35,2.27,OF,byrneer01
167,Asdrúbal Cabrera,21,CLE,AL,45,40,36,364.1,220,78,141,1,33,.995,3,11,7,24,0,5.41,4.56,2B-SS-3B,cabreas01
168,Daniel Cabrera,26,BAL,AL,34,34,1,204.1,18,5,12,1,0,.944,,,-8,-8,0,0.75,0.50,P,cabreda01
169,Fernando Cabrera,25,TOT,AL,33,0,0,43.2,4,2,2,0,0,1.000,,,0,0,0,0.82,0.12,P,cabrefe01
170,Melky Cabrera,22,NYY,AL,147,137,129,1249.2,405,385,16,4,1,.990,8,8,4,3,6,2.89,2.73,OF,cabreme01
171,Miguel Cabrera,24,FLA,NL,153,152,134,1310.2,389,100,266,23,33,.941,-10,-9,-19,-17,-1,2.51,2.39,3B,cabremi01
172,Orlando Cabrera,32,LAA,AL,153,153,138,1330.2,665,239,415,11,104,.983,0,0,5,5,0,4.42,4.27,SS,cabreor01
173,Matt Cain,22,SFG,NL,32,32,1,200.0,31,6,25,0,2,1.000,,,0,0,0,1.40,0.97,P,cainma01
174,Miguel Cairo,33,TOT,MLB,72,41,26,422.1,292,202,84,6,29,.979,7,20,3,8,0,6.09,3.67,1B-3B-2B-SS-OF,cairomi01
175,Kiko Calero,32,OAK,AL,46,0,0,40.2,5,1,4,0,2,1.000,,,-2,-9,0,1.11,0.11,P,calerki01
176,Carmen Cali,28,MIN,AL,24,0,0,21.0,7,2,5,0,0,1.000,,,0,0,-1,3.00,0.29,P,calica01
177,Alberto Callaspo,24,ARI,NL,44,31,28,315.1,105,41,61,3,12,.971,2,8,-8,-30,-1,2.91,2.17,3B-OF-SS-2B,callaal01
178,Kevin Cameron,27,SDP,NL,48,0,0,58.0,16,5,9,2,1,.875,,,-4,-13,-1,2.17,0.29,P,camerke01
179,Mike Cameron,34,SDP,NL,150,148,139,1329.0,377,365,7,5,2,.987,-4,-3,6,5,6,2.52,2.48,OF,camermi01
180,Shawn Camp,31,TBD,AL,50,0,0,40.0,8,3,5,0,1,1.000,,,0,0,0,1.80,0.16,P,campsh01
181,Jorge Campillo,28,SEA,AL,5,0,0,13.1,2,0,2,0,1,1.000,,,0,0,0,1.35,0.40,P,campijo01
182,Robinson Canó,24,NYY,AL,159,157,156,1408.2,830,320,497,13,136,.984,15,13,23,20,1,5.22,5.14,2B,canoro01
183,Jorge Cantu,25,TOT,MLB,23,21,10,170.1,150,138,12,0,14,1.000,-5,-32,-3,-21,0,7.93,6.25,1B-2B-3B,cantujo01
184,Jose Capellan,26,TOT,ZZ,17,0,0,26.0,4,1,2,1,0,.750,,,1,46,0,1.04,0.18,P,capeljo01
185,Matt Capps,23,PIT,NL,76,0,0,79.0,9,1,8,0,0,1.000,,,-1,-2,0,1.03,0.12,P,cappsma01
186,Chris Capuano,28,MIL,NL,29,25,0,150.0,38,8,29,1,2,.974,,,6,8,1,2.22,1.28,P,capuach01
187,Buddy Carlyle,29,ATL,NL,22,20,0,107.0,24,7,16,1,3,.958,,,-2,-4,-1,1.93,1.05,P,carlybu01
188,Chris Carpenter,32,STL,NL,1,1,0,6.0,2,1,1,0,0,1.000,,,0,0,0,3.00,2.00,P,carpech01
189,Hector Carrasco,37,LAA,AL,29,1,0,38.1,10,4,5,1,2,.900,,,0,0,0,2.11,0.31,P,carrahe01
190,Brett Carroll,24,FLA,NL,20,12,8,121.2,48,45,1,2,1,.958,-1,-7,10,98,0,3.40,2.30,OF,carrobr01
191,Jamey Carroll,33,COL,NL,100,56,40,564.0,301,98,199,4,47,.987,8,17,2,4,1,4.74,2.72,2B-3B-SS-OF,carroja01
192,Marcos Carvajal,22,FLA,NL,3,0,0,4.0,2,1,0,1,0,.500,,,-1,-40,0,2.25,0.33,P,carvama01
193,Raul Casanova,34,TBD,AL,23,19,18,168.2,150,138,9,3,3,.980,-1,-7,-2,-17,-1,7.84,6.39,C,casanra01
194,Sean Casey,32,DET,AL,131,105,87,989.0,1036,992,42,2,87,.998,-3,-4,1,1,3,9.41,7.89,1B,caseyse01
195,Kevin Cash,29,BOS,AL,12,8,6,82.0,65,56,8,1,2,.985,0,0,1,19,1,7.02,5.33,C,cashke01
