Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary,Name-additional
27,Garret Anderson,26,ANA,AL,155,151,143,1353.1,343,326,11,6,3,.983,-7,-6,2.24,2.17,OF,anderga01
28,Marlon Anderson,24,PHI,NL,9,9,9,79.2,45,14,30,1,6,.978,0,5,4.97,4.89,2B,anderma02
29,Matt Anderson,21,DET,AL,42,0,0,44.0,9,0,8,1,0,.889,,,1.64,0.19,P,anderma01
30,Shane Andrews,26,MON,NL,147,143,129,1234.0,437,95,322,20,28,.954,5,4,3.04,2.84,3B,andresh01
31,Luis Andujar,25,TOR,AL,5,0,0,5.2,1,0,1,0,0,1.000,,,1.59,0.20,P,andujlu01
32,Kevin Appier,30,KCR,AL,3,3,0,15.0,1,0,1,0,0,1.000,,,0.60,0.33,P,appieke01
33,Alex Arias,30,PHI,NL,44,27,25,281.2,133,43,88,2,10,.985,-2,-9,4.19,2.98,SS-3B-2B,ariasal01
34,George Arias,26,SDP,NL,15,10,7,91.0,34,9,23,2,3,.941,1,8,3.16,2.13,3B-1B,ariasge01
35,Rolando Arrojo,32,TBD,AL,32,32,2,202.0,61,17,40,4,5,.934,,,2.54,1.78,P,arrojro01
36,Andy Ashby,30,SDP,NL,33,33,5,226.2,50,14,35,1,4,.980,,,1.95,1.48,P,ashbyan01
37,Billy Ashley,27,BOS,AL,4,0,0,11.0,8,6,1,1,2,.875,0,-44,5.73,1.75,1B-OF,ashlebi01
38,Paul Assenmacher,37,CLE,AL,69,0,0,47.0,6,2,4,0,0,1.000,,,1.15,0.09,P,assenpa01
39,Pedro Astacio,29,COL,NL,35,34,0,209.1,53,22,31,0,3,1.000,,,2.28,1.51,P,astacpe01
40,Rich Aurilia,26,SFG,NL,120,107,79,918.0,477,154,313,10,71,.979,4,6,4.58,3.89,SS,aurilri01
41,Brad Ausmus,29,HOU,NL,124,117,106,1054.1,915,850,58,7,10,.992,4,5,7.75,7.32,C,ausmubr01
42,Steve Avery,28,BOS,AL,34,23,0,123.2,47,7,39,1,5,.979,,,3.35,1.35,P,averyst01
43,Bobby Ayala,28,SEA,AL,62,0,0,75.1,21,8,8,5,1,.762,,,1.91,0.26,P,ayalabo01
44,Manny Aybar,26,STL,NL,20,14,0,81.1,16,8,8,0,0,1.000,,,1.77,0.80,P,aybarma01
45,Carlos Baerga,29,NYM,NL,144,135,109,1164.2,638,289,340,9,97,.986,-1,-1,4.86,4.37,2B,baergca01
46,Jeff Bagwell,30,HOU,NL,147,146,139,1311.1,1374,1239,128,7,115,.995,4,4,9.38,9.30,1B,bagweje01
47,Scott Bailes,36,TEX,AL,46,0,0,40.1,6,2,3,1,0,.833,,,1.12,0.11,P,bailesc01
48,Cory Bailey,27,SFG,NL,5,0,0,3.1,0,0,0,0,0,,,,0.00,0.00,P,baileco01
49,Paul Bako,26,DET,AL,94,83,74,754.2,544,493,45,6,5,.989,2,3,6.42,5.72,C,bakopa01
50,James Baldwin,26,CHW,AL,37,24,1,159.0,27,7,15,5,0,.815,,,1.25,0.59,P,baldwja01
51,Jeff Ball,29,SFG,NL,1,1,0,7.0,10,10,0,0,1,1.000,0,-34,12.86,10.00,1B,ballje01
52,Brian Banks,27,MIL,NL,8,2,1,23.0,14,12,1,1,0,.929,-1,-68,5.09,1.44,C-1B-3B-OF,banksbr01
53,Willie Banks,29,TOT,ZZ,42,0,0,58.0,21,10,10,1,1,.952,,,3.10,0.48,P,bankswi01
54,Travis Baptist,26,MIN,AL,13,0,0,27.0,8,6,2,0,0,1.000,,,2.67,0.62,P,baptitr01
55,Brian Barber,25,KCR,AL,8,8,0,42.0,3,0,3,0,0,1.000,,,0.64,0.38,P,barbebr02
56,Brian Barkley,22,BOS,AL,6,0,0,11.0,1,1,0,0,0,1.000,,,0.82,0.17,P,barklbr01
57,Michael Barrett,21,MON,NL,6,6,4,48.0,34,22,9,3,1,.912,-1,-23,5.81,5.17,3B-C,barremi01
58,Manuel Barrios,23,TOT,NL,3,0,0,3.2,0,0,0,0,0,,,,0.00,0.00,P,barrima01
59,Jeff Barry,28,COL,NL,10,6,3,65.0,21,20,1,0,0,1.000,2,35,2.91,2.10,OF,barryje01
60,Kimera Bartee,25,DET,AL,29,16,13,172.0,56,51,3,2,0,.964,9,62,2.83,1.86,OF,barteki01
61,Jason Bates,27,COL,NL,21,9,5,99.2,44,15,27,2,6,.955,-1,-17,3.79,1.83,2B-SS-3B,batesja01
62,Miguel Batista,27,MON,NL,56,13,0,135.0,32,10,21,1,1,.969,,,2.07,0.55,P,batismi01
63,Tony Batista,24,ARI,NL,82,69,55,638.1,334,123,205,6,37,.982,9,17,4.62,3.64,2B-SS-3B,batisto01
64,Justin Baughman,23,ANA,AL,62,54,48,483.1,269,106,155,8,22,.970,-4,-9,4.86,4.21,2B-SS,baughju01
65,Danny Bautista,26,ATL,NL,58,27,25,300.1,49,47,0,2,0,.959,6,22,1.41,0.81,OF,bautida01
66,Trey Beamon,24,DET,AL,4,1,1,15.0,7,7,0,0,0,1.000,0,-16,4.20,1.75,OF,beamotr01
67,Rod Beck,29,CHC,NL,81,0,0,80.1,19,8,11,0,1,1.000,,,2.13,0.23,P,beckro01
68,Rich Becker,26,TOT,ZZ,102,49,30,508.2,122,115,5,2,0,.984,-1,-2,2.12,1.19,OF,beckeri01
69,Matt Beech,26,PHI,NL,21,21,0,117.0,13,0,13,0,2,1.000,,,1.00,0.62,P,beechma01
70,Tim Belcher,36,KCR,AL,34,34,2,234.0,37,18,17,2,3,.946,,,1.35,1.03,P,belchti01
71,Stan Belinda,31,CIN,NL,40,0,0,61.1,14,2,10,2,1,.857,,,1.76,0.30,P,belinst01
72,David Bell,25,TOT,MLB,132,116,96,1051.1,629,263,356,10,74,.984,2,2,5.30,4.45,2B-3B-1B-OF-SS,bellda01
73,Derek Bell,29,HOU,NL,154,149,136,1337.2,297,281,8,8,3,.973,16,15,1.94,1.88,OF,bellde01
74,Jay Bell,32,ARI,NL,153,150,138,1307.0,680,224,437,19,84,.972,4,3,4.55,4.32,SS-2B,bellja01
75,Albert Belle,31,CHW,AL,159,159,136,1366.0,335,316,11,8,3,.976,-3,-2,2.15,2.06,OF,belleal01
76,Mark Bellhorn,23,OAK,AL,8,2,2,31.1,10,3,7,0,0,1.000,1,38,2.87,1.25,3B-SS-2B,bellhma01
77,Rafael Belliard,36,ATL,NL,7,6,3,51.0,21,7,13,1,4,.952,0,-5,3.53,2.86,SS,bellira01
78,Ronnie Belliard,23,MIL,NL,1,0,0,1.0,0,0,0,0,0,,,,0.00,0.00,2B,belliro01
79,Carlos Beltrán,21,KCR,AL,14,13,13,117.0,45,44,0,1,0,.978,-1,-7,3.38,3.14,OF,beltrca01
80,Rigo Beltran,28,NYM,NL,7,0,0,8.0,1,0,1,0,0,1.000,,,1.13,0.14,P,beltrri01
81,Adrián Beltré,19,LAD,NL,74,54,49,518.2,176,32,131,13,13,.926,1,2,2.83,2.14,3B-SS,beltrad01
82,Marvin Benard,27,SFG,NL,79,57,39,539.2,112,109,1,2,1,.982,2,5,1.83,1.39,OF,benarma01
83,Andy Benes,30,ARI,NL,34,34,1,231.1,48,23,25,0,2,1.000,,,1.87,1.41,P,benesan01
84,Armando Benitez,25,BAL,AL,71,0,0,68.1,8,3,5,0,0,1.000,,,1.05,0.11,P,benitar01
85,Yamil Benitez,25,ARI,NL,62,48,23,398.1,108,101,4,3,1,.972,-1,-2,2.37,1.69,OF,benitya01
86,Mike Benjamin,32,BOS,AL,119,100,79,902.0,511,233,275,3,54,.994,17,22,5.07,3.97,2B-SS-3B-1B,benjami01
87,Gary Bennett,26,PHI,NL,9,8,7,78.2,52,50,2,0,0,1.000,0,0,5.95,5.78,C,bennega01
88,Joel Bennett,28,BAL,AL,2,0,0,2.0,0,0,0,0,0,,,,0.00,0.00,P,bennejo02
89,Shayne Bennett,26,MON,NL,62,0,0,91.2,18,4,14,0,1,1.000,,,1.77,0.29,P,bennesh01
90,Jason Bere,27,TOT,ZZ,27,22,0,127.1,20,8,11,1,0,.950,,,1.34,0.70,P,bereja01
91,Dave Berg,27,FLA,NL,66,45,36,449.1,227,90,130,7,23,.969,-3,-7,4.41,3.19,2B-3B-SS,bergda01
92,Sean Bergman,28,HOU,NL,31,27,1,172.0,31,16,14,1,0,.968,,,1.57,0.97,P,bergmse01
93,Geronimo Berroa,33,TOT,AL,18,15,9,128.0,32,31,1,0,0,1.000,0,0,2.25,1.78,OF,berroge01
94,Sean Berry,32,HOU,NL,87,75,51,654.1,215,55,150,10,13,.953,-1,-1,2.82,2.36,3B,berryse01
95,Brian Bevil,26,KCR,AL,39,0,0,40.0,2,1,1,0,0,1.000,,,0.45,0.05,P,bevilbr01
96,Dante Bichette,34,COL,NL,156,156,109,1316.2,314,289,14,11,6,.965,-4,-4,2.07,1.94,OF,bicheda01
97,Steve Bieser,30,PIT,NL,1,0,0,2.2,0,0,0,0,0,,0,-180,0.00,0.00,OF,biesest01
98,Craig Biggio,32,HOU,NL,159,154,141,1368.1,764,318,431,15,92,.980,-7,-6,4.93,4.71,2B,biggicr01
99,Willie Blair,32,TOT,NL,34,25,0,175.1,46,10,35,1,3,.978,,,2.31,1.32,P,blairwi01
100,Jeff Blauser,32,CHC,NL,106,100,90,892.1,398,129,255,14,36,.965,-9,-13,3.87,3.62,SS,blausje01
101,Mike Blowers,33,OAK,AL,125,104,92,942.2,306,113,174,19,18,.938,-9,-12,2.74,2.24,3B-1B,blowemi01
102,Doug Bochtler,27,DET,AL,51,0,0,67.1,12,6,4,2,0,.833,,,1.34,0.20,P,bochtdo01
103,Brian Boehringer,29,SDP,NL,56,1,0,76.1,15,7,8,0,0,1.000,,,1.77,0.27,P,boehrbr01
104,Tim Bogar,31,HOU,NL,74,38,23,408.1,213,63,147,3,21,.986,3,9,4.63,2.73,SS-2B-3B,bogarti01
105,Wade Boggs,40,TBD,AL,78,75,55,639.1,188,52,131,5,12,.973,5,9,2.58,2.35,3B,boggswa01
106,Brian Bohanon,29,TOT,NL,39,18,2,151.2,50,10,38,2,3,.960,,,2.85,1.23,P,bohanbr01
107,Frank Bolick,32,ANA,AL,8,6,4,57.0,16,9,7,0,1,1.000,1,11,2.53,1.78,3B-OF-1B,bolicfr01
108,Barry Bonds,33,SFG,NL,155,154,132,1336.1,308,301,2,5,0,.984,10,9,2.04,1.95,OF,bondsba01
109,Ricky Bones,29,KCR,AL,32,0,0,53.1,24,8,15,1,1,.958,,,3.88,0.72,P,bonesri01
110,Bobby Bonilla,35,TOT,NL,96,94,59,773.0,217,74,125,18,14,.917,-12,-19,2.32,2.05,3B-OF,bonilbo01
111,Aaron Boone,25,CIN,NL,52,49,42,432.0,142,37,97,8,7,.944,1,2,2.79,2.48,3B-SS-2B,booneaa01
112,Bret Boone,29,CIN,NL,156,155,147,1358.0,754,329,416,9,100,.988,-7,-6,4.94,4.78,2B,boonebr01
113,Josh Booty,23,FLA,NL,7,6,5,51.0,18,4,11,3,1,.833,0,5,2.65,2.14,3B,bootyjo01
114,Pat Borders,35,CLE,AL,54,42,39,402.1,311,283,20,8,1,.974,-1,-2,6.78,5.61,C-3B,bordepa01
115,Mike Bordick,32,BAL,AL,150,144,127,1238.1,689,236,446,7,91,.990,14,13,4.96,4.55,SS,bordimi01
116,Toby Borland,29,PHI,NL,6,0,0,9.0,1,0,1,0,0,1.000,,,1.00,0.17,P,borlato02
117,Joe Borowski,27,NYY,AL,8,0,0,9.2,2,0,2,0,0,1.000,,,1.86,0.25,P,borowjo01
118,Shawn Boskie,31,MON,NL,5,5,0,17.2,5,0,4,1,0,.800,,,2.04,0.80,P,boskish01
119,Ricky Bottalico,28,PHI,NL,39,0,0,43.1,11,5,6,0,1,1.000,,,2.28,0.28,P,bottari01
120,Kent Bottenfield,29,STL,NL,44,17,0,133.2,30,3,27,0,0,1.000,,,2.02,0.68,P,botteke01
121,Rafael Bournigal,32,OAK,AL,84,55,43,534.0,279,109,170,0,38,1.000,-1,-3,4.70,3.24,2B-SS,bournra01
122,Chad Bradford,23,CHW,AL,29,0,0,30.2,10,1,8,1,0,.900,,,2.64,0.31,P,bradfch01
123,Ryan Bradley,22,NYY,AL,5,1,0,12.2,2,2,0,0,0,1.000,,,1.42,0.40,P,bradlry01
124,Darren Bragg,28,BOS,AL,124,112,94,982.0,225,218,6,1,3,.996,15,19,2.05,1.81,OF,braggda01
125,Jeff Branson,31,CLE,AL,54,19,13,215.0,109,49,55,5,15,.954,0,-1,4.35,1.86,2B-3B-1B-SS,bransje01
126,Jeff Brantley,34,STL,NL,48,0,0,50.2,4,4,0,0,0,1.000,,,0.71,0.08,P,brantje01
127,Russell Branyan,22,CLE,AL,1,1,0,7.0,1,0,1,0,0,1.000,0,17,1.29,1.00,3B,branyru01
128,Brent Brede,26,ARI,NL,66,46,29,435.2,147,136,7,4,5,.973,-10,-28,2.95,2.04,OF-1B,bredebr01
129,Billy Brewer,30,PHI,NL,2,0,0,0.1,0,0,0,0,0,,,,0.00,0.00,P,brewebi01
130,Doug Brocail,31,DET,AL,60,0,0,62.2,15,8,7,0,1,1.000,,,2.15,0.25,P,brocado01
131,Chris Brock,28,SFG,NL,13,0,0,27.2,4,1,2,1,0,.750,,,0.98,0.23,P,brockch01
132,Rico Brogna,28,PHI,NL,151,143,133,1271.2,1384,1238,141,5,103,.996,2,2,9.76,9.13,1B,brognri01
133,Scott Brosius,31,NYY,AL,151,148,142,1327.2,430,114,294,22,30,.949,12,10,2.77,2.65,3B-1B-OF,brosisc01
134,Scott Brow,29,ARI,NL,17,0,0,21.1,7,5,1,1,0,.857,,,2.53,0.35,P,browsc01
135,Adrian Brown,24,PIT,NL,38,36,33,308.1,88,83,3,2,2,.977,3,12,2.51,2.26,OF,brownad01
136,Brant Brown,27,CHC,NL,105,77,50,738.1,222,212,3,7,2,.968,-2,-4,2.62,1.97,OF-1B,brownbr01
137,Dee Brown,20,KCR,AL,2,0,0,3.0,1,1,0,0,0,1.000,-1,-280,3.00,0.50,OF,brownde02
138,Emil Brown,23,PIT,NL,10,10,7,81.2,23,21,2,0,0,1.000,2,24,2.53,2.30,OF,brownem01
139,Kevin Brown,33,SDP,NL,36,35,7,257.0,74,31,41,2,2,.973,,,2.52,2.00,P,brownke01
140,Kevin Brown,25,TOR,AL,52,32,24,313.1,282,261,19,2,2,.993,1,4,8.04,5.38,C,brownke04
141,Mark Brownson,23,COL,NL,2,2,1,13.1,1,1,0,0,0,1.000,,,0.68,0.50,P,brownma04
142,Will Brunson,28,TOT,ZZ,10,0,0,5.1,1,0,1,0,0,1.000,,,1.69,0.10,P,brunswi01
143,Jim Bruske,33,TOT,ZZ,42,1,0,60.0,8,4,4,0,0,1.000,,,1.20,0.19,P,bruskji01
144,Mike Buddie,27,NYY,AL,24,2,0,41.2,7,4,3,0,0,1.000,,,1.51,0.29,P,buddimi01
145,Damon Buford,28,BOS,AL,68,52,45,489.0,138,134,4,0,1,1.000,-4,-9,2.54,2.00,OF-2B-3B,buforda01
146,Jay Buhner,33,SEA,AL,70,70,52,572.2,134,127,5,2,2,.985,-8,-17,2.07,1.89,OF,buhneja01
147,Jim Bullinger,32,SEA,AL,2,1,0,5.2,1,1,0,0,0,1.000,,,1.59,0.50,P,bulliji01
148,Kirk Bullinger,28,MON,NL,8,0,0,7.0,3,0,3,0,0,1.000,,,3.86,0.38,P,bulliki01
149,Dave Burba,31,CLE,AL,32,31,0,203.2,43,15,26,2,4,.953,,,1.81,1.28,P,burbada01
150,John Burkett,33,TEX,AL,32,32,0,195.0,30,11,18,1,0,.967,,,1.34,0.91,P,burkejo03
151,Ellis Burks,33,TOT,NL,139,134,86,1149.0,288,276,6,6,0,.979,-8,-8,2.21,2.03,OF,burksel01
152,Jeromy Burnitz,29,MIL,NL,161,158,148,1404.1,325,306,10,9,3,.972,11,9,2.03,1.96,OF,burnije01
153,Mike Busby,25,STL,NL,26,2,0,46.0,7,3,4,0,1,1.000,,,1.37,0.27,P,busbymi01
154,Homer Bush,25,NYY,AL,29,12,10,156.0,78,38,38,2,4,.974,1,7,4.38,2.62,2B-3B-SS,bushho01
155,Adam Butler,24,ATL,NL,8,0,0,5.0,1,0,0,1,0,.000,,,0.00,0.00,P,butlead01
156,Rich Butler,25,TBD,AL,61,56,44,498.1,117,113,4,0,1,1.000,4,9,2.11,1.92,OF,butleri01
157,Paul Byrd,27,TOT,NL,9,8,2,57.0,11,3,7,1,1,.909,,,1.58,1.11,P,byrdpa01
158,Tim Byrdak,24,KCR,AL,3,0,0,1.2,0,0,0,0,0,,,,0.00,0.00,P,byrdati01
159,Jolbert Cabrera,25,CLE,AL,1,0,0,5.0,4,2,2,0,0,1.000,0,48,7.20,4.00,SS,cabrejo02
160,Jose Cabrera,26,HOU,NL,3,0,0,4.1,1,0,1,0,0,1.000,,,2.08,0.33,P,cabrejo01
161,Orlando Cabrera,23,MON,NL,78,72,61,621.1,325,122,196,7,36,.978,3,6,4.61,3.98,SS-2B,cabreor01
162,Greg Cadaret,36,TOT,AL,50,0,0,44.2,5,1,4,0,1,1.000,,,1.01,0.10,P,cadargr01
163,Miguel Cairo,24,TBD,AL,148,139,135,1233.0,723,278,429,16,109,.978,22,22,5.16,4.78,2B,cairomi01
164,Mike Cameron,25,CHW,AL,138,105,98,983.0,323,313,6,4,0,.988,12,15,2.92,2.31,OF,camermi01
165,Ken Caminiti,35,SDP,NL,126,125,88,1049.0,305,77,207,21,16,.931,-11,-13,2.44,2.25,3B,caminke01
166,Tom Candiotti,41,OAK,AL,33,33,3,201.0,56,16,39,1,2,.982,,,2.46,1.67,P,candito01
167,John Cangelosi,35,FLA,NL,45,28,11,242.1,65,62,1,2,0,.969,-6,-32,2.34,1.40,OF,cangejo01
168,Jose Canseco,33,TOR,AL,73,73,28,551.2,126,117,4,5,2,.960,-5,-10,1.97,1.66,OF,cansejo01
169,Dan Carlson,28,TBD,AL,10,0,0,17.2,2,1,1,0,0,1.000,,,1.02,0.20,P,carlsda01
170,Chris Carpenter,23,TOR,AL,33,24,1,175.0,34,20,13,1,2,.971,,,1.70,1.00,P,carpech01
171,Hector Carrasco,28,MIN,AL,63,0,0,61.2,15,9,6,0,0,1.000,,,2.19,0.24,P,carrahe01
172,Joe Carter,38,TOT,ZZ,83,67,42,583.0,219,201,13,5,6,.977,-11,-23,3.30,2.55,OF-1B,cartejo01
173,Mike Caruso,21,CHW,AL,131,129,122,1121.1,629,216,378,35,91,.944,-3,-4,4.77,4.53,SS,carusmi01
174,Raul Casanova,25,DET,AL,14,13,9,105.0,90,81,6,3,0,.967,0,0,7.46,6.21,C,casanra01
175,Sean Casey,23,CIN,NL,86,79,60,683.1,683,643,36,4,65,.994,0,-1,8.94,7.90,1B,caseyse01
176,Larry Casian,32,CHW,AL,4,0,0,4.0,2,1,1,0,0,1.000,,,4.50,0.50,P,casiala01
177,Vinny Castilla,30,COL,NL,162,162,155,1422.2,439,110,316,13,39,.970,7,6,2.69,2.61,3B-SS,castivi02
178,Alberto Castillo,28,NYM,NL,35,29,21,245.2,210,193,15,2,3,.990,6,29,7.62,5.94,C,castial01
179,Carlos Castillo,23,CHW,AL,54,2,0,100.1,22,5,16,1,1,.955,,,1.88,0.39,P,castica02
180,Frank Castillo,29,DET,AL,27,19,0,116.0,22,8,14,0,1,1.000,,,1.71,0.81,P,castifr01
181,Luis Castillo,22,FLA,NL,44,43,42,378.1,237,117,113,7,34,.970,-2,-7,5.47,5.23,2B,castilu01
182,Tony Castillo,35,CHW,AL,25,0,0,27.0,10,1,9,0,2,1.000,,,3.33,0.40,P,castito02
183,Juan Castro,26,LAD,NL,85,58,36,565.1,287,95,182,10,53,.965,1,2,4.41,2.86,SS-2B-3B,castrju01
184,Frank Catalanotto,24,DET,AL,52,27,20,263.0,216,162,51,3,20,.986,0,0,7.29,4.10,2B-1B-3B,catalfr01
185,Mike Cather,27,ATL,NL,36,0,0,41.1,8,0,7,1,0,.875,,,1.52,0.19,P,cathemi01
186,Domingo Cedeno,29,TEX,AL,40,28,26,265.1,126,41,79,6,15,.952,0,1,4.07,2.86,SS-2B,cedendo01
187,Roger Cedeno,23,LAD,NL,77,49,38,480.2,92,86,4,2,1,.978,0,0,1.69,1.17,OF,cedenro01
188,Norm Charlton,35,TOT,ZZ,49,0,0,48.0,16,6,9,1,0,.938,,,2.81,0.31,P,charlno01
189,Eric Chavez,20,OAK,AL,13,11,9,95.0,32,11,21,0,2,1.000,0,0,3.03,2.46,3B,chaveer01
190,Raul Chavez,25,SEA,AL,1,0,0,4.0,3,3,0,0,0,1.000,0,0,6.75,3.00,C,chavera01
191,Robinson Checo,26,BOS,AL,2,2,0,7.2,0,0,0,0,0,,,,0.00,0.00,P,checoro01
192,Bruce Chen,21,ATL,NL,4,4,0,20.1,1,0,1,0,0,1.000,,,0.44,0.25,P,chenbr01
193,Jin Ho Cho,22,BOS,AL,4,4,0,18.2,3,3,0,0,0,1.000,,,1.45,0.75,P,choji01
194,Bobby Chouinard,26,TOT,NL,27,2,0,41.1,7,3,4,0,0,1.000,,,1.52,0.26,P,chouibo01
195,Ryan Christenson,24,OAK,AL,116,101,91,909.0,296,284,7,5,2,.983,-1,-1,2.88,2.51,OF,chrisry01
196,Jason Christiansen,28,PIT,NL,60,0,0,64.2,8,2,5,1,0,.875,,,0.97,0.12,P,chrisja01
197,Archi Cianfrocco,31,SDP,NL,34,16,9,171.2,132,103,26,3,12,.977,-2,-15,6.76,3.39,1B-3B-OF-2B,cianfar01
198,Jeff Cirillo,28,MIL,NL,155,153,143,1359.1,513,149,353,11,53,.979,18,16,3.32,3.24,3B-1B,cirilje01
199,Dave Clark,35,HOU,NL,22,16,4,130.0,26,22,1,3,0,.885,-4,-37,1.59,1.05,OF,clarkda05
200,Mark Clark,30,CHC,NL,33,33,2,213.2,35,11,24,0,0,1.000,,,1.47,1.06,P,clarkma01
201,Tony Clark,26,DET,AL,142,142,126,1234.0,1380,1265,102,13,134,.991,0,0,9.97,9.63,1B,clarkto02
202,Will Clark,34,TEX,AL,134,133,121,1147.1,1165,1079,73,13,112,.989,-5,-5,9.04,8.60,1B,clarkwi02
203,Royce Clayton,28,TOT,ZZ,141,138,129,1225.2,686,228,438,20,79,.971,3,3,4.89,4.72,SS,claytro01
204,Roger Clemens,35,TOR,AL,33,33,5,234.2,35,7,27,1,1,.971,,,1.30,1.03,P,clemero02
205,Matt Clement,23,SDP,NL,4,2,0,13.2,0,0,0,0,0,,,,0.00,0.00,P,clemema01
206,Edgard Clemente,22,COL,NL,7,4,4,46.0,7,6,0,1,0,.857,-1,-26,1.17,0.86,OF,clemeed02
207,Brad Clontz,27,TOT,NL,20,0,0,23.2,3,1,1,1,0,.667,,,0.76,0.10,P,clontbr01
208,Ken Cloude,23,SEA,AL,30,30,0,155.1,28,11,15,2,2,.929,,,1.51,0.87,P,cloudke01
209,Danny Clyburn,24,BAL,AL,8,6,1,46.0,11,11,0,0,0,1.000,-1,-21,2.15,1.38,OF,clybuda01
210,Greg Colbrunn,28,TOT,NL,42,33,18,284.2,306,279,25,2,20,.993,2,8,9.61,7.07,1B-OF-C,colbrgr01
211,Lou Collier,24,PIT,NL,107,98,87,862.1,453,148,287,18,56,.960,-1,-1,4.54,4.07,SS,collilo01
212,Bartolo Colon,25,CLE,AL,31,31,6,204.0,48,13,34,1,1,.979,,,2.07,1.52,P,colonba01
213,David Cone,35,NYY,AL,31,31,3,207.2,38,12,25,1,3,.974,,,1.60,1.19,P,coneda01
214,Jeff Conine,32,KCR,AL,89,82,73,725.2,243,235,7,1,15,.996,1,2,3.00,2.63,OF-1B,coninje01
215,Steve Connelly,24,OAK,AL,3,0,0,4.2,2,1,1,0,0,1.000,,,3.86,0.67,P,connest01
216,Dennis Cook,35,NYM,NL,73,0,0,68.0,12,2,9,1,1,.917,,,1.46,0.15,P,cookde01
217,Steve Cooke,28,CIN,NL,1,1,0,6.0,1,0,1,0,0,1.000,,,1.50,1.00,P,cookest01
218,Ron Coomer,31,MIN,AL,121,115,97,1026.1,584,428,150,6,41,.990,-2,-3,5.07,4.38,3B-1B-OF,coomero01
