Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rdrs,Rdrs/yr,Rgood,RF/9,RF/G,Pos Summary,Name-additional
89,Peter Bergeron,26,MON,NL,11,11,10,97.0,23,21,0,2,0,.913,1,15,4,49,0,1.95,1.91,OF,bergepe01
90,Dusty Bergman,26,ANA,AL,1,0,0,2.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,bergmdu01
91,Lance Berkman,28,HOU,NL,160,158,146,1402.0,262,248,12,2,3,.992,-3,-3,-2,-1,2,1.67,1.59,OF-1B,berkmla01
92,Adam Bernero,27,COL,NL,16,2,0,32.1,5,1,4,0,0,1.000,,,0,0,0,1.39,0.31,P,bernead01
93,Angel Berroa,26,KCR,AL,133,132,126,1143.0,624,207,389,28,94,.955,-10,-11,-11,-11,2,4.69,4.48,SS,berroan01
94,Rafael Betancourt,29,CLE,AL,68,0,0,66.2,5,2,3,0,0,1.000,,,-1,-3,0,0.68,0.07,P,betanra01
95,Wilson Betemit,22,ATL,NL,17,11,9,113.2,53,14,36,3,7,.943,1,7,0,3,0,3.96,2.78,SS-3B,betemwi01
96,Rocky Biddle,28,MON,NL,47,9,0,78.0,11,2,9,0,0,1.000,,,-4,-10,0,1.27,0.23,P,biddlro01
97,Nick Bierbrodt,26,TEX,AL,4,4,0,17.0,5,1,4,0,0,1.000,,,1,12,0,2.65,1.25,P,bierbni01
98,Larry Bigbie,26,BAL,AL,134,131,115,1157.2,294,289,3,2,0,.993,-3,-3,-4,-4,0,2.27,2.18,OF,bigbila01
99,Craig Biggio,38,HOU,NL,149,149,94,1225.0,263,250,4,9,0,.966,-15,-15,-26,-25,-4,1.87,1.70,OF,biggicr01
100,Travis Blackley,21,SEA,AL,6,6,0,26.0,6,2,4,0,0,1.000,,,0,0,0,2.08,1.00,P,blacktr01
101,Casey Blake,30,CLE,AL,152,151,141,1364.1,435,133,276,26,26,.940,-12,-10,-5,-4,0,2.70,2.56,3B-1B,blakeca01
102,Hank Blalock,23,TEX,AL,159,154,151,1377.2,399,103,279,17,33,.957,1,0,6,5,0,2.50,2.40,3B,blaloha01
103,Andrés Blanco,20,KCR,AL,19,19,16,162.0,98,30,64,4,17,.959,4,29,4,31,0,5.22,4.95,SS,blancan01
104,Henry Blanco,32,MIN,AL,114,95,72,872.1,737,685,45,7,7,.991,6,8,-2,-3,-1,7.53,6.40,C,blanche01
105,Joe Blanton,23,OAK,AL,3,0,0,8.0,1,1,0,0,0,1.000,,,0,0,0,1.13,0.33,P,blantjo01
106,Willie Bloomquist,26,SEA,AL,78,55,36,497.2,225,135,80,10,28,.956,-9,-21,-12,-28,-1,3.89,2.69,3B-SS-1B-OF-2B,bloomwi01
107,Geoff Blum,31,TBD,AL,108,88,75,817.0,330,137,183,10,33,.970,-2,-3,-5,-7,1,3.53,2.64,3B-2B-OF-1B-SS,blumge01
108,Hiram Bocachica,28,SEA,AL,44,25,20,258.2,68,68,0,0,0,1.000,1,3,10,46,2,2.37,1.55,OF,bocachi01
109,Brian Boehringer,35,PIT,NL,21,0,0,25.1,3,0,3,0,1,1.000,,,-2,-16,0,1.07,0.14,P,boehrbr01
110,Jeremy Bonderman,21,DET,AL,33,32,2,184.0,32,14,15,3,1,.906,,,-7,-8,-1,1.42,0.88,P,bondeje01
111,Barry Bonds,39,SFG,NL,133,132,106,1130.2,229,214,11,4,0,.983,2,2,-16,-16,-4,1.79,1.69,OF,bondsba01
112,Jung Bong,23,CIN,NL,3,3,0,15.1,5,1,4,0,1,1.000,,,1,13,0,2.93,1.67,P,bongju01
113,Bret Boone,35,SEA,AL,148,148,140,1308.2,644,280,350,14,90,.978,-11,-10,-12,-11,1,4.33,4.26,2B,boonebr01
114,Joe Borchard,25,CHW,AL,56,52,51,465.2,108,101,4,3,0,.972,2,5,4,10,0,2.03,1.88,OF,borchjo01
115,Pat Borders,41,TOT,AL,38,31,18,258.2,225,203,18,4,4,.982,3,14,5,23,2,7.69,5.82,C,bordepa01
116,Dave Borkowski,27,BAL,AL,17,8,0,56.0,5,1,2,2,1,.600,,,-2,-7,0,0.48,0.18,P,borkoda01
117,Toby Borland,35,FLA,NL,18,0,0,18.1,5,2,2,1,0,.800,,,0,0,0,1.96,0.22,P,borlato02
118,Joe Borowski,33,CHC,NL,22,0,0,21.1,1,0,1,0,0,1.000,,,0,0,0,0.42,0.05,P,borowjo01
119,Ricky Bottalico,34,NYM,NL,60,0,0,69.1,13,5,8,0,0,1.000,,,1,3,1,1.69,0.22,P,bottari01
120,Rob Bowen,23,MIN,AL,15,8,5,81.2,67,65,1,1,1,.985,0,0,-1,-15,0,7.27,4.40,C,bowenro01
121,Jason Boyd,31,PIT,NL,12,0,0,13.0,6,0,4,2,0,.667,,,-1,-15,0,2.77,0.33,P,boydja02
122,Chad Bradford,29,OAK,AL,68,0,0,59.0,20,5,13,2,0,.900,,,-1,-3,0,2.75,0.26,P,bradfch01
123,Milton Bradley,26,LAD,NL,138,137,122,1188.1,348,332,8,8,1,.977,15,15,12,12,4,2.58,2.46,OF,bradlmi01
124,Darren Bragg,34,CIN,NL,26,18,16,189.0,64,61,2,1,0,.984,6,38,14,88,0,3.00,2.42,OF,braggda01
125,Russell Branyan,28,MIL,NL,45,41,38,371.2,138,42,91,5,8,.964,-1,-5,2,7,0,3.22,2.89,3B-1B,branyru01
126,Craig Brazell,24,NYM,NL,7,3,2,35.0,39,34,4,1,1,.974,0,7,0,0,0,9.77,5.43,1B,brazecr01
127,Dewon Brazelton,24,TBD,AL,22,21,0,120.2,13,5,8,0,1,1.000,,,-1,-2,0,0.97,0.59,P,brazede01
128,Yhency Brazoban,24,LAD,NL,31,0,0,32.2,5,1,4,0,1,1.000,,,-1,-6,0,1.38,0.16,P,brazoyh01
129,Juan Brito,24,ARI,NL,54,53,48,461.2,419,385,30,4,2,.990,-2,-5,3,8,1,8.09,7.69,C,britoju01
130,Doug Brocail,37,TEX,AL,43,0,0,52.1,17,8,8,1,2,.941,,,-1,-4,0,2.75,0.37,P,brocado01
131,Frank Brooks,25,PIT,NL,11,1,0,17.1,0,0,0,0,0,,,,-1,-12,,0.00,0.00,P,brookfr01
132,Ben Broussard,27,CLE,AL,133,107,98,1019.1,1074,991,77,6,108,.994,-2,-3,2,2,-1,9.43,8.03,1B,brousbe01
133,Jim Brower,31,SFG,NL,89,0,0,93.0,29,6,21,2,0,.931,,,1,2,0,2.61,0.30,P,broweji01
134,Adrian Brown,30,KCR,AL,5,3,3,29.0,9,9,0,0,0,1.000,-1,-54,0,0,0,2.79,1.80,OF,brownad01
135,Dee Brown,26,KCR,AL,53,49,45,434.0,100,93,4,3,0,.970,-1,-1,-2,-5,-2,2.01,1.83,OF,brownde02
136,Jamie Brown,27,BOS,AL,4,0,0,7.2,0,0,0,0,0,,,,0,0,,0.00,0.00,P,brownja04
137,Kevin Brown,39,NYY,AL,22,22,0,132.0,23,8,11,4,2,.826,,,-3,-5,0,1.30,0.86,P,brownke01
138,Brian Bruney,22,ARI,NL,30,0,0,31.1,6,2,3,1,0,.833,,,1,6,0,1.44,0.17,P,brunebr01
139,Eric Bruntlett,26,HOU,NL,40,12,10,151.0,57,21,33,3,9,.947,-1,-4,3,23,0,3.22,1.35,SS-2B-OF,brunter01
140,Brian Buchanan,30,TOT,NL,22,14,3,114.1,30,29,1,0,2,1.000,-5,-48,-9,-94,0,2.36,1.36,OF-1B,buchabr01
141,John Buck,23,KCR,AL,68,66,63,575.0,393,376,14,3,4,.992,-3,-6,-4,-8,-2,6.10,5.74,C,buckjo01
142,Mark Buehrle,25,CHW,AL,35,35,4,245.1,71,16,51,4,3,.944,,,10,8,1,2.46,1.91,P,buehrma01
143,Ryan Bukvich,26,KCR,AL,9,0,0,7.1,0,0,0,0,0,,,,0,0,0,0.00,0.00,P,bukviry01
144,Kirk Bullinger,34,HOU,NL,27,0,0,30.2,14,4,10,0,0,1.000,,,1,7,0,4.11,0.52,P,bulliki01
145,Nate Bump,27,FLA,NL,50,2,0,73.2,12,2,9,1,0,.917,,,-2,-5,0,1.34,0.22,P,bumpna01
146,Dave Burba,37,TOT,NL,51,0,0,77.0,21,6,13,2,0,.905,,,2,31,0,2.22,0.37,P,burbada01
147,Chris Burke,24,HOU,NL,7,2,1,25.2,22,7,15,0,3,1.000,2,75,0,0,0,7.71,3.14,2B,burkech01
148,Jamie Burke,32,CHW,AL,51,33,25,308.2,237,221,13,3,2,.987,4,14,3,11,-1,6.82,4.59,C-OF-1B-3B,burkeja02
149,A.J. Burnett,27,FLA,NL,20,19,1,120.0,28,10,18,0,0,1.000,,,2,3,0,2.10,1.40,P,burnea.01
150,Sean Burnett,21,PIT,NL,13,13,1,71.2,22,4,17,1,1,.955,,,3,8,0,2.64,1.62,P,burnese01
151,Jeromy Burnitz,35,COL,NL,143,137,98,1196.0,272,255,10,7,1,.974,-9,-9,-30,-30,-8,1.99,1.85,OF,burnije01
152,Pat Burrell,27,PHI,NL,122,121,103,1060.0,230,217,9,4,1,.983,1,1,2,2,2,1.92,1.85,OF,burrepa01
153,Sean Burroughs,23,SDP,NL,125,119,113,1060.0,323,100,209,14,25,.957,-4,-5,8,9,-2,2.62,2.47,3B,burrose01
154,Dave Bush,24,TOR,AL,16,16,1,97.2,14,9,5,0,0,1.000,,,-2,-4,0,1.29,0.88,P,bushda01
155,Homer Bush,31,NYY,AL,4,2,2,23.0,11,7,4,0,3,1.000,0,-10,-1,-37,0,4.30,2.75,2B,bushho01
156,Mike Bynum,26,SDP,NL,2,0,0,0.2,0,0,0,0,0,,,,-1,-300,,0.00,0.00,P,bynummi01
157,Marlon Byrd,26,PHI,NL,92,86,72,753.1,201,195,4,2,1,.990,3,4,-30,-47,-4,2.38,2.16,OF,byrdma01
158,Paul Byrd,33,ATL,NL,19,19,0,114.1,25,7,15,3,2,.880,,,-1,-2,0,1.73,1.16,P,byrdpa01
159,Eric Byrnes,28,OAK,AL,141,137,113,1240.2,278,264,11,3,2,.989,9,8,8,7,-2,1.99,1.95,OF,byrneer01
160,Daniel Cabrera,23,BAL,AL,28,27,1,147.2,16,9,6,1,0,.938,,,-7,-9,-1,0.91,0.54,P,cabreda01
161,Fernando Cabrera,22,CLE,AL,4,0,0,5.1,1,1,0,0,0,1.000,,,0,0,0,1.69,0.25,P,cabrefe01
162,Jolbert Cabrera,31,SEA,AL,105,90,71,816.0,409,278,125,6,40,.985,5,7,0,0,-2,4.44,3.54,3B-OF-1B-2B-SS,cabrejo02
163,Miguel Cabrera,21,FLA,NL,158,158,135,1360.0,284,262,13,9,1,.968,-10,-8,-6,-5,-4,1.82,1.74,OF,cabremi01
164,Orlando Cabrera,29,TOT,ZZ,158,157,145,1358.2,677,225,437,15,92,.978,0,0,8,7,-1,4.39,4.19,SS,cabreor01
165,Miguel Cairo,30,NYY,AL,122,103,86,932.1,502,201,293,8,60,.984,-2,-2,-10,-12,2,4.77,3.95,2B-3B-SS-1B,cairomi01
166,Kiko Calero,29,STL,NL,41,0,0,45.1,11,2,9,0,0,1.000,,,1,4,0,2.18,0.27,P,calerki01
167,Carmen Cali,25,STL,NL,10,0,0,7.1,0,0,0,0,0,,,,0,0,,0.00,0.00,P,calica01
168,Mickey Callaway,29,TEX,AL,4,3,0,11.1,4,2,2,0,1,1.000,,,1,18,0,3.18,1.00,P,callami01
169,Ron Calloway,27,MON,NL,20,15,9,136.1,27,27,0,0,0,1.000,-3,-24,0,0,-2,1.78,1.35,OF,calloro01
170,Mike Cameron,31,NYM,NL,135,132,130,1184.0,368,354,6,8,2,.978,-2,-2,-16,-16,-8,2.74,2.67,OF,camermi01
171,Shawn Camp,28,KCR,AL,42,0,0,66.2,16,3,13,0,0,1.000,,,2,6,0,2.16,0.38,P,campsh01
172,Jorge Cantu,22,TBD,AL,45,43,39,375.1,180,59,113,8,20,.956,1,3,-3,-10,-1,4.12,3.82,2B-3B-SS,cantujo01
173,Jose Capellan,23,ATL,NL,3,2,0,8.0,0,0,0,0,0,,,,-1,-25,,0.00,0.00,P,capeljo01
174,Chris Capuano,25,MIL,NL,17,17,0,88.1,19,3,16,0,0,1.000,,,4,9,0,1.94,1.12,P,capuach01
175,Chris Carpenter,29,STL,NL,28,28,1,182.0,47,12,34,1,4,.979,,,4,4,0,2.27,1.64,P,carpech01
176,Giovanni Carrara,36,LAD,NL,42,0,0,53.2,15,4,11,0,2,1.000,,,3,11,0,2.52,0.36,P,carragi01
177,D.J. Carrasco,27,KCR,AL,30,0,0,35.1,13,7,6,0,0,1.000,,,-1,-6,0,3.31,0.43,P,carradj01
178,Jamey Carroll,30,MON,NL,69,51,41,487.2,247,105,139,3,37,.988,0,0,1,2,2,4.50,3.21,2B-3B-SS-OF,carroja01
179,Lance Carter,29,TBD,AL,56,0,0,80.1,12,4,8,0,0,1.000,,,0,0,0,1.34,0.21,P,cartela02
180,Sean Casey,29,CIN,NL,145,142,128,1245.2,1297,1233,56,8,86,.994,4,4,2,2,0,9.31,8.89,1B,caseyse01
181,Kevin Cash,26,TOR,AL,60,50,44,460.1,354,316,36,2,5,.994,2,5,3,8,-2,6.88,5.87,C,cashke01
182,Santiago Casilla,23,OAK,AL,4,0,0,5.2,3,1,2,0,0,1.000,,,0,0,0,4.76,0.75,P,garcija01
183,Vinny Castilla,36,COL,NL,148,147,136,1286.2,446,124,316,6,30,.987,17,15,6,6,1,3.08,2.97,3B,castivi02
184,Alberto Castillo,34,KCR,AL,29,28,25,242.1,211,199,11,1,0,.995,2,10,1,5,1,7.80,7.24,C,castial01
185,Frank Castillo,35,BOS,AL,2,0,0,1.0,0,0,0,0,0,,,,0,0,,0.00,0.00,P,castifr01
186,Jose Castillo,23,PIT,NL,124,105,93,953.0,542,230,301,11,81,.980,-7,-8,-4,-4,2,5.01,4.25,2B-SS,castijo02
187,Luis Castillo,28,FLA,NL,148,147,134,1274.1,687,275,406,6,97,.991,17,16,8,7,0,4.81,4.60,2B,castilu01
188,Juan Castro,32,CIN,NL,107,66,46,664.1,297,112,177,8,31,.973,1,2,2,3,1,3.92,2.31,3B-SS-2B-1B,castrju01
189,Ramon Castro,28,FLA,NL,31,27,23,243.0,206,192,12,2,2,.990,1,5,1,6,0,7.56,6.58,C,castrra01
190,Ramon Castro,24,OAK,AL,7,3,2,32.0,7,1,6,0,0,1.000,-1,-45,-1,-34,0,1.97,1.00,3B-SS,castrra02
191,Frank Catalanotto,30,TOR,AL,41,34,31,309.2,70,67,1,2,1,.971,1,2,0,0,-2,1.98,1.66,OF,catalfr01
192,Roger Cedeno,29,STL,NL,54,40,15,335.2,49,47,2,0,0,1.000,-11,-39,-4,-14,0,1.31,0.91,OF,cedenro01
193,Matthew Cepicky,26,MON,NL,11,10,5,75.2,24,24,0,0,0,1.000,2,25,2,31,0,2.85,2.18,OF,cepicma01
194,Jaime Cerda,25,KCR,AL,53,0,0,45.2,16,7,8,1,0,.938,,,1,4,0,2.96,0.28,P,cerdaja01
195,Gustavo Chacin,23,TOR,AL,2,2,0,14.0,2,1,1,0,0,1.000,,,1,14,0,1.29,1.00,P,chacigu01
196,Shawn Chacon,26,COL,NL,66,0,0,63.1,8,2,5,1,1,.875,,,-1,-3,0,0.99,0.11,P,chacosh01
